"","Ab_5_Eye","Ab_6_Eye","Mz_1_Eye","Mz_2_Eye","Nb_4_Eye","Nb_5_Eye","On_1_Eye","On_2_Eye","On_3_Eye","Pn_2_Eye","Pn_3_Eye","Pn_4_Eye"
"dennd5a",0,0,5,17,0,0,3,0,19,6,2,11
"dennd6aa",4,12,6,6,0,0,1,0,2,2,4,1
"denr",1,39,2,0,27,42,7,3,60,0,2,0
"deptor",0,0,1,2,0,0,0,8,18,12,7,2
"dera",1,27,0,1,0,0,1,0,51,2,0,5
"derl3",0,0,0,2,0,0,31,6,30,1,4,0
"desi1a",0,0,1,0,0,0,3,6,43,1,1,4
"desi1b",1,16,13,23,0,0,0,0,5,0,0,2
"desmb",26,42,0,0,0,0,0,0,0,0,0,0
"det1",2,5,0,0,0,0,2,0,5,2,0,0
"dffb",0,0,900,404,0,0,177,379,406,737,785,789
"dgat1a",6,35,0,2,80,97,1,0,0,0,3,0
"dgcr2",0,0,6,3,0,0,7,2,35,9,9,4
"dgcr8",2,7,491,289,2,8,9,3,13,352,328,515
"dgkab",0,0,0,8,1,37,5,0,0,4,2,2
"dgke",1,46,6,2,0,0,17,45,25,1378,791,1215
"dgkg",3,40,0,0,0,0,3,2,12,4,0,1
"dgkzb",4,24,4,6,0,0,12,1,13,5,5,2
"dglucy",3,13,2,0,46,57,0,0,13,2,2,1
"dhcr7",1,39,9,2,0,0,2,3,16,0,0,0
"dhfr",0,0,0,6,0,0,0,0,6,0,0,2
"dhps",3,38,4,1,0,0,5,0,10,1,3,0
"dhrs1",4,52,4,0,0,0,0,3,67,2,3,0
"dhrs12",534,579,2,3,0,0,0,0,21,0,4,6
"dhrs3b",2,48,13,5,0,0,5,1,22,4,8,16
"dhrs4",0,0,97,46,0,0,3,0,14,19,14,28
"dhrs7",0,0,0,6,0,0,0,0,6,679,563,513
"dhrs7b",0,0,0,0,281,290,6,1,18,979,467,601
"dhtkd1",0,0,1,6,0,0,2,0,8,4,3,1
"dhx15",1,22,2,1,0,0,1,4,13,1,0,0
"dhx16",0,0,9,2,0,0,6,3,83,2,0,5
"dhx29",49,87,230,167,0,0,0,6,9,0,0,0
"dhx30",28,61,9,22,0,0,11,12,10,2,3,3
"dhx32a",112,149,744,1005,76,90,591,261,286,171,161,227
"dhx32b",0,0,104,151,0,0,1,0,1,3,0,4
"dhx33",1,22,0,1,0,0,1,8,5,1,0,0
"dhx34",3,28,14,410,0,0,0,0,3,1,1,2
"dhx36",0,0,17,19,0,0,10,43,50,1,3,2
"dhx38",0,0,5,2,0,0,12,0,26,4,2,3
"dhx40",1,48,2,2,0,0,0,2,12,0,0,3
"dhx58",0,0,3,2,0,0,0,1,11,0,1,5
"dhx8",0,0,8,0,0,0,3,2,83,9,3,2
"diabloa",3,5,1,0,0,0,0,3,31,1,1,2
"dio1",0,0,1,1,0,0,7,1,13,0,0,0
"dio2",4,40,3,10,0,0,2,0,0,2,7,2
"dip2a",0,0,4,5,0,0,17,215,99,0,1,0
"dip2ba",0,0,1,0,0,0,0,0,18,6,0,3
"dip2bb",1,37,2,2,0,0,5,0,0,4,0,5
"dipk1ab",3,9,1,6,0,0,5,20,34,0,2,0
"dipk1b",6,49,0,3,36,73,1,1,1,0,1,0
"dipk2ab",1,5,5,21,0,0,0,0,1,22,14,27
"dis3",4,15,5,3,0,0,7,7,22,3,0,2
"dis3l",1,33,0,0,0,0,2,0,10,101,72,139
"dis3l2",1,34,6,2,4,22,9,1,10,5,2,6
"disp1",1,3,0,0,1,13,1,2,5,0,0,0
"disp2",7,9,2,4,0,0,3,2,1,7,3,3
"dixdc1a",9,38,7,9,0,0,3,0,14,0,0,2
"dkc1",2,48,10,2,0,0,2,8,115,3,5,1
"dkk3a",9,23,0,3,0,0,2,0,1,5188,3549,3684
"dla",8,25,0,2,0,0,0,0,4,0,0,2
"dlat",14,23,28,25,0,0,7,3,41,52,23,48
"dlc1",125,151,6,9,0,0,9,9,52,6,12,5
"dldh",0,0,21,27,0,0,11,6,163,21,26,13
"dlg3",6,21,3,3,0,0,5,3,5,6,16,9
"dlg5a",0,0,2,5,0,0,6,3,41,5,1,2
"dlg5b.1",11,44,12,4,17,44,7,2,29,4,6,6
"dlgap2a",9,40,22,128,0,0,0,0,0,0,0,0
"dlgap3",0,0,0,0,0,0,18,3,5,1,1,0
"dlgap4b",2,28,0,0,32,34,0,0,4,0,1,0
"dlk2",1,38,0,0,0,0,3,0,3,302,259,223
"dll4",0,0,7,1,0,0,0,1,17,5,4,4
"dlst",1,10,9,5,0,0,15,5,209,26,16,12
"dmac2l",69,101,87,226,0,0,0,1,6,94,88,87
"dmap1",1,15,2,5,0,0,1,1,21,0,0,4
"dmd",5,48,0,4,0,0,7,0,4,2,0,1
"dmgdh",7,47,4,0,23,50,0,0,9,0,1,4
"dmtf1",22,65,153,221,33,34,0,1,12,1,0,4
"dmtn",2,43,3,1,0,0,3,19,72,2,0,0
"dmxl2",10,24,1,8,0,0,10,2,3,6,5,3
"dnai1.2",0,0,0,1,0,0,428,42,25,0,0,0
"dnai2b",6,46,0,2,0,0,0,0,0,1,0,2
"dnaja1",0,0,5,1,0,0,0,3,7,0,1,1
"dnaja2a",1,18,10,13,0,0,15,5,83,16,8,12
"dnaja2b",0,0,20,18,0,0,8,5,47,3,3,1
"dnaja3a",21,31,2,11,0,0,4,2,18,13,6,6
"dnajb11",0,0,4,4,0,0,2,3,21,5,4,4
"dnajb12a",2,25,7,8,0,0,4,6,42,4,6,6
"dnajb12b",1319,1360,6205,4875,0,0,11,1,3,0,0,0
"dnajb13",14,41,0,2,0,0,11,1,0,0,0,0
"dnajb14",0,0,8,19,0,0,15,1,22,11,8,6
"dnajb1a",1,14,0,2,0,0,1,0,12,3,1,6
"dnajb6b",20,48,21,7,0,0,5,3,168,5,16,5
"dnajb9a",28,52,4,6,0,0,6,2,8,2,5,1
"dnajc10",0,0,0,0,0,0,7,1,26,1,2,1
"dnajc14",0,0,3,2,284,314,2,0,5,564,563,811
"dnajc15",796,824,335,423,1177,1215,0,0,11,0,0,0
"dnajc16l",5,38,4,2,0,0,1,5,22,3,2,29
"dnajc17",1,47,0,0,0,0,38,2,10,1,1,0
"dnajc19",290,310,7,1,0,0,0,1,26,0,2,1
"dnajc21",0,0,1,4,0,0,7,1,18,1,2,4
"dnajc25",1,10,3,2,1,18,6,2,50,5,2,3
"dnajc27",5,18,2,3,0,0,0,0,3,3,2,1
"dnajc3a",1,48,380,1510,649,659,4,2,35,1313,442,798
"dnajc3b",182,184,473,335,0,0,1,0,19,440,716,677
"dnajc4",0,0,2,2,0,0,0,0,23,5,4,1
"dnajc6",8,36,0,20,0,0,11,0,1,6,1,0
"dnajc7",86,116,391,454,0,0,81,33,69,5,10,4
"dnajc8",11,55,11,27,145,183,8,1,89,15,14,12
"dnajc9",1,44,31,129,0,0,1,4,57,86,65,98
"dnali1",0,0,0,0,0,0,130,351,391,0,2,4
"dnase2",242,273,1890,538,0,0,1,2,17,1852,1006,1238
"dnm1a",3,32,5,47,0,0,40,2,21,38,19,6
"dnm1l",1,26,2,23,23,64,10,1,40,3,2,7
"dnm2a",4,26,29,6,0,0,2,7,36,1,4,7
"dnm2b",6,28,1393,495,0,0,1,1,19,0,4,4
"dnmbp",1,23,14,9,0,0,5,2,28,25,3,19
"dnmt1",1,45,3,2,0,0,0,0,14,0,1,3
"dnmt3aa",1,15,2,1,0,0,0,0,17,1,0,1
"dnmt3ab",5,38,0,0,0,0,8,1,11,1,0,0
"dnmt3ba",0,0,355,322,0,0,0,0,3,0,0,0
"dnmt3bb.1",1,11,0,0,0,0,0,1,6,0,0,0
"dnpep",41,86,10,3,0,0,0,0,10,2,0,1
"doc2d",0,0,0,6,0,0,14,0,2,5,0,6
"dock1",9,56,9,14,0,0,5,0,73,5,2,5
"dock10",0,0,1,0,0,0,5,2,29,1,0,1
"dock4b",1,41,4,0,0,0,1,1,18,2,5,1
"dock6",1,35,5,4,0,0,3,1,26,2,3,2
"dock7",17,42,0,7,6,41,2,2,16,2,6,3
"dock8",1,26,4,2,5,11,10,1,28,3,0,1
"dok1b",7,18,7,14,0,0,0,0,40,0,0,2
"dok6",5,6,1,5,0,0,1,0,2,2,0,4
"dolk",1,45,0,0,34,59,1,0,1,3,4,0
"dolpp1",72,111,0,1,0,0,3,0,11,1,1,1
"dop1a",2,12,1,2,0,0,0,0,21,4,0,3
"dot1l",2,31,0,0,0,0,3,1,5,5,2,0
"dpagt1",178,195,62,600,0,0,35,3,25,414,121,7
"dpep1",0,0,0,0,0,0,7,17,29,0,0,0
"dpep2",28,43,1,0,0,0,128,56,49,0,0,0
"dpf2",4,13,13,14,0,0,1,0,0,3,0,2
"dpf3",1,24,89,323,0,0,2,0,3,2,0,0
"dph1",24,42,2,7,0,0,0,0,4,0,2,3
"dph2",112,141,602,118,5,40,39,110,144,222,239,678
"dph5",7,15,3,7,0,0,1,0,9,321,323,561
"dph6",9,54,0,0,0,0,0,0,2,0,0,0
"dph7",306,352,3,0,0,0,39,17,24,1211,1536,1386
"dpm1",0,0,0,0,0,0,6,3,46,6,4,2
"dpm3",0,0,0,1,0,0,207,92,120,0,0,0
"dpp3",19,22,82,58,0,0,5,9,42,151,122,115
"dpp6a",7,49,0,0,0,0,69,15,21,0,1,0
"dpp6b",3,6,0,7,0,0,1,0,8,0,0,0
"dpp9",0,0,935,222,0,0,2,3,27,3,1,3
"dpy19l3",9,41,2,1,0,0,1,0,2,9,6,2
"dpysl2b",2,22,0,9,0,0,1,0,0,0,0,0
"dpysl3",1,46,21,37,0,0,20,2,62,31,23,23
"dpysl5b",1,6,1,7,0,0,15,0,4,6,1,4
"dqx1",98,140,11,34,432,472,3,0,21,320,4,10
"dr1",3,45,8,16,0,0,2,2,5,9,18,6
"dram1",0,0,0,0,14,20,0,0,2,0,0,0
"dram2b",1,13,6,1,0,0,1,3,9,1,13,15
"drap1",1,8,3,1,0,0,0,1,12,2,0,13
"drg1",1,31,8,7,0,0,6,4,40,9,5,6
"drosha",1,38,1,2,0,0,2,0,24,4,6,5
"drp2",725,742,1,2,0,0,515,21,63,0,0,0
"dscamb",0,0,0,8,9,51,3,1,6,4,1,2
"dscaml1",5,17,9,55,0,0,5,0,0,0,2,1
"dse",0,0,8,3,0,0,2,3,16,3,3,3
"dspa",2,8,16,0,0,0,3,11,107,3,5,9
"dstyk",0,0,5,1,0,0,0,3,29,0,0,1
"dtd1",2,49,11,3,0,0,3,1,10,0,1,0
"dtd2",1,47,1,2,0,0,0,0,5,2,2,1
"dtnbp1b",586,600,2,1,0,0,3,0,3,0,2,1
"dtwd1",1215,1219,960,4006,0,0,1,0,9,2664,1634,1521
"dtwd2",15,52,2,2,0,0,0,1,1,3,2,0
"dtx2",0,0,10,7,0,0,1,2,14,0,0,1
"dtx4a",1,29,2,2,0,0,4,2,6,1,4,6
"dtymk",38,56,557,574,162,172,287,240,232,302,241,363
"dusp1",1,46,14,2,0,0,2,1,10,0,1,5
"dusp12",0,0,1,0,0,0,3,9,13,1,1,0
"dusp16",0,0,2,4,0,0,2,0,29,5,1,4
"dusp2",1,20,2,0,0,0,0,0,5,1,6,8
"dusp5",2,42,2,5,1,28,6,2,16,6,8,4
"dusp6",0,0,9,7,0,0,9,5,60,0,0,1
"dusp7",4,33,11,3,26,36,0,2,8,12,1,8
"dusp8a",0,0,8,15,0,0,20,3,31,28,6,14
"dvl2",1,39,8,1,0,0,1,7,72,2,0,2
"dvl3a",0,0,9,1,0,0,4,6,84,4,0,5
"dym",0,0,5,1,0,0,2,2,17,4,2,4
"dync1li1",1,34,10,11,0,0,16,7,57,16,12,5
"dync1li2",3,18,8,4,0,0,4,1,13,4,1,7
"dync2li1",0,0,29,4,0,0,1,0,7,2,1,0
"dynll1",1,16,11,14,0,0,6,8,163,6,20,17
"dynlrb1",0,0,10,5,0,0,1,2,125,2,6,4
"dynlt3",144,149,2,9,13,34,8,10,144,33,24,17
"dyrk1ab",1,21,17,12,0,0,14,7,95,17,12,10
"dyrk1b",0,0,0,0,0,0,6,1,26,3,1,0
"dyrk2",0,0,6,2,26,47,1,2,3,5,7,2
"dyrk3",0,0,3,24,0,0,2,0,4,14,11,12
"dysf",1,14,7,0,0,0,0,1,7,0,2,1
"e4f1",1,32,2,1,0,0,4,1,13,1,0,0
"eaf2",1,24,4,0,0,0,0,1,22,0,2,1
"eapp",1,25,2,4,0,0,2,2,31,2,1,5
"ebag9",0,0,19,60,0,0,0,0,10,17,13,16
"ebna1bp2",11,35,1,3,0,0,2,3,20,4,8,4
"ebpl",3,13,0,0,2,5,0,0,1,0,0,0
"ece2b",8,29,2,4,0,0,9,5,69,10,3,3
"ech1",205,214,7,9,0,0,0,0,16,1,2,0
"echdc2",795,814,785,2056,0,0,48,13,26,2777,1456,1275
"echs1",1,37,6,5,0,0,6,9,108,4,5,4
"eci1",1,39,1,0,11,33,0,0,7,0,1,0
"ecpas",0,0,2,5,41,47,4,0,41,0,3,1
"ecrg4a",1,28,697,520,190,225,5,0,23,461,537,588
"ecsit",186,200,0,2,0,0,26,5,53,123,73,133
"edc4",1,9,3,1,0,0,2,1,23,4,1,2
"edem1",6,11,1,6,35,73,6,0,13,47,13,17
"edem3",5,51,7,11,0,0,9,0,34,7,2,2
"edf1",3,8,29,14,0,0,10,17,162,15,19,25
"edil3a",0,0,1,8,0,0,5,2,7,2,0,1
"ednraa",0,0,18,0,0,0,0,0,64,2,5,5
"edrf1",905,919,83,578,0,0,0,1,7,2,5,9
"eed",0,0,7,9,0,0,2,0,14,2,2,0
"eef1akmt1",113,122,20,4,0,0,0,0,4,18,3,5
"eef1akmt2",1,14,0,1,0,0,0,0,8,0,0,1
"eef1b2",76,116,39,8,40,69,64,21,743,15,42,32
"eef1da",26,69,42,52,0,0,5,18,490,22,35,27
"eef1e1",0,0,2,5,0,0,1,0,15,2,3,7
"eef1g",1,26,222,25,89,111,43,102,3037,45,82,134
"eef2k",2,11,4,10,0,0,6,9,53,6,1,2
"eef2kmt",6,30,299,430,0,0,0,1,0,0,0,0
"eefsec",0,0,1,0,0,0,1,0,12,6,1,1
"eepd1",2,35,0,0,0,0,0,1,5,3,0,0
"efcc1",2,25,7,8,43,68,2,2,11,8,3,1
"efemp2a",18,57,141,72,0,0,1,2,96,13,34,31
"efhc1",0,0,154,31,0,0,23,134,123,0,0,0
"efhd2",0,0,1,3,0,0,2,6,9,0,5,5
"efna1a",2,50,4,6,0,0,14,1,27,4,5,7
"efna1b",0,0,2,6,13,26,2,0,7,0,3,3
"efna3b",0,0,6,1,0,0,40,0,7,0,0,1
"efna5a",1,45,6,3,0,0,0,0,29,1,0,3
"efnb1",2,25,4,3,0,0,0,0,20,5,1,1
"efnb2a",1,44,52,4,0,0,3,6,96,9,7,9
"efr3ba",12,28,0,1,0,0,1,2,24,0,1,1
"efr3bb",16,34,45,55,0,0,4,0,22,41,22,19
"efs",1,46,6,4,0,0,39,2,25,0,0,0
"eftud2",0,0,6,5,0,0,9,4,28,7,8,5
"egf",0,0,8,0,0,0,19,5,46,1,7,5
"egfl6",2,44,2,0,0,0,2,0,19,0,5,0
"egfl7",26,35,176,108,0,0,0,6,71,43,67,67
"egfra",1,45,7,1,0,0,1,6,38,3,5,5
"egln1a",398,436,15,99,7,49,57,5,23,82,43,36
"egln2",2,39,2,4,0,0,2,2,18,2,0,1
"ehbp1",23,67,52,19,0,0,21,8,79,14,48,36
"ehd1a",2,10,9,3,0,0,11,5,96,3,4,8
"ehd3",0,0,1,3,0,0,6,1,20,0,1,1
"ehd4",0,0,11,1,0,0,0,2,19,6,4,6
"ehhadh",1,7,77,55,0,0,0,2,7,1,0,1
"ei24",0,0,2,6,27,32,0,0,23,0,2,0
"eif1axb",0,0,36,19,0,0,13,8,151,25,18,37
"eif2a",4,15,5,1,0,0,1307,2849,5541,5,1,1
"eif2ak1",77,91,103,48,2,31,16,38,168,59,36,66
"eif2ak3",0,0,3,5,0,0,5,0,8,7,3,2
"eif2b1",0,0,156,194,0,0,2,0,46,141,139,214
"eif2b4",2,39,779,574,0,0,7,2,54,759,751,713
"eif2b5",80,90,333,252,0,0,1,0,46,211,224,261
"eif2d",0,0,7,3,0,0,1,2,21,4,1,0
"eif2s1b",1715,1743,672,1515,0,0,8,1,192,1000,622,1077
"eif2s2",2,31,28,23,0,0,35,8,283,25,17,45
"eif2s3",96,105,43,8,0,0,12,15,861,28,33,37
"eif3bb",0,0,40,41,0,0,10,18,439,12,6,10
"eif3ea",0,0,23,5,0,0,6,5,341,3,2,7
"eif3eb",0,0,1,3,0,0,10,2,37,0,0,2
"eif3f",0,0,12,3,0,0,420,47,333,237,125,163
"eif3g",140,154,544,57,0,0,2,4,126,9,15,33
"eif3ha",0,0,34,4,0,0,13,29,293,10,19,17
"eif3i",1,31,18,1,0,0,9,13,342,9,17,14
"eif3jb",0,0,4,7,0,0,4,5,72,5,6,14
"eif3k",0,0,57,11,0,0,6,6,178,8,12,26
"eif3m",0,0,7,4,0,0,5,3,140,1,6,5
"eif3s10",7,44,25,24,37,42,18,15,343,23,9,16
"eif3s6ip",0,0,28,39,0,0,1,2,122,18,21,22
"eif4a1a",1,46,29,9,0,0,18,12,311,14,24,29
"eif4a2",1,19,8,8,0,0,8,8,214,2,23,8
"eif4a3",10,39,3,2,0,0,26,21,530,23,31,36
"eif4bb",0,0,46,28,0,0,44,33,397,50,25,44
"eif4e1c",27,66,4,21,0,0,6,0,17,13,13,15
"eif4e2",4,43,7,4,32,39,24,3,42,12,80,91
"eif4eb",122,167,163,154,0,0,0,1,15,0,0,3
"eif4g1a",0,0,8,11,0,0,9,13,88,10,2,7
"eif4g2a",0,0,2,0,0,0,1,3,37,10,6,3
"eif4g2b",0,0,8,10,0,0,7,8,44,4,5,6
"eif4g3a",0,0,5,12,0,0,6,1,48,2,2,2
"eif4h",11,28,21,9,0,0,7,11,217,41,36,33
"eif5",1,48,3,8,0,0,16,11,361,17,13,10
"eif5b",3,28,22,11,0,0,27,12,216,18,9,20
"eif6",0,0,9,5,0,0,4,3,88,4,0,0
"eipr1",1,16,0,0,19,22,1,2,24,2,3,0
"ela2l",0,0,2,3,0,0,0,0,19,0,7,0
"ela3l",1,33,0,0,0,0,0,0,10,0,0,0
"elac1",0,0,0,0,19,45,0,0,2,0,0,0
"elavl1a",0,0,3,2,0,0,5,0,24,5,2,2
"elf1",1,41,1,0,0,0,0,0,16,0,0,0
"elf2b",0,0,8,8,0,0,10,9,76,6,1,5
"elk3",2,12,7,11,194,237,14,7,53,10,3,26
"ell",7,29,7,5,57,93,5,4,3,22,12,19
"ell2",0,0,9,7,0,0,6,2,50,13,18,16
"elmo1",0,0,22,26,0,0,14,3,101,22,21,33
"elmo3",28,67,58,160,0,0,84,30,79,1,0,3
"elmod1",2,42,0,7,0,0,3,0,0,4,0,3
"elmod2",0,0,46,355,0,0,136,2,4,1,0,1
"elmod3",0,0,4,13,0,0,3,0,8,10,5,10
"elmsan1a",0,0,2,1,0,0,7,6,62,12,2,9
"elmsan1b",1,37,7,4,0,0,0,3,17,2,0,3
"eloa",0,0,6,7,0,0,10,5,32,2,5,1
"elob",48,74,4,3,0,0,2,2,8,14,10,16
"elof1",9,16,13,10,5,34,2,0,16,4,9,15
"elovl1a",0,0,6,4,0,0,0,4,102,2,2,4
"elovl1b",0,0,31,2,0,0,16,7,306,6,7,15
"elovl5",0,0,18,58,14,26,7,4,8,14,27,20
"elovl6",0,0,3,21,0,0,7,2,25,12,12,10
"elovl8b",51,81,4,0,0,0,1,7,8,0,0,5
"elp1",126,143,392,53,3,44,36,141,135,263,141,388
"elp3",1,13,1,0,0,0,15,4,23,2,5,0
"elp4",13,18,26,25,0,0,0,2,6,3,0,1
"emc1",2,4,3,5,0,0,12,3,6,3,2,4
"emc10",0,0,1,4,0,0,7,5,43,4,6,7
"emc2",1,24,16,9,0,0,8,2,44,4,9,9
"emc3",2,32,3,3,36,40,1,14,25,13,9,6
"emc4",0,0,9,11,0,0,9,9,77,11,6,9
"emc6",4,18,6,7,0,0,7,1,32,3,10,1
"emc7",0,0,4,10,0,0,5,1,35,7,7,6
"emc9",0,0,1,4,0,0,2,4,19,5,3,10
"emg1",19,34,2,3,0,0,0,4,7,0,0,4
"emilin1a",1,44,33,1,0,0,0,15,77,6,6,7
"emilin1b",1,25,12,0,0,0,1,12,162,3,0,0
"emilin2a",1,34,16,0,0,0,1,6,79,2,2,1
"eml2",1,22,7,4,0,0,5,0,22,0,7,3
"eml3",15,42,2,2,0,0,1,0,41,1,2,3
"emp1",0,0,1,0,741,749,0,0,25,569,654,663
"emp2",1,3,11,2,0,0,1,2,40,7,8,8
"emp3b",0,0,0,1,39,74,0,0,39,0,0,0
"emsy",0,0,5,5,0,0,0,3,8,0,3,3
"emx1",27,58,0,0,0,0,0,0,0,0,0,0
"en2a",16,21,5,20,0,0,2,0,0,0,0,0
"enc3",2,32,26,4,0,0,0,3,33,6,0,3
"endog",223,233,338,298,89,112,11,1,19,16,4,12
"endou2",4,7,3,5,14,35,2,0,0,0,2,2
"engase",177,216,0,9,0,0,1,2,9,21,12,13
"eno1a",0,0,12,34,37,58,90,30,327,27,52,36
"eno1b",0,0,12,61,0,0,79,9,202,56,41,41
"eno3",0,0,14,4,33,39,0,2,288,14,7,10
"enoph1",4,42,0,7,0,0,2,4,35,3,1,5
"enosf1",2473,2512,351,935,0,0,7,3,21,41,14,25
"enpp2",14,54,2,1,0,0,0,0,21,0,0,1
"enpp4",0,0,0,4,12,20,4,0,4,4,9,2
"enpp5",0,0,7,9,0,0,5,5,37,4,5,6
"enpp6",0,0,11,3,0,0,0,0,26,6,3,5
"ensaa",3,29,11,25,0,0,6,3,42,23,25,19
"entpd1",1,34,121,37,45,81,2,0,49,2,13,5
"entpd3",0,0,725,124,0,0,0,0,9,0,0,0
"entpd4",3,29,1,1,0,0,3,1,8,9,6,3
"entpd5a",16,25,175,270,0,0,13,4,1,3,5,3
"entpd5b",1,18,80,99,87,105,2,3,6,102,81,169
"entpd6",21,64,6,23,0,0,28,3,8,6,6,19
"eny2",0,0,9,2,0,0,4,1,11,1,6,2
"ep300a",5,44,14,24,1,8,4,0,18,32,12,29
"ep300b",1,11,2,7,1,14,4,3,24,4,3,1
"ep400",0,0,12,8,0,0,4,7,69,8,3,3
"epb41l3b",2,6,7,1,0,0,3,1,30,1,0,5
"epb41l5",0,0,6,12,0,0,1,3,24,0,10,10
"epcam",1,47,5,0,17,44,0,2,18,0,0,0
"epdr1",16,57,4,4,0,0,2,1,37,4,8,2
"epg5",1,46,2,1,0,0,6,3,39,4,1,2
"epha2a",0,0,5,1,0,0,0,2,54,1,1,3
"epha2b",1,11,4,1,0,0,0,1,39,3,1,4
"epha3",1,40,7,5,0,0,4,2,30,0,1,3
"epha4a",1,26,1,7,0,0,0,0,37,1,0,2
"epha4b",0,0,7,2,0,0,5,3,28,0,1,0
"epha7",0,0,0,1,0,0,1,0,10,7,4,3
"ephb2b",688,719,18,70,0,0,14,5,11,19,22,13
"ephb3a",1,30,0,1,0,0,2,0,28,0,0,0
"ephb4a",1,15,2,3,0,0,1,0,22,3,1,1
"ephb6",1,47,1,1,0,0,6,0,3,1,4,1
"ephx1",4,24,4,0,0,0,4,6,33,8,14,7
"ephx2",15,43,296,54,0,0,38,216,374,16,26,88
"ephx5",0,0,21,14,2531,2549,15489,23161,28309,3,6,7
"epm2a",3,18,0,7,0,0,1,1,0,12,7,4
"epn1",0,0,17,10,0,0,1,3,17,25,9,26
"epn2",2,17,221,175,0,0,2,0,6,140,132,142
"epor",60,72,111,64,53,64,0,3,49,138,273,159
"eprs1",0,0,5,2,0,0,9,1,61,5,3,4
"eps15",4,19,12,9,37,41,13,6,89,12,0,1
"eps8a",6,45,11,45,1,33,12,5,8,17,7,10
"eps8l1a",3,35,19,59,1,21,0,10,25,0,0,4
"eps8l2",0,0,2021,1944,0,0,1,1,4,1,1,3
"epx",5,52,0,0,0,0,0,1,0,2,0,1
"epyc",68,75,131,71,0,0,0,0,0,2,0,0
"eral1",0,0,4,1,0,0,3,2,43,14,18,26
"erap2",1,47,1,1,0,0,0,1,15,1,0,1
"erbb2",1,47,9,1,0,0,0,3,31,0,0,0
"erbin",1,36,6,3,0,0,3,5,38,0,1,5
"erc2",3,43,0,1,0,0,9,0,2,1,0,2
"ercc2",1104,1151,537,3275,0,0,0,0,9,2,0,0
"ercc3",0,0,1,1,0,0,5,2,13,1,3,2
"ercc6l",1,48,0,0,0,0,0,1,10,0,0,0
"ercc6l2",7,48,26,7,0,0,0,1,27,7,0,3
"ergic1",375,377,8,1,25,28,0,5,56,3,6,8
"ergic2",86,93,6,1,233,243,5,1,16,0,4,2
"ergic3",531,579,2337,1287,87,121,679,942,1426,66,102,96
"erh",1,32,68,68,29,56,7,3,62,2,6,3
"eri1",0,0,5,0,0,0,0,0,12,588,225,710
"erlec1",97,108,36,80,0,0,10,4,84,6,5,7
"erlin1",0,0,6,9,0,0,10,8,60,3,0,11
"ern1",5,35,8,2,0,0,2,1,38,6,0,2
"ero1b",1,43,4,0,0,0,16,1,32,1,0,0
"erp44",2,23,465,223,1,43,0,0,11,248,277,390
"es1",12,17,16,208,34,49,237,8,1009,159,98,43
"esamb",429,456,722,1426,0,0,5,2,1,11,3,6
"esco2",0,0,79,73,0,0,1,0,0,0,0,0
"esf1",1,48,2,3,0,0,17,7,80,12,5,14
"espn",5,30,9,31,0,0,15,9,25,17,8,13
"esr1",21,27,2,0,17,21,0,0,1,1193,526,1093
"esrra",0,0,10,8,0,0,0,1,17,14,13,11
"esrrb",1,26,5,37,0,0,4,0,4,6,3,1
"esrrga",0,0,0,1,0,0,3,0,0,5,0,7
"esrrgb",2,9,3,5,0,0,3,0,1,2,1,2
"esyt1a",0,0,0,1,0,0,8,9,111,1,1,1
"esyt1b",0,0,21,1,0,0,3,3,159,7,0,8
"etf1a",0,0,19,4,0,0,3,0,64,6,17,18
"etfb",1,21,3,0,0,0,7,1,56,1,4,5
"etfdh",352,369,9,32,0,0,15,2,31,9,3,6
"ethe1",6,43,8,4,0,0,0,0,0,4,1,1
"etnk1",1,16,4,16,0,0,1,0,6,0,1,0
"etnk2",1,45,19,8,0,0,5,2,6,7,2,2
"etnppl",1059,1085,4507,2027,0,0,7,1,3,1767,3738,3317
"ets1",0,0,20,5,0,0,2,2,56,13,8,12
"etv4",1,27,4,1,0,0,0,1,30,0,0,1
"etv5a",1,37,3,1,9,28,6,0,7,9,3,3
"eva1a",0,0,0,0,0,0,14,2,3,1,11,4
"eva1bb",0,0,5,1,0,0,0,8,93,6,2,0
"evi5b",2,47,4,9,0,0,13,1,41,0,0,4
"evla",0,0,121,31,0,0,1,0,3,6,0,0
"evlb",1,19,17,35,0,0,5,0,2,2,0,1
"evpla",6,16,1,0,0,0,0,3,4,0,0,1
"evplb",85,128,0,0,0,0,2,0,2,0,0,0
"ewsr1b",0,0,15,31,0,0,4,2,62,11,11,13
"exd2",157,180,0,1,0,0,0,3,3,0,4,1
"exd3",3,42,3,3,0,0,1,0,9,1,0,1
"exoc1",4,51,2,2,0,0,2,2,47,0,0,1
"exoc3",0,0,4,5,0,0,2,3,90,8,9,5
"exoc3l1",0,0,1,2,0,0,0,3,7,7,0,5
"exoc4",0,0,6,1,0,0,3,1,8,4,3,0
"exoc5",0,0,3,0,33,37,3,2,12,3,4,3
"exoc6b",2,43,4,0,0,0,3,0,10,9,17,11
"exoc8",16,29,8,5,19,26,6,6,39,3,0,7
"exorh",231,262,0,3,0,0,2,0,3,0,0,1
"exosc10",5,30,0,2,0,0,1,0,17,5,0,10
"exosc2",3,16,3,2,0,0,1,0,6,1,0,1
"exosc4",2,37,1,3,0,0,2,0,10,0,0,0
