"","Ab_5_Eye","Ab_6_Eye","Mz_1_Eye","Mz_2_Eye","Nb_4_Eye","Nb_5_Eye","On_1_Eye","On_2_Eye","On_3_Eye","Pn_2_Eye","Pn_3_Eye","Pn_4_Eye"
"PTCHD3",0,0,157,270,0,0,0,0,0,1,2,1
"PTDSS1",23,70,0,1,0,0,1,1,13,0,0,0
"PTGDR2",1,29,8,0,0,0,0,0,13,2,3,2
"PTK7",3,16,4,3,0,0,2,3,54,4,2,3
"PTPN14",7,23,10,10,0,0,5,6,25,1,6,2
"PTPRD",2,48,5,10,39,79,4,0,49,5,1,3
"QPRT",69,113,1,0,0,0,1,0,3,0,0,0
"QRFPR",1,7,0,0,0,0,0,0,12,0,0,0
"RAB19",307,329,8,13,0,0,82,43,56,24,8,9
"RAB28",2,26,4,15,0,0,1,0,1,7,8,10
"RAB31",0,0,12,1,0,0,8,5,44,5,5,7
"RAB38",0,0,4,0,0,0,0,6,45,1,6,2
"RAB39B",1,29,167,38,0,0,0,1,4,0,0,0
"RAB7A",1,4,13,11,0,0,3,3,89,5,3,15
"RAB9A",0,0,3,0,47,84,2,2,20,2,1,2
"RABGAP1L",1,37,460,30,0,0,1,2,38,0,3,4
"RAI2",1,16,4,0,0,0,0,1,0,11,0,8
"RALGDS",15,20,8,51,0,0,22,5,19,5,9,2
"RAMAC",1,7,14,9,0,0,98,4,38,8,8,3
"RAMP3",2,44,17,6,0,0,3,3,29,9,3,9
"RANBP2",8,23,12,7,0,0,6,4,104,2,3,6
"RAP1GDS1",49,95,1,1,0,0,30,3,10,15,7,5
"RARB",5,33,5,0,0,0,0,0,1,3,1,6
"RASGEF1C",2,50,4,5,0,0,1,0,3,0,0,0
"RASSF1",0,0,5,0,0,0,0,4,86,1,5,5
"RASSF5",6,51,13,8,0,0,2,1,50,6,15,8
"RBM38",0,0,7,0,0,0,1,2,26,5,1,2
"RBMS3",1,35,1,3,0,0,0,1,17,1,1,2
"RBPMS",0,0,34,3,0,0,3,5,32,17,9,10
"RDH13",0,0,0,2,0,0,25,0,7,0,2,0
"RELN",1,5,4,0,0,0,2,4,43,5,3,0
"REM1",0,0,0,0,0,0,5,0,11,0,0,0
"RGS13",1,3,0,2,0,0,0,0,9,4,0,7
"RGS20",1006,1028,414,1590,0,0,5,0,0,1,0,0
"RHBDF2",0,0,530,2431,0,0,2,10,9,0,0,0
"RIC1",9,10,2,4,0,0,1,0,23,27,8,7
"RIDA",0,0,23,5,0,0,0,2,4,0,0,0
"RILPL1",4,11,0,1,0,0,3,2,38,1,9,7
"RIN2",0,0,20,2,0,0,3,3,76,5,6,1
"RING1",1,48,5,8,0,0,9,4,9,6,4,9
"RNF122",1,29,0,5,0,0,0,0,2,0,0,0
"RNF146",5,38,49,61,32,57,2,4,14,80,56,90
"RNF208",0,0,0,1,0,0,1,5,13,4,3,6
"RNF223",3,33,5,18,11,48,25,1,0,71,26,47
"RNF5",7,36,0,1,96,138,0,0,1,10,4,4
"RPA1",5,38,1,1,0,0,3,0,21,0,0,2
"RPL19",0,0,134,23,31,66,18,39,1247,35,51,106
"RPL27A",3,19,153,21,0,0,14,30,910,19,60,65
"RPL37A",0,0,187,14,0,0,12,20,1486,24,112,94
"RPL5",0,0,993,847,448,480,146,100,231,7,5,9
"RPL7A",71,119,550,406,6,24,518,97,3664,471,495,550
"RRM2",699,763,1027,681,0,0,19,25,36,1943,2135,3209
"RS1",617,630,3,12,84,92,26,0,13,10,5,8
"RSBN1L",2,25,485,614,0,0,21,16,110,18,7,5
"RTKN",4,46,397,707,0,0,4,0,10,7,4,3
"RUNDC1",1,48,1,4,0,0,2,0,13,2,3,2
"RYR3",1,27,0,1,32,63,5,0,2,2,0,2
"SAMD4B",3,11,4,0,0,0,1,0,5,0,1,4
"SAT1",3,14,9,4,99,134,4,1,86,18,19,8
"SBNO2",1,37,5,1,0,0,2,0,24,3,0,5
"SBSPON",17,47,15,3,0,0,0,0,16,0,0,2
"SCD",2,16,9,2,0,0,10,0,32,9,23,26
"SCYL1",5,46,9,9,0,0,7,1,17,7,8,8
"SCYL2",0,0,1,2,0,0,0,0,9,3,5,5
"SDHB",0,0,14,10,0,0,6,5,40,21,4,9
"SEC61A1",0,0,8,1,0,0,1,1,59,1,17,11
"SECISBP2L",4,19,2,12,0,0,3,3,16,13,2,9
"SELE",0,0,17,0,0,0,0,0,34,4,1,1
"SELENOP",0,0,58,6,0,0,34,64,1452,15,24,27
"SFMBT1",4,34,2,6,0,0,0,0,12,1,0,1
"SGK1",4,35,6,2,0,0,2,1,26,1,9,2
"SGK3",1,10,4,0,0,0,4,0,26,0,5,1
"SH2B2",0,0,15,2,0,0,1,0,0,174,121,122
"SH3RF3",5,51,2,0,0,0,1,0,9,12,9,11
"SHC3",0,0,247,156,0,0,4,0,5,2,0,0
"SHF",6,29,0,2,0,0,0,0,1,0,0,0
"SHKBP1",115,140,2,1,27,29,2,0,11,38,14,21
"SHMT2",0,0,16,34,0,0,0,0,2,0,0,0
"SIKE1",0,0,0,2,0,0,1,1,24,0,1,5
"SIPA1L2",0,0,3,4,7,47,3,1,20,1,0,2
"SLC12A6",11,56,3,1,0,0,2,1,10,12,3,3
"SLC15A5",3,24,0,0,0,0,0,0,0,4,6,8
"SLC16A2",1,28,3,4,0,0,0,1,1,2,5,5
"SLC16A7",0,0,12,66,0,0,39,5,7,2,2,0
"SLC22A23",151,185,1045,591,0,0,1,0,1,2,2,7
"SLC24A2",6,53,3,5,30,33,7,0,3,8,5,2
"SLC25A29",1,30,45,60,0,0,1,0,7,41,25,35
"SLC25A30",0,0,6,0,0,0,2,1,50,3,1,18
"SLC2A13",5,53,7,7,0,0,0,0,0,0,0,0
"SLC35E2A",3,26,10,0,0,0,0,0,6,3,0,1
"SLC35G1",20,55,0,3,0,0,2,0,0,4,0,2
"SLC39A12",0,0,0,0,13,19,3,1,11,3,0,4
"SLC39A3",4,9,0,5,0,0,3,0,9,0,0,0
"SLC43A2",1,20,9,0,0,0,0,0,5,4,5,4
"SLC45A4",2,9,19,52,0,0,25,10,59,31,10,26
"SLC4A7",1,32,0,28,12,50,10,0,10,3,6,3
"SLC5A10",3,37,6,4,0,0,1,3,3,8,9,12
"SLC6A1",0,0,0,12,0,0,10,0,0,2,2,5
"SLC6A20",0,0,10,6,0,0,0,2,3,0,3,2
"SMAD3",4,22,12,18,1,10,7,0,16,7,9,5
"SMAP1",3,24,0,7,0,0,2,1,68,1,4,8
"SMARCA4",2,11,12,11,30,53,19,6,83,7,5,5
"SMARCB1",96,130,3,3,0,0,3,0,46,4,2,8
"SMARCC2",1,25,3,5,33,53,8,5,15,5,3,2
"SMU1",0,0,12,3,0,0,2,2,39,3,8,12
"SMURF1",1,2,3,8,0,0,2,0,22,4,4,1
"SMURF2",0,0,4,5,0,0,0,0,7,1,6,2
"SNIP1",5,14,7,4,0,0,4,10,54,8,2,5
"SNTA1",10,44,0,0,0,0,1,0,3,0,0,0
"SNX14",0,0,1188,101,0,0,2,2,27,37,104,329
"SNX18",3,11,18,13,0,0,6,6,32,5,3,11
"SOX8",0,0,4,1,0,0,8,4,75,2,5,1
"SP3",2,34,3,2,0,0,2,1,20,1,0,0
"SPAG9",6,12,3,18,0,0,4,1,35,4,3,5
"SPATA1",200,212,0,0,0,0,13,67,113,851,1107,1642
"SPATA5",0,0,1,0,0,0,2,5,18,0,0,1
"SPHK1",5,70,4,1,0,0,1,3,1,1,0,2
"SPNS2",7,49,11,66,0,0,3,8,28,53,29,42
"SPOCK2",3,13,0,10,0,0,3,2,4,3,0,0
"SPRYD3",0,0,1,0,0,0,2,1,15,1,6,3
"SRF",0,0,6,2,0,0,6,1,13,0,0,5
"ST8SIA3",0,0,43,36,0,0,1,7,0,4,1,0
"STT3B",32,52,10,5,0,0,0,2,11,2,1,8
"STUB1",105,128,335,404,0,0,2,1,6,327,410,408
"SUCNR1",1230,1233,1,20,0,0,0,0,0,40,48,9
"SYDE1",63,94,9,6,42,46,3,4,53,3,0,2
"SYDE2",4,47,1,11,4,22,7,1,7,4,3,2
"SYNDIG1L",1,16,0,0,0,0,7,0,1,1,0,0
"TADA1",1156,1164,1244,2337,326,365,4,3,13,3094,1611,3271
"TAGAP",0,0,0,2,0,0,9,0,18,2,2,7
"TANC2",116,139,182,216,0,0,3,4,6,0,0,2
"TATDN3",2,15,0,0,0,0,0,2,16,2,0,0
"TBC1D13",0,0,2,0,31,45,2,0,4,0,0,0
"TBL1XR1",17,34,5,15,2,43,8,6,55,53,37,49
"TCERG1",1,18,11,2,0,0,8,3,75,5,6,3
"TCF24",11,12,15,22,76,103,5,10,5,5,1,12
"TCF4",1,14,1,0,0,0,3,1,7,6,0,1
"TCF7L1",8,69,10,0,0,0,14,34,99,6,3,14
"TENM2",3,5,5,2,0,0,1,0,3,5,2,0
"TENM3",0,0,13,1,3,31,8,0,30,1,8,1
"TENT5A",27,68,11,64,0,0,30,2,21,35,21,27
"TEX2",84,97,13,27,12,25,27,6,14,19,2,1
"TFAP4",0,0,6,4,0,0,2,0,10,2,5,8
"TGFB1I1",1,31,14,2,0,0,2,0,54,3,2,6
"THAP1",1,34,0,1,0,0,0,3,20,0,3,1
"THEM6",4,11,1,5,29,44,0,0,5,6,3,4
"THNSL1",4,29,1,6,0,0,0,0,3,5,5,1
"THSD4",0,0,11,1,0,0,1,1,10,0,0,4
"TIMM21",3,33,2,11,25,56,3,0,10,1,2,5
"TIMP3",112,157,79,90,0,0,0,0,53,2,1,1
"TINAGL1",3,41,64,8,0,0,10,5,122,0,10,7
"TKT",0,0,2,8,0,0,7,0,24,5,10,3
"TLK1",2,47,142,360,112,153,5,2,19,6,6,6
"TLR5",10,48,0,2,0,0,1,0,11,0,0,0
"TMC6",91,93,41,46,0,0,0,4,69,6,8,7
"TMCC1",4,5,1,16,0,0,12,1,22,11,4,1
"TMCC3",1,36,4,2,0,0,0,0,26,7,5,4
"TMEM132D",30,63,0,4,10,23,4,0,0,12,3,3
"TMEM158",1,24,8,6,0,0,7,23,7,5,0,1
"TMEM164",31,54,4,9,0,0,17,6,8,15,13,3
"TMEM179",639,654,3,1,0,0,2,0,3,1,1,0
"TMEM19",7,16,592,1299,574,576,5,1,14,2,3,8
"TMEM38B",1,46,0,0,0,0,0,0,23,1,1,0
"TMEM43",8,13,3898,3660,0,0,206,33,69,4352,4482,4390
"TMEM47",497,520,477,732,0,0,0,1,11,0,2,1
"TMEM50B",5,47,0,1,0,0,0,1,22,904,698,1407
"TMEM65",1,42,1,3,0,0,1,0,6,1,1,0
"TMEM69",149,177,0,0,0,0,0,0,4,0,0,0
"TMEM74",6,46,0,5,0,0,1,0,0,2,0,2
"TMX3",5,45,4,7,0,0,7,12,41,9,5,1
"TNS1",0,0,3,0,0,0,1,6,92,1,0,3
"TNS3",10,23,7,0,0,0,1,5,28,5,4,4
"TOM1L2",1,37,3,12,0,0,4,3,15,2,3,5
"TOMM7",0,0,9,2,0,0,3,4,26,1,4,6
"TP53I3",2,14,6,1,0,0,0,1,0,0,0,3
"TPM1",0,0,52,9,6,8,4,19,434,22,20,23
"TPPP",1,8,2,10,0,0,13,0,12,107,95,140
"TRA2B",1,42,2,4,0,0,8,2,43,2,4,6
"TRAPPC5",1,42,2,5,0,0,1,0,9,13,5,8
"TRIM67",3,26,2,11,0,0,11,15,8,1,6,19
"TSC22D3",6,30,13,13,0,0,16,18,161,11,16,16
"TSHZ1",0,0,2,3,0,0,2,8,16,1,1,2
"TTC28",1,36,5,3,0,0,2,2,45,0,1,7
"U6",2,8,5,1,0,0,0,0,1,0,0,0
"UBA3",1,27,0,4,0,0,2,1,17,7,1,1
"UBA6",6,50,45,131,0,0,0,0,4,1,0,0
"UBE2K",0,0,270,381,322,333,6,2,27,325,241,419
"UBE2O",10,34,3,16,0,0,8,4,22,1,0,0
"UBE3A",0,0,8,4,0,0,5,0,26,2,2,6
"UBL5",0,0,1,3,65,91,3,2,30,4,4,7
"UBQLN4",0,0,1,5,0,0,4,0,9,1,4,4
"UNC119",0,0,3,16,0,0,22,2,13,2,3,0
"UNC13A",18,38,92,17,0,0,4,98,15,15,52,88
"UNC13B",47,87,1,4,0,0,10,0,1,0,1,0
"UNC13C",1,8,1,5,0,0,20,0,1,4,2,0
"UNC79",0,0,1,0,27,53,4,0,1,2,3,0
"UPF1",1,46,59,109,80,96,2,2,26,1,3,4
"UPF2",3,26,5,15,0,0,9,11,39,16,5,3
"UQCR11",0,0,2,1,0,0,3,1,6,0,6,4
"UQCRFS1",0,0,12,10,0,0,2,2,29,4,6,5
"USP15",0,0,1,2,0,0,1,0,15,0,2,5
"USP24",1,23,3,1,24,60,1,0,29,1,0,0
"USP34",1,36,5,3,0,0,6,0,50,5,1,2
"UST",0,0,7,7,0,0,0,0,13,0,2,1
"UTP14C",68,78,2,4,0,0,2,3,10,5,0,0
"UTS2R",2,26,19,1,0,0,0,25,17,0,4,10
"VAMP3",0,0,59,5,0,0,0,2,8,0,2,2
"VANGL1",0,0,2,1,0,0,0,0,15,5,2,2
"VASH1",1,47,1,7,0,0,0,1,8,1,8,1
"VAT1",3,7,18,1,51,65,2,7,66,2,16,4
"VAV1",1,45,1,0,0,0,1,1,56,2,3,11
"VDAC2",468,475,2,23,733,737,21,7,23,1589,3803,2455
"VMP1",2,17,8,0,0,0,15,5,25,1,0,1
"VPS13B",0,0,44,15,0,0,6,1,25,4,7,4
"VPS26B",0,0,10,5,0,0,6,0,14,6,2,1
"WDR25",0,0,10,0,0,0,118,46,28,3,0,2
"WDR31",1,22,6,15,0,0,11,0,3,1,0,0
"WDR33",211,248,593,516,0,0,14,5,136,10,4,11
"WDR7",0,0,0,0,0,0,14,0,24,8,1,1
"WHAMM",1,12,2,2,0,0,5,0,20,4,0,3
"WIPI1",5,40,1,7,0,0,0,2,14,2,4,7
"XKR4",0,0,0,12,0,0,10,3,0,5,9,3
"XPO1",6,18,19,17,0,0,2,4,42,1,4,2
"YBX2",7,32,4,64,215,239,0,0,1,8,0,1
"YES1",2,10,2,2,0,0,17,8,30,30,29,40
"YTHDC2",4,31,1,6,0,0,0,0,7,1,2,0
"YTHDF1",0,0,5,3,0,0,11,1,19,14,3,9
"ZADH2",10,52,2,1,0,0,1,1,7,0,5,4
"ZBTB21",0,0,300,293,0,0,206,140,261,2,4,0
"ZBTB5",0,0,7,25,0,0,9,3,5,13,5,9
"ZC3H7B",1,22,1,1,0,0,3,3,45,3,0,7
"ZCCHC24",390,415,1427,1178,0,0,10,7,21,1490,2166,1793
"ZDHHC14",11,54,3,4,1,37,0,4,11,0,0,1
"ZHX1",0,0,11,5,0,0,1,0,4,2,4,3
"ZNF207",3,44,2,11,0,0,2,0,7,5,7,5
"ZNF335",0,0,4,8,0,0,0,0,9,8,5,7
"ZNF423",5,23,3,3,0,0,0,1,42,3,0,3
"ZNF462",1,39,5,7,0,0,6,1,10,3,1,3
"ZNF503",0,0,4,2,0,0,3,11,47,0,3,3
"ZNF521",0,0,7,2,0,0,4,1,30,1,0,0
"ZNF608",28,53,4,26,0,0,8,0,1,34,5,4
"ZNF706",2,11,0,1,0,0,1,0,9,2,0,1
"ZNF821",17,28,3,17,0,0,3,1,6,2,5,1
"ZNF830",5,24,3,4,0,0,909,136,100,5,7,2
"ZRANB1",20,59,13,5,249,273,1602,153,253,30,17,53
"ZSWIM6",2,28,0,13,0,0,9,4,7,2,2,2
"aacs",1,16,0,12,0,0,0,0,2,1,0,4
"aadac",5,34,4,14,0,0,12,20,12,4,8,8
"aadacl4",0,0,2,0,0,0,103,165,141,0,0,0
"aadat",16,29,58,85,0,0,2,4,2,0,0,8
"aagab",355,367,434,784,231,264,3,4,48,195,205,188
"aak1b",4,51,6,3,0,0,8,0,8,1,1,0
"aamdc",16,49,216,336,272,276,24,12,48,250,194,283
"aamp",0,0,2,4,237,245,7,1,22,2,2,9
"aanat2",11,48,10,15,26,63,5,10,26,8,14,25
"aar2",0,0,0,0,0,0,0,0,11,1,2,5
"aars1",0,0,9,10,0,0,17,1,47,20,8,15
"aars2",0,0,0,0,30,67,33,5,17,2,2,1
"aarsd1",1,31,201,27,0,0,3,5,14,34,22,98
"aasdh",6,10,2,2,0,0,3,1,6,2,1,1
"aasdhppt",16,24,2,0,0,0,0,1,0,1,1,1
"aatf",1,46,1,0,0,0,2,0,6,2,0,2
"aatka",69,77,2,5,0,0,14,1,18,4,9,5
"aatkb",16,44,12,20,0,0,18,13,57,14,6,22
"abat",0,0,5,13,40,57,8,1,21,7,5,10
"abca12",2,48,0,1,24,51,10,15,10,0,0,0
"abca1a",0,0,23,12,0,0,3,3,101,14,12,15
"abca2",1,6,0,3,0,0,6,0,3,4,7,0
"abca4a",0,0,3,21,21,63,37,31,179,16,8,9
"abca4b",1,48,5,27,0,0,65,4,31,22,13,12
"abcb11a",1,23,0,0,29,42,0,0,0,0,0,0
"abcb6a",0,0,1,4,0,0,4,12,47,4,2,1
"abcb7",259,260,2,7,0,0,9,4,11,4,5,3
"abcc1",1,34,2,6,0,0,13,11,197,5,4,1
"abcc12",2,5,5,3,0,0,0,0,1,8,1,2
"abcc3",2,14,6,12,0,0,2,1,56,6,1,2
"abcc4",11,44,4,0,31,42,0,16,56,5,1,4
"abcc5",0,0,9,6,4,47,6,8,101,9,14,12
"abcc6a",3,10,0,0,0,0,1,0,1,3,4,6
"abcc8",13,61,1,8,0,0,8,0,1,4,4,1
"abcd1",0,0,6,4,0,0,3,1,20,3,2,3
"abcd2",11,19,9,4,36,62,19,19,12,9,3,9
"abcd3b",1,35,3,0,0,0,3,1,9,0,0,0
"abce1",0,0,125,62,0,0,5,0,131,1,4,4
"abcf1",8,51,787,751,0,0,153,130,283,773,1011,867
"abcf2a",596,621,703,808,342,364,9,2,30,8,0,7
"abcg1",14,60,0,2,0,0,11,1,10,9,4,3
"abcg2d",219,246,4,0,0,0,0,0,2,1,0,3
"abcg5",0,0,24,52,0,0,0,0,0,25,25,33
"abch1",3,7,0,0,0,0,218,93,78,7,1,0
"abhd13",8,47,75,24,0,0,0,4,10,52,58,100
"abhd14a",1,40,0,4,0,0,4,2,33,1,4,7
"abhd14b",0,0,3,9,0,0,0,0,29,1,1,3
"abhd16a",178,218,252,229,22,42,16,6,27,296,250,325
"abhd18",9,56,0,2,0,0,0,0,7,3,1,1
"abhd2a",0,0,7,4,0,0,6,5,29,3,2,1
"abhd3",99,144,0,3,0,0,1,0,0,1,0,3
"abhd4",0,0,1,0,0,0,2,0,13,0,5,2
"abi1a",7,12,4,10,94,121,0,4,33,9,4,2
"abi1b",4,14,0,1,0,0,2,0,11,1,0,0
"abi2b",0,0,10,10,0,0,6,1,34,3,3,1
"abi3bpb",1,12,15,2,0,0,1,0,9,0,1,1
"abitram",6,15,2017,875,0,0,0,1,5,4,16,5
"abl1",15,19,5,3,627,632,3,0,39,3,4,1
"ablim1a",1,42,0,8,0,0,5,3,48,5,4,4
"ablim3",0,0,2,15,0,0,8,2,10,8,2,6
"abraa",5,45,0,1,0,0,0,0,1,2,0,0
"abraxas2",1,43,128,151,0,0,3,1,9,1,3,16
"abtb1",2,32,1,2,0,0,1,1,8,2,2,0
"abtb2b",17,25,318,1776,26,52,20,26,24,6,18,31
"acaa2",0,0,142,175,0,0,0,2,47,1,1,0
"acaca",0,0,0,2,0,0,12,2,29,3,2,9
"acacb",6,37,0,5,0,0,7,2,28,3,2,3
"acad11",1300,1304,5,5,0,0,250,116,86,636,358,939
"acad8",3,21,1,14,0,0,2,1,2,201,203,185
"acad9",8,39,20,39,0,0,2,4,16,5,5,10
"acads",0,0,5,2,0,0,1,2,18,0,0,0
"acadsb",1,28,1,3,0,0,2,0,17,8,1,2
"acadvl",1,21,11,4,0,0,6,9,91,6,2,1
"acap1",2,8,4,0,0,0,0,7,45,1,2,9
"acap2",0,0,7,0,0,0,1,4,32,0,1,2
"acap3a",1,26,0,5,0,0,2,0,9,2,1,2
"acap3b",0,0,0,0,0,0,6,1,13,3,0,2
"acat1",0,0,0,8,0,0,3,0,93,7,2,5
"acat2",1,35,0,3,986,1024,5,0,1,5,0,2
"acbd3",0,0,8,9,0,0,1,4,53,8,10,6
"acbd6",1,35,5,11,0,0,1,1,10,1,2,3
"acbd7",0,0,7,11,0,0,14,25,197,6,21,16
"ace",3,48,2,1,0,0,14,1,10,0,5,4
"ace2",26,61,199,59,0,0,4,10,30,1,0,0
"acer2",0,0,4,3,0,0,31346,75611,166628,8,4,7
"acer3",0,0,1,3,0,0,0,0,1,41,16,0
"acin1b",2,25,10,20,0,0,31,9,100,32,22,28
"ackr4b",4,19,9,0,0,0,2,2,51,1,0,1
"aclyb",1,28,13,10,0,0,15,8,64,5,2,4
"acmsd",0,0,0,0,32,44,0,0,0,0,0,0
"aco2",3,42,27,45,33,53,47,12,73,23,17,29
"acod1",4,11,3031,3223,0,0,64,65,53,5,0,1
"acot13",6092,6137,21,53,3383,3401,47,47,45,14589,8406,9189
"acot21",0,0,2,5,0,0,1,0,3,1,14,8
"acox1",0,0,95,48,0,0,2,6,11,1,0,0
"acp5a",672,684,24,679,0,0,395,1,28,0,2,0
"acp5b",67,76,0,0,0,0,0,0,6,1,2,5
"acp7",7,10,6,0,0,0,2,3,25,3,0,0
"acsbg1",145,175,0,0,0,0,0,0,2,0,0,0
"acsbg2",0,0,3,2,0,0,9,1,18,0,0,0
"acsf2",96,138,21,8,0,0,0,0,6,4,0,2
"acsl1a",16,32,40,13,0,0,5,16,74,20,5,31
"acsl2",3,34,1195,1209,0,0,10,1,6,5,1,8
"acsl3b",1,41,0,3,0,0,2,0,7,5,3,0
"acsl4a",140,147,428,299,0,0,1,0,27,4,5,2
"acss2",13,34,3,22,0,0,3,0,25,4,0,7
"acss2l",18,60,4,1,0,0,10,0,19,9,1,3
"acss3",3,4,1,5,0,0,0,3,15,1,0,0
"acta2",0,0,187,7,0,0,10,67,2588,11,37,30
"actb1",3,38,63,16,0,0,11,36,879,24,18,49
"actl6a",319,363,862,1245,201,230,658,177,300,696,669,852
"actn1",1,8,19,1,0,0,6,8,214,2,0,9
"actn3b",28,38,118,30,19,57,22,65,239,32,25,125
"actr1",0,0,7,9,0,0,4,5,116,4,4,6
"actr10",0,0,2,2,26,67,2,6,23,6,6,4
"actr2b",2,27,15,4,0,0,6,6,131,8,7,15
"actr3",0,0,25,8,0,0,13,17,497,4,15,18
"actr3b",1,48,1,10,0,0,2,0,4,3,1,1
"actr6",5,51,3,1,0,0,2,2,21,6,0,2
"actr8",894,923,2,2,0,0,24,8,2,22,6,8
"acvr1l",0,0,419,1297,430,441,2,0,32,659,507,461
"acvr2aa",4,6,5,9,34,74,49,2,34,6,3,9
"acvr2bb",12,13,0,0,0,0,0,1,15,2,1,4
"acvrl1",1,16,24,1,0,0,1,3,162,14,10,10
"acy3.2",0,0,1672,628,410,444,497,217,370,779,1263,1027
"acyp2",0,0,0,0,0,0,12,3,10,159,81,171
"ada",2,40,1488,682,0,0,3,4,37,1219,1521,1705
"ada2b",4,17,9,1,0,0,0,6,328,2,3,7
"adal",39,63,364,472,0,0,72,62,126,45,40,29
"adam10b",15,49,5,29,0,0,9,7,9,5,3,5
"adam17a",0,0,9,3,0,0,0,1,38,6,3,9
"adam17b",252,264,472,329,0,0,3,5,33,737,673,1072
"adam22",55,102,0,4,0,0,195,3,1,11,2,3
"adam8b",38,75,0,1,0,0,1,5,42,0,0,0
"adamts10",115,148,43,308,0,0,14,2,4,124,73,80
"adamts12",1,47,1,0,0,0,0,2,4,18,12,4
"adamts13",652,661,687,1265,68,110,50,5,9,1489,1239,1176
"adamts14",0,0,0,0,32,64,3,2,11,0,0,0
"adamts15b",3,47,11,4,0,0,1,10,15,1,7,6
"adamts17",0,0,0,1,0,0,14,6,11,0,1,0
"adamts6",17,41,0,10,0,0,0,0,0,2,0,0
"adamts9",10,56,65,3,0,0,13,81,79,1,8,16
"adamtsl2",0,0,0,1,0,0,0,0,1,5,11,4
"adamtsl5",58,79,2,5,46,61,55,2,8,126,57,98
"adarb1b",0,0,2,7,0,0,3,0,13,2,3,6
"adarb2",5,31,0,0,0,0,2,0,1,0,0,0
"adat1",1,43,0,0,0,0,0,5,16,0,3,3
"adat3",464,487,2,1,0,0,0,0,2,4,4,4
"adck2",1,36,1,1,0,0,3,6,13,2,1,1
"adck5",1,46,0,0,102,103,3,1,5,393,283,568
"adcy1b",24,71,5,45,0,0,16,0,1,8,3,2
"adcy2a",0,0,18,42,0,0,0,0,0,0,0,2
"adcy2b",14,23,3,2,0,0,4,1,20,0,1,0
"adcy5",3,40,19,17,0,0,16,14,19,3,7,4
"adcy6a",1,35,6,4,0,0,1,0,31,3,2,0
"adcy6b",0,0,7,10,0,0,3,0,13,8,11,4
"adcy7",2,42,108,163,0,0,0,0,13,0,0,0
"add1",2,20,10,10,0,0,9,4,144,3,4,1
"add2",1,4,1,0,0,0,1,3,34,2,5,2
"add3a",1,16,2,5,0,0,1,0,12,9,14,9
"add3b",1,18,5,5,0,0,2,7,232,3,12,9
"adgra1a",4,40,0,1,0,0,0,0,0,5,15,6
"adgra2",1,42,13,0,0,0,1,0,42,3,4,5
"adgrb3",5,17,1,28,0,0,2,1,0,2,1,2
"adgrg1",1,9,3,0,0,0,3,0,8,1,0,0
"adgrg6",4,12,4,1,0,0,2,5,21,1,4,6
"adgrl4",0,0,8,1,0,0,1,1,66,5,2,1
"adgrv1",0,0,3,18,0,0,6,1,13,0,0,0
"adi1",534,558,400,924,162,165,266,141,237,926,512,880
"adka",1,11,1,8,0,0,8,0,4,3,2,8
"adma",4,48,1,27,0,0,0,0,39,0,3,2
"adnp2b",3,38,512,156,223,229,5,43,33,304,409,517
"adob",5,34,9,10,0,0,12,7,25,5,9,8
"adora2b",10,50,5,5,0,0,12,9,14,1,1,4
"adpgk",14,47,1,8,0,0,9,4,7,5,1,1
"adpgk2",0,0,1,0,0,0,5,3,12,1,1,5
"adprh",1,17,1,0,1018,1034,2,2,7,850,327,687
"adprhl2",2,18,42,30,0,0,1,0,18,1,8,3
"adra2da",2,49,0,1,0,0,7,7,9,1,1,3
"adrb3a",0,0,0,0,31,62,0,0,14,0,4,4
"adrm1",145,152,289,168,0,0,2,6,55,126,124,266
"adsl",0,0,0,0,64,89,1,2,10,1,0,2
"adss1",1,29,0,0,0,0,6,11,34,1,0,0
"adssl",0,0,20,8,1,33,7,1,45,6,9,15
"aebp1",7,12,53,84,0,0,0,2,187,116,20,53
"aebp2",61,65,7,17,24,54,36,17,18,12,1,6
"afap1l1a",160,197,31,342,0,0,0,0,14,0,0,3
"afap1l1b",4,33,7,0,0,0,0,3,43,0,1,0
"afap1l2",0,0,11,4,0,0,2,4,78,3,3,2
"afdna",1,37,1,8,0,0,12,18,179,3,1,6
"aff4",0,0,6,5,0,0,2,0,19,8,2,2
"afg1la",37,81,4,16,0,0,9,7,2,53,31,38
"afg1lb",0,0,1,0,0,0,2,6,6,0,4,0
"afmid",15,42,1,4,3,12,8,7,10,23,10,16
"aga",24,36,35,53,0,0,2,0,22,0,0,1
"agap1",3,15,0,3,0,0,2,1,2,6,3,4
"agap3",0,0,2,1,0,0,12,3,19,8,1,1
"agbl2",30,42,0,1,0,0,0,0,0,0,0,0
"agbl5",2,3,305,178,0,0,4,10,19,4,0,1
"agfg1b",6,36,1,3,0,0,4,2,7,2,0,0
"aggf1",19,60,2,0,0,0,3,4,17,6,1,2
"agk",0,0,50,41,0,0,1,0,14,0,0,0
"ago1",3,25,9,1,0,0,2,0,4,3,0,4
"ago4",1,15,5,6,31,33,1,0,24,5,1,4
"agpat2",2,17,1,2,34,75,0,0,3,11,0,14
"agpat3",4,15,14,92,0,0,56,3,25,95,46,48
"agpat4",0,0,6,0,0,0,0,1,12,0,0,2
