gene_name.x,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,sig,species,gene_match,gene_name.y,visual_category,significant,direction,gene_name,dataset_gene_name,WGCNA_module,module_trait_correlation,module_trait_FDR,module_expression_pattern,species_associated_module,evidence_class,MM,MM_pvalue,GS,GS_pvalue,supported_hub,passes_MM,passes_aligned_GS,passes_GS_pvalue,passes_all_support_criteria,exploratory_joint_score,supported_hub_rank
rdh5,29.1153481606706,-0.225505381896814,1.91173138022991,0.795174554455459,0.875885965688475,Mz_vs_rest,Not significant,Mz,rdh5,rdh5,Visual cycle,FALSE,Not significant,rdh5,rdh5,blue,0.08482960697026748,0.8514638674072926,Mz higher,FALSE,No significant integrated evidence,0.6312445536566887,0.02771112244044754,-0.13126130428622285,0.6842807825178516,FALSE,NA,NA,NA,NA,NA,NA
abca4a,34.1993308265369,0.105466317463601,0.745241694580363,0.863616765155515,0.920909519689766,Mz_vs_rest,Not significant,Mz,abca4a,abca4a,Visual cycle,FALSE,Not significant,abca4a,abca4a,green,-0.15247158162265917,0.7411654445179834,Mz lower,FALSE,No significant integrated evidence,0.7208743174028153,0.00816159352513431,-0.1793386272194541,0.5770454358654584,FALSE,NA,NA,NA,NA,NA,NA
rdh8a,50.7547776545052,-0.0872670004185047,0.661204137153673,0.877619377354146,0.931994173750726,Mz_vs_rest,Not significant,Mz,rdh8a,rdh8a,Visual cycle,FALSE,Not significant,rdh8a,rdh8a,blue,0.08482960697026748,0.8514638674072926,Mz higher,FALSE,No significant integrated evidence,0.7911048238065811,0.00217964196066407,-0.08303003860295165,0.7975348628935492,FALSE,NA,NA,NA,NA,NA,NA
rpe65a,153.345016482509,0.0808352354710196,0.979189520158846,0.90996639145741,0.952055229822163,Mz_vs_rest,Not significant,Mz,rpe65a,rpe65a,Visual cycle,FALSE,Not significant,rpe65a,rpe65a,green,-0.15247158162265917,0.7411654445179834,Mz lower,FALSE,No significant integrated evidence,0.6385387172261918,0.02543204818584354,-0.09547067360525116,0.7678846020339628,FALSE,NA,NA,NA,NA,NA,NA
pde6a,68.6887571194873,8.6802970711186e-5,0.778593523158812,0.999890229755687,1,Mz_vs_rest,Not significant,Mz,pde6a,pde6a,Phototransduction,FALSE,Not significant,pde6a,pde6a,blue,0.08482960697026748,0.8514638674072926,Mz higher,FALSE,No significant integrated evidence,0.7866789234857575,0.0024012191833313,-0.08302414683529694,0.7975489664777895,FALSE,NA,NA,NA,NA,NA,NA
pax6b,1.97341671449506,1.91324856184083,1.61790401912462,0.0542129291893376,NA,Mz_vs_rest,Not significant,Mz,pax6b,pax6b,Retinal regulation,FALSE,Not significant,pax6b,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
rx2,3.75072025411809,1.85129152591629,1.65067161668881,0.0636057323827054,NA,Mz_vs_rest,Not significant,Mz,rx2,rx2,Retinal regulation,FALSE,Not significant,rx2,rx2,blue,0.08482960697026748,0.8514638674072926,Mz higher,FALSE,No significant integrated evidence,0.5165674487988343,0.08551774031198775,0.4488042205237737,0.14332995468981224,FALSE,NA,NA,NA,NA,NA,NA
six7,4.88613589656629,0.938011982237235,1.11619231060972,0.227318364941658,NA,Mz_vs_rest,Not significant,Mz,six7,six7,Retinal regulation,FALSE,Not significant,six7,six7,blue,0.08482960697026748,0.8514638674072926,Mz higher,FALSE,No significant integrated evidence,0.7766467874691363,0.00296696583369793,0.08708777994457799,0.7878349363139475,FALSE,NA,NA,NA,NA,NA,NA
cnga1a,246.561509333681,0.89714490337213,0.986871187327193,NA,NA,Mz_vs_rest,Not significant,Mz,cnga1a,cnga1a,CNG channel,FALSE,Not significant,cnga1a,cnga1a,pink,-0.020672044733298416,0.9571324687642487,Mz lower,FALSE,No significant integrated evidence,0.7136862352056048,0.0091446655012066,-0.08240765653244239,0.7990250138670432,FALSE,NA,NA,NA,NA,NA,NA
pde6b,141.919563851369,-0.868302173906977,1.07974393915199,NA,NA,Mz_vs_rest,Not significant,Mz,pde6b,pde6b,Phototransduction,FALSE,Not significant,pde6b,pde6b,green,-0.15247158162265917,0.7411654445179834,Mz lower,FALSE,No significant integrated evidence,0.5010547987223853,0.09703559749143058,-0.14560573457178333,0.6516112474100548,FALSE,NA,NA,NA,NA,NA,NA
otx2b,4.14644278012234,-0.649220845518056,1.40976576560857,0.444614910610141,NA,Mz_vs_rest,Not significant,Mz,otx2b,otx2b,Photoreceptor regulation,FALSE,Not significant,otx2b,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
rdh12,4.65037736506299,-0.606978594050513,1.54289938822878,0.487471327123285,NA,Mz_vs_rest,Not significant,Mz,rdh12,rdh12,Visual cycle,FALSE,Not significant,rdh12,rdh12,magenta,-0.1179134727503532,0.8017544494121127,Mz lower,FALSE,No significant integrated evidence,0.8992384011690393,6.89224433137074e-5,-0.2532162413851612,0.4271429366736639,FALSE,NA,NA,NA,NA,NA,NA
guca1d,3.97266472864489,0.200498717363245,1.28366213503428,0.803219726792917,NA,Mz_vs_rest,Not significant,Mz,guca1d,guca1d,Photoreceptor recovery,FALSE,Not significant,guca1d,guca1d,pink,-0.020672044733298416,0.9571324687642487,Mz lower,FALSE,No significant integrated evidence,0.783044575499461,0.00259569199862227,0.0422417516969213,0.8962926156633932,FALSE,NA,NA,NA,NA,NA,NA
rx1,3.88729683371985,0.0784908586455592,1.05574697226938,0.915574214362014,NA,Mz_vs_rest,Not significant,Mz,rx1,rx1,Retinal regulation,FALSE,Not significant,rx1,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
gngt1,230.427175935877,-9.42945434687122,1.58471899194673,4.89937283114011e-10,3.34162352072633e-8,Nb_vs_rest,Other species higher,Nb,gngt1,gngt1,Phototransduction,TRUE,Nb lower,gngt1,gngt1,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,DE only,0.899318311450282,6.865908377334946e-5,-0.6778030987225667,0.01542603056695296,FALSE,NA,NA,NA,NA,NA,NA
arr3a,265.827696270724,-9.64405864016328,1.6955329831587,2.11575095350692e-9,1.06858813980919e-7,Nb_vs_rest,Other species higher,Nb,arr3a,arr3a,Photoreceptor recovery,TRUE,Nb lower,arr3a,arr3a,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,DE only,0.7730223824996949,0.00319448275565189,-0.7273528025540639,0.00734532951671224,FALSE,NA,NA,NA,NA,NA,NA
guca1c,435.620949827032,-9.86739576374109,1.77751880090901,4.19274904047739e-9,1.90103053085282e-7,Nb_vs_rest,Other species higher,Nb,guca1c,guca1c,Photoreceptor recovery,TRUE,Nb lower,guca1c,guca1c,yellow,-0.5524483624880374,0.2554416259529368,Nb lower,FALSE,DE only,0.764709649381022,0.00376631303936747,-0.6368739540490612,0.02593978917391659,FALSE,NA,NA,NA,NA,NA,NA
opn1sw2,401.773466733748,-9.1036467391643,1.76339949445299,4.76762939437237e-8,1.27670075728495e-6,Nb_vs_rest,Other species higher,Nb,opn1sw2,opn1sw2,Opsin / photopigment,TRUE,Nb lower,opn1sw2,opn1sw2,pink,-0.6707031667169419,0.22300536578542135,Nb lower,FALSE,DE only,0.931749630204717,1.0392555094901696e-5,-0.6376815398106966,0.0256925735188646,FALSE,NA,NA,NA,NA,NA,NA
guca1b,91.2242424948658,-8.33213222557982,1.6347532084892,8.9931729618945e-8,2.14725317062774e-6,Nb_vs_rest,Other species higher,Nb,guca1b,guca1b,Photoreceptor recovery,TRUE,Nb lower,guca1b,guca1b,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,DE only,0.849853563651548,4.644427417359227e-4,-0.6254862324540001,0.02961172645399411,FALSE,NA,NA,NA,NA,NA,NA
guca1a,24.0699651560929,-7.24749317803022,1.62024801142182,2.76501905862207e-6,3.38417976806812e-5,Nb_vs_rest,Other species higher,Nb,guca1a,guca1a,Photoreceptor recovery,TRUE,Nb lower,guca1a,guca1a,royalblue,-0.6873475856719223,0.22300536578542135,Nb lower,FALSE,DE only,0.8720622464907434,2.1692913429959877e-4,-0.6456239119638496,0.02335135439111586,FALSE,NA,NA,NA,NA,NA,NA
pde6c,46.0198659559165,-7.48111156482011,1.78055808086031,8.64336336203583e-6,8.2307923185019e-5,Nb_vs_rest,Other species higher,Nb,pde6c,pde6c,Phototransduction,TRUE,Nb lower,pde6c,pde6c,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,DE only,0.6316700128101932,0.02757428254117904,-0.5900676022646684,0.04341847170320453,FALSE,NA,NA,NA,NA,NA,NA
crx,17.0648031336895,-6.87673628990066,1.67485065629027,1.57953255193852e-5,1.3015651607875e-4,Nb_vs_rest,Other species higher,Nb,crx,crx,Photoreceptor regulation,TRUE,Nb lower,crx,crx,pink,-0.6707031667169419,0.22300536578542135,Nb lower,FALSE,DE only,0.8741666152692076,2.004027514146791e-4,-0.7334444445681324,0.00663513795488704,FALSE,NA,NA,NA,NA,NA,NA
cnga3a,16.6158102651795,-6.69486108108418,1.65449739141619,2.14345045686227e-5,1.6688801558113e-4,Nb_vs_rest,Other species higher,Nb,cnga3a,cnga3a,CNG channel,TRUE,Nb lower,cnga3a,cnga3a,black,-0.510104756601962,0.26583297576755593,Nb lower,FALSE,DE only,0.6073510702179594,0.03621064630874683,-0.8236016666036846,9.92154347012447e-4,FALSE,NA,NA,NA,NA,NA,NA
abca4b,21.5803179388603,-6.79049799961818,1.71820040783061,3.08429253784139e-5,2.2271489991066e-4,Nb_vs_rest,Other species higher,Nb,abca4b,abca4b,Visual cycle,TRUE,Nb lower,abca4b,abca4b,turquoise,-0.7560952189111962,0.17750278625125038,Nb lower,FALSE,DE only,0.5546613325602683,0.06125076895870668,-0.6354905261486897,0.02636727412109387,FALSE,NA,NA,NA,NA,NA,NA
six6a,10.4056654647985,-6.17950994592816,1.71915125547723,1.5044038131135e-4,7.3782673974431e-4,Nb_vs_rest,Other species higher,Nb,six6a,six6a,Retinal regulation,TRUE,Nb lower,six6a,six6a,royalblue,-0.6873475856719223,0.22300536578542135,Nb lower,FALSE,DE only,0.8346634676877298,7.319975982543207e-4,-0.682741555155677,0.01441361500729662,FALSE,NA,NA,NA,NA,NA,NA
pde6ga,44.2251257177041,-6.60259502373079,1.87092383639024,1.6969685908714e-4,8.1381065836261e-4,Nb_vs_rest,Other species higher,Nb,pde6ga,pde6ga,Phototransduction,TRUE,Nb lower,pde6ga,pde6ga,turquoise,-0.7560952189111962,0.17750278625125038,Nb lower,FALSE,DE only,0.7864175227147054,0.00241482315585698,-0.5843622122430343,0.04600573362141874,FALSE,NA,NA,NA,NA,NA,NA
opn1lw1,36.4101305274267,-6.04610860281055,1.76806060861657,2.9731123660611e-4,0.00125068195472684,Nb_vs_rest,Other species higher,Nb,opn1lw1,opn1lw1,Opsin / photopigment,TRUE,Nb lower,opn1lw1,opn1lw1,lightyellow,-0.5345740909338043,0.2588999302896633,Nb lower,FALSE,DE only,0.8605077721304568,3.2754081740166797e-4,-0.5133150955882103,0.08785152722292187,FALSE,NA,NA,NA,NA,NA,NA
nrl,6.12008102398229,-5.45987739239002,1.75199722036081,9.9028908874952e-4,0.0031648005319268,Nb_vs_rest,Other species higher,Nb,nrl,nrl,Photoreceptor regulation,TRUE,Nb lower,nrl,nrl,royalblue,-0.6873475856719223,0.22300536578542135,Nb lower,FALSE,DE only,0.8951299311329461,8.356969773234847e-5,-0.625151648348382,0.0297249683965142,FALSE,NA,NA,NA,NA,NA,NA
cnga1b,91.880106660169,-5.11054907144412,1.92940568606231,0.00458899890341835,0.0100715652500766,Nb_vs_rest,Other species higher,Nb,cnga1b,cnga1b,CNG channel,TRUE,Nb lower,cnga1b,cnga1b,black,-0.510104756601962,0.26583297576755593,Nb lower,FALSE,DE only,0.7757802268437313,0.00302020336438509,-0.361331665733303,0.248493528209781,FALSE,NA,NA,NA,NA,NA,NA
rgs9b,7.68153964835598,-4.69210944778948,1.76511951239312,0.00492957394587001,0.0106146789228394,Nb_vs_rest,Other species higher,Nb,rgs9b,rgs9b,Photoreceptor recovery,TRUE,Nb lower,rgs9b,rgs9b,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,DE only,0.8108663534767789,0.00137420123824021,-0.5690857816482856,0.05346576238899063,FALSE,NA,NA,NA,NA,NA,NA
rx1,3.88729683371985,-4.79827738422544,1.84833997946187,0.00575136477743767,0.0119520549281127,Nb_vs_rest,Other species higher,Nb,rx1,rx1,Retinal regulation,TRUE,Nb lower,rx1,NA,NA,NA,NA,NA,NA,DE only,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
cngb1b,11.1476521119874,-4.49489306363591,1.76005277797545,0.00692854332794343,0.0137382057385381,Nb_vs_rest,Other species higher,Nb,cngb1b,cngb1b,CNG channel,TRUE,Nb lower,cngb1b,cngb1b,turquoise,-0.7560952189111962,0.17750278625125038,Nb lower,FALSE,DE only,0.811099241795091,0.00136633239027895,-0.5262832518541275,0.07879720418694947,FALSE,NA,NA,NA,NA,NA,NA
pde6a,68.6887571194873,-2.4711932992753,0.973164360486815,0.00984260559235344,0.0180350416422154,Nb_vs_rest,Other species higher,Nb,pde6a,pde6a,Phototransduction,TRUE,Nb lower,pde6a,pde6a,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,DE only,0.7866789234857575,0.0024012191833313,-0.536139004845118,0.07235749150498234,FALSE,NA,NA,NA,NA,NA,NA
NR2E3,14.6707132277912,-4.43414099589879,1.83286168466357,0.0101468918006375,0.0184488941829772,Nb_vs_rest,Other species higher,Nb,nr2e3,nr2e3,Photoreceptor regulation,TRUE,Nb lower,nr2e3,NR2E3,magenta,-0.4038750649358604,0.39911275940489477,Nb lower,FALSE,DE only,0.8411326819374478,6.064935861507699e-4,-0.44323028175489904,0.14897860108940425,FALSE,NA,NA,NA,NA,NA,NA
rdh8a,50.7547776545052,-1.88493023524026,0.78158482399525,0.0148029596621924,0.0246922278646102,Nb_vs_rest,Other species higher,Nb,rdh8a,rdh8a,Visual cycle,TRUE,Nb lower,rdh8a,rdh8a,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,DE only,0.7911048238065811,0.00217964196066407,-0.4664584056018307,0.1263572489409921,FALSE,NA,NA,NA,NA,NA,NA
six7,4.88613589656629,-4.11785407139684,1.81336698445198,0.0159619921409755,0.0262361889361451,Nb_vs_rest,Other species higher,Nb,six7,six7,Retinal regulation,TRUE,Nb lower,six7,six7,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,DE only,0.7766467874691363,0.00296696583369793,-0.5540011196324983,0.06162488632764446,FALSE,NA,NA,NA,NA,NA,NA
gnat2,223.287627767456,-2.06071691754821,0.923811722883861,0.0235857120721346,0.0358366303000065,Nb_vs_rest,Other species higher,Nb,gnat2,gnat2,Phototransduction,TRUE,Nb lower,gnat2,gnat2,yellow,-0.5524483624880374,0.2554416259529368,Nb lower,FALSE,DE only,0.8038164506357466,0.00162935939100464,-0.19448413440919635,0.544717187321565,FALSE,NA,NA,NA,NA,NA,NA
guca1d,3.97266472864489,-3.92916681623424,2.17443299996406,0.04851831126626,0.0642083124220158,Nb_vs_rest,Not significant,Nb,guca1d,guca1d,Photoreceptor recovery,FALSE,Not significant,guca1d,guca1d,pink,-0.6707031667169419,0.22300536578542135,Nb lower,FALSE,No significant integrated evidence,0.783044575499461,0.00259569199862227,-0.3872643390075567,0.21360046052732415,FALSE,NA,NA,NA,NA,NA,NA
abca4a,34.1993308265369,1.66450455120107,0.858059894853623,0.0494563535621162,0.0652225584904458,Nb_vs_rest,Not significant,Nb,abca4a,abca4a,Visual cycle,FALSE,Not significant,abca4a,abca4a,green,0.6388456405433874,0.22300536578542135,Nb higher,FALSE,No significant integrated evidence,0.7208743174028153,0.00816159352513431,0.1296055975781412,0.6880850840396777,FALSE,NA,NA,NA,NA,NA,NA
otx2b,4.14644278012234,-3.58929512555191,2.01859944474714,0.0553610988856847,0.071787987952552,Nb_vs_rest,Not significant,Nb,otx2b,otx2b,Photoreceptor regulation,FALSE,Not significant,otx2b,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
rpe65b,43.1908612564652,-1.38817001982229,0.755211127301535,0.0634194490744921,0.0803185531843274,Nb_vs_rest,Not significant,Nb,rpe65b,rpe65b,Visual cycle,FALSE,Not significant,rpe65b,rpe65b,black,-0.510104756601962,0.26583297576755593,Nb lower,FALSE,No significant integrated evidence,0.6724854270045043,0.01657371743113325,-0.29948815691337655,0.3443029336382407,FALSE,NA,NA,NA,NA,NA,NA
rx2,3.75072025411809,-3.38813115693186,2.1317267794657,0.083846694425499,0.101655518309857,Nb_vs_rest,Not significant,Nb,rx2,rx2,Retinal regulation,FALSE,Not significant,rx2,rx2,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,No significant integrated evidence,0.5165674487988343,0.08551774031198775,-0.35287391764097503,0.2605541862748867,FALSE,NA,NA,NA,NA,NA,NA
gnat1,412.150530066831,-1.05508502788193,0.81474302475312,0.190235343440721,0.210990693628485,Nb_vs_rest,Not significant,Nb,gnat1,gnat1,Phototransduction,FALSE,Not significant,gnat1,gnat1,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,No significant integrated evidence,0.7232496306987828,0.00785481997453543,-0.319044000089499,0.3121137797442267,FALSE,NA,NA,NA,NA,NA,NA
rcvrn2,327.80690955634,-0.761454700945741,0.632659058617623,0.225563300655165,0.247320024626026,Nb_vs_rest,Not significant,Nb,rcvrn2,rcvrn2,Photoreceptor recovery,FALSE,Not significant,rcvrn2,rcvrn2,turquoise,-0.7560952189111962,0.17750278625125038,Nb lower,FALSE,No significant integrated evidence,0.361321890396203,0.24850727485445384,-0.24305543663418744,0.44653499835618526,FALSE,NA,NA,NA,NA,NA,NA
rdh12,4.65037736506299,-1.97937865358386,2.28041081228011,0.338639683757963,0.361034692904281,Nb_vs_rest,Not significant,Nb,rdh12,rdh12,Visual cycle,FALSE,Not significant,rdh12,rdh12,magenta,-0.4038750649358604,0.39911275940489477,Nb lower,FALSE,No significant integrated evidence,0.8992384011690393,6.89224433137074e-5,-0.2532162413851612,0.4271429366736639,FALSE,NA,NA,NA,NA,NA,NA
rdh5,29.1153481606706,-2.31848743143411,3.31166921995684,0.376414544111192,0.397852723444677,Nb_vs_rest,Not significant,Nb,rdh5,rdh5,Visual cycle,FALSE,Not significant,rdh5,rdh5,blue,-0.5245093931458347,0.25944765385749297,Nb lower,FALSE,No significant integrated evidence,0.6312445536566887,0.02771112244044754,-0.23830947397513055,0.4557343881101742,FALSE,NA,NA,NA,NA,NA,NA
rcvrn3,74.7437159429161,-0.702946184064382,1.01744581406175,0.481803656257251,0.502062310907922,Nb_vs_rest,Not significant,Nb,rcvrn3,rcvrn3,Photoreceptor recovery,FALSE,Not significant,rcvrn3,rcvrn3,royalblue,-0.6873475856719223,0.22300536578542135,Nb lower,FALSE,No significant integrated evidence,0.6618217617377714,0.01906256392763336,-0.10469749552217485,0.7460747717504692,FALSE,NA,NA,NA,NA,NA,NA
rpe65a,153.345016482509,0.836394057178595,1.29136981610662,0.504838637934147,0.524763883120294,Nb_vs_rest,Not significant,Nb,rpe65a,rpe65a,Visual cycle,FALSE,Not significant,rpe65a,rpe65a,green,0.6388456405433874,0.22300536578542135,Nb higher,FALSE,No significant integrated evidence,0.6385387172261918,0.02543204818584354,0.10962466699956862,0.7344968489448596,FALSE,NA,NA,NA,NA,NA,NA
rgs9a,122.870403062682,0.372256939399327,1.06383730496194,0.721193184762526,0.73604317871914,Nb_vs_rest,Not significant,Nb,rgs9a,rgs9a,Photoreceptor recovery,FALSE,Not significant,rgs9a,rgs9a,lightcyan,0.539605913845956,0.2554416259529368,Nb higher,FALSE,No significant integrated evidence,0.8415413456850518,5.991669698779859e-4,0.22510426227464536,0.4817938601593318,FALSE,NA,NA,NA,NA,NA,NA
cnga1a,246.561509333681,-9.81245117687572,1.74513833586812,NA,NA,Nb_vs_rest,Not significant,Nb,cnga1a,cnga1a,CNG channel,FALSE,Not significant,cnga1a,cnga1a,pink,-0.6707031667169419,0.22300536578542135,Nb lower,FALSE,No significant integrated evidence,0.7136862352056048,0.0091446655012066,-0.7626069519102386,0.00392252271596069,FALSE,NA,NA,NA,NA,NA,NA
pax6b,1.97341671449506,-3.15861991806961,2.07813553738192,0.0998090160374303,NA,Nb_vs_rest,Not significant,Nb,pax6b,pax6b,Retinal regulation,FALSE,Not significant,pax6b,NA,NA,NA,NA,NA,NA,No significant integrated evidence,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
pde6b,141.919563851369,2.55772118116569,1.31773627583155,NA,NA,Nb_vs_rest,Not significant,Nb,pde6b,pde6b,Phototransduction,FALSE,Not significant,pde6b,pde6b,green,0.6388456405433874,0.22300536578542135,Nb higher,FALSE,No significant integrated evidence,0.5010547987223853,0.09703559749143058,0.5921466468826424,0.04250182414321449,FALSE,NA,NA,NA,NA,NA,NA
gngt1,230.427175935877,4.70912133628811,0.768126773045475,2.54804788412685e-10,8.170807092997331e-9,On_vs_rest,On higher,On,gngt1,gngt1,Phototransduction,TRUE,On higher,gngt1,gngt1,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.899318311450282,6.865908377334946e-5,0.46713123728345424,0.125737719456451,FALSE,NA,NA,NA,NA,NA,NA
cnga1b,91.880106660169,7.07616066368571,1.23579962098335,4.59622296806279e-10,1.4073772960478e-8,On_vs_rest,On higher,On,cnga1b,cnga1b,CNG channel,TRUE,On higher,cnga1b,cnga1b,black,0.3629991923892552,0.4319944103845951,On higher,FALSE,DE only,0.7757802268437313,0.00302020336438509,0.6896088582029497,0.0130883504885755,FALSE,NA,NA,NA,NA,NA,NA
abca4a,34.1993308265369,4.35588684600711,0.746483835061458,1.87147390606188e-9,4.88562659130577e-8,On_vs_rest,On higher,On,abca4a,abca4a,Visual cycle,TRUE,On higher,abca4a,abca4a,green,0.3832123117419739,0.4103341677449856,On higher,FALSE,DE only,0.7208743174028153,0.00816159352513431,0.7807178651174851,0.00272635335582944,FALSE,NA,NA,NA,NA,NA,NA
rpe65a,153.345016482509,5.88712823649074,1.08251749586781,6.78976533413175e-9,1.48663007114256e-7,On_vs_rest,On higher,On,rpe65a,rpe65a,Visual cycle,TRUE,On higher,rpe65a,rpe65a,green,0.3832123117419739,0.4103341677449856,On higher,FALSE,DE only,0.6385387172261918,0.02543204818584354,0.6265689582203968,0.02924740081867558,FALSE,NA,NA,NA,NA,NA,NA
cngb1b,11.1476521119874,5.11652663142096,1.04629596530783,2.11868824184217e-7,2.82896979177123e-6,On_vs_rest,On higher,On,cngb1b,cngb1b,CNG channel,TRUE,On higher,cngb1b,cngb1b,turquoise,0.6191755265029705,0.22300536578542135,On higher,FALSE,DE only,0.811099241795091,0.00136633239027895,0.7996905047505557,0.00179466800717023,FALSE,NA,NA,NA,NA,NA,NA
guca1b,91.2242424948658,4.2303839405059,0.848355062615144,2.21308850289823e-7,2.9214920350253e-6,On_vs_rest,On higher,On,guca1b,guca1b,Photoreceptor recovery,TRUE,On higher,guca1b,guca1b,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.849853563651548,4.644427417359227e-4,0.4787275151751395,0.1153710223789484,FALSE,NA,NA,NA,NA,NA,NA
NR2E3,14.6707132277912,5.43788838571503,1.13024499206673,2.47792709926695e-7,3.23960131998866e-6,On_vs_rest,On higher,On,nr2e3,nr2e3,Photoreceptor regulation,TRUE,On higher,nr2e3,NR2E3,magenta,0.9213597761125775,0.0024880905905499367,On higher,TRUE,DE + module + supported hub,0.8411326819374478,6.064935861507699e-4,0.7939645259819106,0.00204502406077184,TRUE,TRUE,TRUE,TRUE,TRUE,0.6678295111023589,143
arr3a,265.827696270724,4.34878062243054,0.932228047019811,1.02538363480125e-6,1.07487126196347e-5,On_vs_rest,On higher,On,arr3a,arr3a,Photoreceptor recovery,TRUE,On higher,arr3a,arr3a,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.7730223824996949,0.00319448275565189,0.37167323626924387,0.2342010590360439,FALSE,NA,NA,NA,NA,NA,NA
opn1lw1,36.4101305274267,4.67086271307234,1.04678546571928,2.1934496349686e-6,2.09199616824581e-5,On_vs_rest,On higher,On,opn1lw1,opn1lw1,Opsin / photopigment,TRUE,On higher,opn1lw1,opn1lw1,lightyellow,0.22590033884682767,0.60679411217905,On higher,FALSE,DE only,0.8605077721304568,3.2754081740166797e-4,0.3203320655171615,0.31005430732976125,FALSE,NA,NA,NA,NA,NA,NA
pde6ga,44.2251257177041,4.8559655273466404,1.15687494612986,6.26131346753975e-6,5.05936490011024e-5,On_vs_rest,On higher,On,pde6ga,pde6ga,Phototransduction,TRUE,On higher,pde6ga,pde6ga,turquoise,0.6191755265029705,0.22300536578542135,On higher,FALSE,DE only,0.7864175227147054,0.00241482315585698,0.6086187732690209,0.03571808757460454,FALSE,NA,NA,NA,NA,NA,NA
rdh8a,50.7547776545052,2.72434837965901,0.643540307928387,1.5198284333042e-5,1.0754997905528e-4,On_vs_rest,On higher,On,rdh8a,rdh8a,Visual cycle,TRUE,On higher,rdh8a,rdh8a,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.7911048238065811,0.00217964196066407,0.7261715270512518,0.00748939092960072,FALSE,NA,NA,NA,NA,NA,NA
pde6c,46.0198659559165,3.95767871545905,1.04773539669044,6.10754295723923e-5,3.482676200304e-4,On_vs_rest,On higher,On,pde6c,pde6c,Phototransduction,TRUE,On higher,pde6c,pde6c,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.6316700128101932,0.02757428254117904,0.5425992844758224,0.06833821793899246,FALSE,NA,NA,NA,NA,NA,NA
pde6a,68.6887571194873,2.93568314230975,0.79629007965326,1.3777573909441e-4,6.8968385526378e-4,On_vs_rest,On higher,On,pde6a,pde6a,Phototransduction,TRUE,On higher,pde6a,pde6a,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.7866789234857575,0.0024012191833313,0.5142996719814834,0.0871405328964078,FALSE,NA,NA,NA,NA,NA,NA
rdh12,4.65037736506299,5.15230482830147,1.59594570131875,1.7482927363276e-4,8.450946194296e-4,On_vs_rest,On higher,On,rdh12,rdh12,Visual cycle,TRUE,On higher,rdh12,rdh12,magenta,0.9213597761125775,0.0024880905905499367,On higher,TRUE,DE + module + supported hub,0.8992384011690393,6.89224433137074e-5,0.980702285873967,2.0406108482091812e-8,TRUE,TRUE,TRUE,TRUE,TRUE,0.8818851555721282,83
abca4b,21.5803179388603,3.426079013433,0.973989441035539,2.1446620539863e-4,0.00100047379322557,On_vs_rest,On higher,On,abca4b,abca4b,Visual cycle,TRUE,On higher,abca4b,abca4b,turquoise,0.6191755265029705,0.22300536578542135,On higher,FALSE,DE only,0.5546613325602683,0.06125076895870668,0.5068426821177131,0.09262329276890782,FALSE,NA,NA,NA,NA,NA,NA
gnat1,412.150530066831,2.41738575599034,0.691419391166591,3.3730692923928e-4,0.00146996518922097,On_vs_rest,On higher,On,gnat1,gnat1,Phototransduction,TRUE,On higher,gnat1,gnat1,blue,0.6111595908739309,0.22300536578542135,On higher,FALSE,DE only,0.7232496306987828,0.00785481997453543,0.44263880003098904,0.14958625092581512,FALSE,NA,NA,NA,NA,NA,NA
