Gene	Pn_2_Eye	Pn_3_Eye	Pn_4_Eye
ENSPNYG00000012663	7	2	1
ENSPNYG00000012664	1	0	0
ENSPNYG00000012665	0	0	0
ENSPNYG00000012666	112	94	110
ENSPNYG00000012667	0	0	0
ENSPNYG00000012668	0	1	0
ENSPNYG00000012669	216	81	221
ENSPNYG00000012670	4	6	0
ENSPNYG00000012671	0	0	0
ENSPNYG00000012672	0	1	0
ENSPNYG00000012673	0	0	2
ENSPNYG00000012674	0	0	0
ENSPNYG00000012675	1	0	5
ENSPNYG00000012676	19	1	1
ENSPNYG00000012677	27	21	27
ENSPNYG00000012678	3	0	2
ENSPNYG00000012679	0	0	1
ENSPNYG00000012680	274	158	248
ENSPNYG00000012681	0	0	0
ENSPNYG00000012682	0	0	0
ENSPNYG00000012683	7	6	8
ENSPNYG00000012684	0	0	0
ENSPNYG00000012685	1	0	1
ENSPNYG00000012686	6	4	1
ENSPNYG00000012687	24	15	8
ENSPNYG00000012688	11	0	8
ENSPNYG00000012689	0	0	0
ENSPNYG00000012690	683	579	481
ENSPNYG00000012691	0	0	0
ENSPNYG00000012692	0	0	0
ENSPNYG00000012693	0	0	1
ENSPNYG00000012694	9	1	0
ENSPNYG00000012695	0	0	0
ENSPNYG00000012696	10	10	12
ENSPNYG00000012697	2	0	0
ENSPNYG00000012698	0	1	0
ENSPNYG00000012699	1	0	2
ENSPNYG00000012700	3	1	2
ENSPNYG00000012701	2	0	3
ENSPNYG00000012702	275	165	182
ENSPNYG00000012703	0	9	1
ENSPNYG00000012704	0	5	3
ENSPNYG00000012705	0	0	0
ENSPNYG00000012706	2	0	2
ENSPNYG00000012707	49	27	14
ENSPNYG00000012708	0	0	0
ENSPNYG00000012709	3	1	2
ENSPNYG00000012710	2	0	0
ENSPNYG00000012711	0	0	0
ENSPNYG00000012712	0	1	0
ENSPNYG00000012713	0	0	0
ENSPNYG00000012714	0	0	1
ENSPNYG00000012715	2	5	1
ENSPNYG00000012716	3	4	8
ENSPNYG00000012717	1	1	3
ENSPNYG00000012718	1	0	0
ENSPNYG00000012719	0	0	1
ENSPNYG00000012720	1	0	0
ENSPNYG00000012721	0	0	0
ENSPNYG00000012722	0	0	0
ENSPNYG00000012723	0	0	0
ENSPNYG00000012724	0	0	0
ENSPNYG00000012725	0	0	0
ENSPNYG00000012726	0	0	0
ENSPNYG00000012727	2	0	0
ENSPNYG00000012728	4	1	3
ENSPNYG00000012729	0	0	0
ENSPNYG00000012730	1	1	0
ENSPNYG00000012731	0	1	0
ENSPNYG00000012732	198	208	226
ENSPNYG00000012733	4	8	2
ENSPNYG00000012734	0	0	0
ENSPNYG00000012735	3	4	0
ENSPNYG00000012736	0	1	6
ENSPNYG00000012737	998	1491	1246
ENSPNYG00000012738	8	0	1
ENSPNYG00000012739	0	0	0
ENSPNYG00000012740	0	0	0
ENSPNYG00000012741	0	0	3
ENSPNYG00000012742	0	2	2
ENSPNYG00000012743	0	1	0
ENSPNYG00000012744	0	0	0
ENSPNYG00000012745	3	6	8
ENSPNYG00000012746	0	0	0
ENSPNYG00000012747	274	119	260
ENSPNYG00000012748	0	4	0
ENSPNYG00000012749	0	0	0
ENSPNYG00000012750	0	0	0
ENSPNYG00000012751	0	0	0
ENSPNYG00000012752	0	0	0
ENSPNYG00000012753	8	2	3
ENSPNYG00000012754	1	0	0
ENSPNYG00000012755	0	0	0
ENSPNYG00000012756	0	0	0
ENSPNYG00000012757	0	0	2
ENSPNYG00000012758	1	4	3
ENSPNYG00000012759	0	0	0
ENSPNYG00000012760	0	0	0
ENSPNYG00000012761	0	2	0
ENSPNYG00000012762	0	0	0
ENSPNYG00000012763	0	0	0
ENSPNYG00000012764	0	0	0
ENSPNYG00000012765	5188	3549	3684
ENSPNYG00000012766	1	0	5
ENSPNYG00000012767	0	3	0
ENSPNYG00000012768	10	5	8
ENSPNYG00000012769	5	2	2
ENSPNYG00000012770	0	0	0
ENSPNYG00000012771	0	0	0
ENSPNYG00000012772	2	0	6
ENSPNYG00000012773	0	0	0
ENSPNYG00000012774	5	2	1
ENSPNYG00000012775	0	0	2
ENSPNYG00000012776	20	41	22
ENSPNYG00000012777	0	3	0
ENSPNYG00000012778	1	1	0
ENSPNYG00000012779	0	0	0
ENSPNYG00000012780	0	4	0
ENSPNYG00000012781	11	4	3
ENSPNYG00000012782	0	0	1
ENSPNYG00000012783	3	0	0
ENSPNYG00000012784	1799	1203	1896
ENSPNYG00000012785	15	6	6
ENSPNYG00000012786	0	0	0
ENSPNYG00000012787	0	0	0
ENSPNYG00000012788	2	7	1
ENSPNYG00000012789	2	6	8
ENSPNYG00000012790	0	0	0
ENSPNYG00000012791	0	1	0
ENSPNYG00000012792	0	0	0
ENSPNYG00000012793	0	1	0
ENSPNYG00000012794	13	11	13
ENSPNYG00000012795	0	0	0
ENSPNYG00000012796	1	1	0
ENSPNYG00000012797	0	0	0
ENSPNYG00000012798	1	2	3
ENSPNYG00000012799	0	0	0
ENSPNYG00000012800	0	0	0
ENSPNYG00000012801	0	1	0
ENSPNYG00000012802	2	0	0
ENSPNYG00000012803	0	0	0
ENSPNYG00000012804	2	1	8
ENSPNYG00000012805	327	410	408
ENSPNYG00000012806	4	2	0
ENSPNYG00000012807	0	0	0
ENSPNYG00000012808	2	1	1
ENSPNYG00000012809	0	0	0
ENSPNYG00000012810	0	0	0
ENSPNYG00000012811	10	11	4
ENSPNYG00000012812	0	1	4
ENSPNYG00000012813	2	0	1
ENSPNYG00000012814	0	0	0
ENSPNYG00000012815	0	5	0
ENSPNYG00000012816	0	0	0
ENSPNYG00000012817	2	3	0
ENSPNYG00000012818	3	3	8
ENSPNYG00000012819	0	0	0
ENSPNYG00000012820	451	315	307
ENSPNYG00000012821	1	0	0
ENSPNYG00000012822	2	0	0
ENSPNYG00000012823	7	6	8
ENSPNYG00000012824	0	0	0
ENSPNYG00000012825	0	0	0
ENSPNYG00000012826	0	0	0
ENSPNYG00000012827	3	0	1
ENSPNYG00000012828	0	0	0
ENSPNYG00000012829	15	9	16
ENSPNYG00000012830	0	0	0
ENSPNYG00000012831	0	0	0
ENSPNYG00000012832	0	1	3
ENSPNYG00000012833	1	1	0
ENSPNYG00000012834	1	0	0
ENSPNYG00000012835	5	9	9
ENSPNYG00000012836	0	0	0
ENSPNYG00000012837	1	1	4
ENSPNYG00000012838	3	5	6
ENSPNYG00000012839	0	7	0
ENSPNYG00000012840	1	0	1
ENSPNYG00000012841	3	0	5
ENSPNYG00000012842	12	12	11
ENSPNYG00000012843	0	0	0
ENSPNYG00000012844	1	2	3
ENSPNYG00000012845	1	0	12
ENSPNYG00000012846	0	4	2
ENSPNYG00000012847	6	1	9
ENSPNYG00000012848	1	0	0
ENSPNYG00000012849	1	0	1
ENSPNYG00000012850	5	0	1
ENSPNYG00000012851	9	7	5
ENSPNYG00000012852	0	0	0
ENSPNYG00000012853	2	4	1
ENSPNYG00000012854	4	0	6
ENSPNYG00000012855	3	0	1
ENSPNYG00000012856	4	0	0
ENSPNYG00000012857	0	0	0
ENSPNYG00000012858	0	0	0
ENSPNYG00000012859	2	1	0
ENSPNYG00000012860	0	0	0
ENSPNYG00000012861	0	0	0
ENSPNYG00000012862	0	0	2
ENSPNYG00000012863	0	0	0
ENSPNYG00000012864	0	1	0
ENSPNYG00000012865	4	0	3
ENSPNYG00000012866	0	4	1
ENSPNYG00000012867	0	0	0
ENSPNYG00000012868	3	1	5
ENSPNYG00000012869	0	0	0
ENSPNYG00000012870	0	0	0
ENSPNYG00000012871	0	0	2
ENSPNYG00000012872	0	0	0
ENSPNYG00000012873	0	0	0
ENSPNYG00000012874	0	0	0
ENSPNYG00000012875	0	0	0
ENSPNYG00000012876	3423	6336	6908
ENSPNYG00000012877	1	0	0
ENSPNYG00000012878	0	5	7
ENSPNYG00000012879	0	0	0
ENSPNYG00000012880	5	3	6
ENSPNYG00000012881	1	0	0
ENSPNYG00000012882	2	7	5
ENSPNYG00000012883	5	5	3
ENSPNYG00000012884	0	0	0
ENSPNYG00000012885	1	2	0
ENSPNYG00000012886	350	304	240
ENSPNYG00000012887	0	0	0
ENSPNYG00000012888	5	5	3
ENSPNYG00000012889	1	0	0
ENSPNYG00000012890	0	0	0
ENSPNYG00000012891	0	0	2
ENSPNYG00000012892	1	2	1
ENSPNYG00000012893	4	0	2
ENSPNYG00000012894	0	0	0
ENSPNYG00000012895	7	4	2
ENSPNYG00000012896	3	1	1
ENSPNYG00000012897	233	213	220
ENSPNYG00000012898	15	11	4
ENSPNYG00000012899	5	2	2
ENSPNYG00000012900	0	0	0
ENSPNYG00000012901	29	19	27
ENSPNYG00000012902	7	1	3
ENSPNYG00000012903	1	0	0
ENSPNYG00000012904	0	0	0
ENSPNYG00000012905	0	0	0
ENSPNYG00000012906	5	5	3
ENSPNYG00000012907	0	0	0
ENSPNYG00000012908	0	0	0
ENSPNYG00000012909	4	2	3
ENSPNYG00000012910	351	450	818
ENSPNYG00000012911	0	14	8
ENSPNYG00000012912	0	0	0
ENSPNYG00000012913	1	0	1
ENSPNYG00000012914	1170	1064	1132
ENSPNYG00000012915	0	1	2
ENSPNYG00000012916	5	1	6
ENSPNYG00000012917	0	0	0
ENSPNYG00000012918	0	0	0
ENSPNYG00000012919	12	1	3
ENSPNYG00000012920	1	0	1
ENSPNYG00000012921	0	1	0
ENSPNYG00000012922	0	0	0
ENSPNYG00000012923	29	31	56
ENSPNYG00000012924	1	1	0
ENSPNYG00000012925	1	0	0
ENSPNYG00000012926	0	0	0
ENSPNYG00000012927	0	0	0
ENSPNYG00000012928	4	0	0
ENSPNYG00000012929	3	0	0
ENSPNYG00000012930	9	5	1
ENSPNYG00000012931	0	0	0
ENSPNYG00000012932	1	1	0
ENSPNYG00000012933	0	0	1
ENSPNYG00000012934	3	0	3
ENSPNYG00000012935	0	2	2
ENSPNYG00000012936	0	0	0
ENSPNYG00000012937	0	0	0
ENSPNYG00000012938	1	3	1
ENSPNYG00000012939	0	0	0
ENSPNYG00000012940	6	2	1
ENSPNYG00000012941	11	6	6
ENSPNYG00000012942	16	14	6
ENSPNYG00000012943	0	0	0
ENSPNYG00000012944	9	2	5
ENSPNYG00000012945	0	1	0
ENSPNYG00000012946	3	4	7
ENSPNYG00000012947	7	1	3
ENSPNYG00000012948	6	3	1
ENSPNYG00000012949	0	0	1
ENSPNYG00000012950	1	0	0
ENSPNYG00000012951	2	4	6
ENSPNYG00000012952	3	2	4
ENSPNYG00000012953	0	0	0
ENSPNYG00000012954	0	1	1
ENSPNYG00000012955	1852	1006	1238
ENSPNYG00000012956	0	0	0
ENSPNYG00000012957	0	0	0
ENSPNYG00000012958	10	29	28
ENSPNYG00000012959	9	15	12
ENSPNYG00000012960	0	0	0
ENSPNYG00000012961	2	1	0
ENSPNYG00000012962	0	0	0
ENSPNYG00000012963	1	5	4
ENSPNYG00000012964	2	2	3
ENSPNYG00000012965	0	0	0
ENSPNYG00000012966	215	138	248
ENSPNYG00000012967	4	1	3
ENSPNYG00000012968	2	1	5
ENSPNYG00000012969	3	4	11
ENSPNYG00000012970	9	8	17
ENSPNYG00000012971	0	0	0
ENSPNYG00000012972	5	5	1
ENSPNYG00000012973	5	1	8
ENSPNYG00000012974	0	2	0
ENSPNYG00000012975	0	0	3
ENSPNYG00000012976	0	0	0
ENSPNYG00000012977	0	0	0
ENSPNYG00000012978	0	0	0
ENSPNYG00000012979	16	2	7
ENSPNYG00000012980	2	0	3
ENSPNYG00000012981	4	0	0
ENSPNYG00000012982	0	0	0
ENSPNYG00000012983	0	0	0
ENSPNYG00000012984	0	0	0
ENSPNYG00000012985	4	1	0
ENSPNYG00000012986	5	3	2
ENSPNYG00000012987	4	0	1
ENSPNYG00000012988	0	0	0
ENSPNYG00000012989	1	1	0
ENSPNYG00000012990	0	0	0
ENSPNYG00000012991	0	0	0
ENSPNYG00000012992	4	0	8
ENSPNYG00000012993	0	0	0
ENSPNYG00000012994	0	0	0
ENSPNYG00000012995	0	0	2
ENSPNYG00000012996	1	2	2
ENSPNYG00000012997	0	0	0
ENSPNYG00000012998	1	0	0
ENSPNYG00000012999	0	0	0
ENSPNYG00000013000	4	1	1
ENSPNYG00000013001	2	0	0
ENSPNYG00000013002	3	3	0
ENSPNYG00000013003	17	18	40
ENSPNYG00000013004	2	3	2
ENSPNYG00000013005	1	1	0
ENSPNYG00000013006	0	0	0
ENSPNYG00000013007	0	0	0
ENSPNYG00000013008	0	0	0
ENSPNYG00000013009	0	0	0
ENSPNYG00000013010	0	0	0
ENSPNYG00000013011	0	0	0
ENSPNYG00000013012	0	4	4
ENSPNYG00000013013	0	0	0
ENSPNYG00000013014	10	9	9
ENSPNYG00000013015	0	0	0
ENSPNYG00000013016	1	1	0
ENSPNYG00000013017	0	0	0
ENSPNYG00000013018	0	0	0
ENSPNYG00000013019	7	4	1
ENSPNYG00000013020	8	3	2
ENSPNYG00000013021	0	1	0
ENSPNYG00000013022	2	3	5
ENSPNYG00000013023	0	0	0
ENSPNYG00000013024	0	0	0
ENSPNYG00000013025	1	0	0
ENSPNYG00000013026	0	0	0
ENSPNYG00000013027	5	2	11
ENSPNYG00000013028	0	0	0
ENSPNYG00000013029	0	0	0
ENSPNYG00000013030	0	0	1
ENSPNYG00000013031	0	0	0
ENSPNYG00000013032	0	0	0
ENSPNYG00000013033	1	0	0
ENSPNYG00000013034	6	4	4
ENSPNYG00000013035	1	0	0
ENSPNYG00000013036	0	0	0
ENSPNYG00000013037	3	0	0
ENSPNYG00000013038	12	17	23
ENSPNYG00000013039	15	15	35
ENSPNYG00000013040	161	8	14
ENSPNYG00000013041	202	846	445
ENSPNYG00000013042	0	2	0
ENSPNYG00000013043	17	13	19
ENSPNYG00000013044	0	2	1
ENSPNYG00000013045	0	0	0
ENSPNYG00000013046	3	0	3
ENSPNYG00000013047	5	2	0
ENSPNYG00000013048	0	0	0
ENSPNYG00000013049	1	1	2
ENSPNYG00000013050	8	11	8
ENSPNYG00000013051	1	2	0
ENSPNYG00000013052	8	4	6
ENSPNYG00000013053	23	15	17
ENSPNYG00000013054	21	27	31
ENSPNYG00000013055	0	0	0
ENSPNYG00000013056	1	0	1
ENSPNYG00000013057	1	0	0
ENSPNYG00000013058	0	0	0
ENSPNYG00000013059	0	0	0
ENSPNYG00000013060	1	0	3
ENSPNYG00000013061	1	3	3
ENSPNYG00000013062	0	0	1
ENSPNYG00000013063	2	7	7
ENSPNYG00000013064	0	1	2
ENSPNYG00000013065	3	0	0
ENSPNYG00000013066	12	0	19
ENSPNYG00000013067	2	3	1
ENSPNYG00000013068	0	5	4
ENSPNYG00000013069	3	2	10
ENSPNYG00000013070	5	4	4
ENSPNYG00000013071	1697	5243	3704
ENSPNYG00000013072	0	1	0
ENSPNYG00000013073	10	4	3
ENSPNYG00000013074	9	26	12
ENSPNYG00000013075	0	0	0
ENSPNYG00000013076	1	0	0
ENSPNYG00000013077	2	0	4
ENSPNYG00000013078	0	0	0
ENSPNYG00000013079	0	0	0
ENSPNYG00000013080	0	0	0
ENSPNYG00000013081	2	3	1
ENSPNYG00000013082	5	6	10
ENSPNYG00000013083	4	4	3
ENSPNYG00000013084	0	0	0
ENSPNYG00000013085	0	8	6
ENSPNYG00000013086	0	0	0
ENSPNYG00000013087	11	1	8
ENSPNYG00000013088	0	0	0
ENSPNYG00000013089	0	0	0
ENSPNYG00000013090	2	0	3
ENSPNYG00000013091	3	3	7
ENSPNYG00000013092	2	1	2
ENSPNYG00000013093	4	4	3
ENSPNYG00000013094	18	24	26
ENSPNYG00000013095	8	15	28
ENSPNYG00000013096	0	1	0
ENSPNYG00000013097	0	0	0
ENSPNYG00000013098	0	3	0
ENSPNYG00000013099	5	5	8
ENSPNYG00000013100	5	7	4
ENSPNYG00000013101	0	0	0
ENSPNYG00000013102	0	0	0
ENSPNYG00000013103	187	364	640
ENSPNYG00000013104	0	1	0
ENSPNYG00000013105	0	0	0
ENSPNYG00000013106	0	2	1
ENSPNYG00000013107	2	2	3
ENSPNYG00000013108	0	0	0
ENSPNYG00000013109	8	4	5
ENSPNYG00000013110	0	0	0
ENSPNYG00000013111	0	0	0
ENSPNYG00000013112	5	6	13
ENSPNYG00000013113	4	4	0
ENSPNYG00000013114	51	8	30
ENSPNYG00000013115	0	0	0
ENSPNYG00000013116	2	0	0
ENSPNYG00000013117	2	0	2
ENSPNYG00000013118	0	0	2
ENSPNYG00000013119	0	0	0
ENSPNYG00000013120	41	21	42
ENSPNYG00000013121	0	0	3
ENSPNYG00000013122	1	0	0
ENSPNYG00000013123	0	0	0
ENSPNYG00000013124	0	0	0
ENSPNYG00000013125	2	0	0
ENSPNYG00000013126	0	1	0
ENSPNYG00000013127	1	3	0
ENSPNYG00000013128	0	3	3
ENSPNYG00000013129	0	0	0
ENSPNYG00000013130	0	0	0
ENSPNYG00000013131	0	0	0
ENSPNYG00000013132	3	2	2
ENSPNYG00000013133	0	0	1
ENSPNYG00000013134	0	0	0
ENSPNYG00000013135	0	0	0
ENSPNYG00000013136	1	3	0
ENSPNYG00000013137	1	0	2
ENSPNYG00000013138	1	3	5
ENSPNYG00000013139	0	0	0
ENSPNYG00000013140	1	0	2
ENSPNYG00000013141	0	0	0
ENSPNYG00000013142	0	1	0
ENSPNYG00000013143	0	1	4
ENSPNYG00000013144	0	0	0
ENSPNYG00000013145	2	0	1
ENSPNYG00000013146	1	2	6
ENSPNYG00000013147	0	5	6
ENSPNYG00000013148	0	0	0
ENSPNYG00000013149	1	2	1
ENSPNYG00000013150	6	6	6
ENSPNYG00000013151	0	0	1
ENSPNYG00000013152	6	3	3
ENSPNYG00000013153	0	0	2
ENSPNYG00000013154	0	0	0
ENSPNYG00000013155	36	3	22
ENSPNYG00000013156	0	0	0
ENSPNYG00000013157	1	1	1
ENSPNYG00000013158	0	0	0
ENSPNYG00000013159	0	0	0
ENSPNYG00000013160	2	2	0
ENSPNYG00000013161	0	0	0
ENSPNYG00000013162	0	1	0
ENSPNYG00000013163	1	1	0
ENSPNYG00000013164	0	0	1
ENSPNYG00000013165	4	9	37
ENSPNYG00000013166	0	1	0
ENSPNYG00000013167	1	1	0
ENSPNYG00000013168	0	0	0
ENSPNYG00000013169	1	1	0
ENSPNYG00000013170	0	0	1
ENSPNYG00000013171	1	4	2
ENSPNYG00000013172	0	0	0
ENSPNYG00000013173	1	0	0
ENSPNYG00000013174	1	0	1
ENSPNYG00000013175	5	1	1
ENSPNYG00000013176	0	0	0
ENSPNYG00000013177	0	2	2
ENSPNYG00000013178	0	1	0
ENSPNYG00000013179	0	0	1
ENSPNYG00000013180	1	2	1
ENSPNYG00000013181	6	10	11
ENSPNYG00000013182	12	6	14
ENSPNYG00000013183	7	3	5
ENSPNYG00000013184	4	9	10
ENSPNYG00000013185	0	0	0
ENSPNYG00000013186	0	0	1
ENSPNYG00000013187	0	0	0
ENSPNYG00000013188	0	1	1
ENSPNYG00000013189	15	46	51
ENSPNYG00000013190	52	23	48
ENSPNYG00000013191	1	2	1
ENSPNYG00000013192	0	0	0
ENSPNYG00000013193	2	4	3
ENSPNYG00000013194	0	2	1
ENSPNYG00000013195	8	18	38
ENSPNYG00000013196	0	1	0
ENSPNYG00000013197	0	1	4
ENSPNYG00000013198	9	3	3
ENSPNYG00000013199	1	0	0
ENSPNYG00000013200	1	1	0
ENSPNYG00000013201	8	22	27
ENSPNYG00000013202	116	75	160
ENSPNYG00000013203	0	0	0
ENSPNYG00000013204	0	0	0
ENSPNYG00000013205	0	0	0
ENSPNYG00000013206	7	0	0
ENSPNYG00000013207	2	0	0
ENSPNYG00000013208	1	3	0
ENSPNYG00000013209	68	50	107
ENSPNYG00000013210	14	7	7
ENSPNYG00000013211	0	2	4
ENSPNYG00000013212	43	72	75
ENSPNYG00000013213	1	0	0
ENSPNYG00000013214	251	1204	1709
ENSPNYG00000013215	0	1	0
ENSPNYG00000013216	1	0	0
ENSPNYG00000013217	2	1	0
ENSPNYG00000013218	4	2	5
ENSPNYG00000013219	37612	76110	80736
ENSPNYG00000013220	0	0	0
ENSPNYG00000013221	0	1	0
ENSPNYG00000013222	7	6	10
ENSPNYG00000013223	0	0	1
ENSPNYG00000013224	449	207	488
ENSPNYG00000013225	0	0	0
ENSPNYG00000013226	0	0	0
ENSPNYG00000013227	8	2	2
ENSPNYG00000013228	3	16	16
ENSPNYG00000013229	0	0	0
ENSPNYG00000013230	8	2	5
ENSPNYG00000013231	4	0	0
ENSPNYG00000013232	1	3	5
ENSPNYG00000013233	0	0	0
ENSPNYG00000013234	1	0	1
ENSPNYG00000013235	1	0	0
ENSPNYG00000013236	0	0	0
ENSPNYG00000013237	0	4	6
ENSPNYG00000013238	4	2	8
ENSPNYG00000013239	0	0	0
ENSPNYG00000013240	0	0	4
ENSPNYG00000013241	0	1	1
ENSPNYG00000013242	0	0	0
ENSPNYG00000013243	0	0	0
ENSPNYG00000013244	1	4	7
ENSPNYG00000013245	0	0	0
ENSPNYG00000013246	0	1	0
ENSPNYG00000013247	1	0	0
ENSPNYG00000013248	2	8	5
ENSPNYG00000013249	44	154	104
ENSPNYG00000013250	4	0	1
ENSPNYG00000013251	0	0	0
ENSPNYG00000013252	0	0	0
ENSPNYG00000013253	8	3	3
ENSPNYG00000013254	1	1	1
ENSPNYG00000013255	3	3	0
ENSPNYG00000013256	0	0	0
ENSPNYG00000013257	0	0	0
ENSPNYG00000013258	3	4	3
ENSPNYG00000013259	0	0	2
ENSPNYG00000013260	1	2	0
ENSPNYG00000013261	0	0	3
ENSPNYG00000013262	0	0	0
ENSPNYG00000013263	14	5	5
ENSPNYG00000013264	0	0	0
ENSPNYG00000013265	0	0	5
ENSPNYG00000013266	320	304	289
ENSPNYG00000013267	0	0	1
ENSPNYG00000013268	3	0	0
ENSPNYG00000013269	3	0	0
ENSPNYG00000013270	0	0	1
ENSPNYG00000013271	2	1	2
ENSPNYG00000013272	5	4	6
ENSPNYG00000013273	0	1	1
ENSPNYG00000013274	4	0	1
ENSPNYG00000013275	0	0	1
ENSPNYG00000013276	1	0	0
ENSPNYG00000013277	1	2	0
ENSPNYG00000013278	0	1	0
ENSPNYG00000013279	0	0	0
ENSPNYG00000013280	2	3	7
ENSPNYG00000013281	1	1	2
ENSPNYG00000013282	0	0	0
ENSPNYG00000013283	1	9	2
ENSPNYG00000013284	0	0	0
ENSPNYG00000013285	5	3	2
ENSPNYG00000013286	3	0	0
ENSPNYG00000013287	6	5	2
ENSPNYG00000013288	5	9	7
ENSPNYG00000013289	4	2	3
ENSPNYG00000013290	1	1	1
ENSPNYG00000013291	21	15	20
ENSPNYG00000013292	0	0	0
ENSPNYG00000013293	1	2	0
ENSPNYG00000013294	1	2	2
ENSPNYG00000013295	1	1	1
ENSPNYG00000013296	18	25	21
ENSPNYG00000013297	0	0	0
ENSPNYG00000013298	0	1	0
ENSPNYG00000013299	1	4	0
ENSPNYG00000013300	5	3	3
ENSPNYG00000013301	30	37	55
ENSPNYG00000013302	0	0	0
ENSPNYG00000013303	0	1	4
ENSPNYG00000013304	0	0	0
ENSPNYG00000013305	556	321	390
ENSPNYG00000013306	2	0	0
ENSPNYG00000013307	2	0	0
ENSPNYG00000013308	0	0	0
ENSPNYG00000013309	0	0	0
ENSPNYG00000013310	2	4	7
ENSPNYG00000013311	1	2	6
ENSPNYG00000013312	1	0	0
ENSPNYG00000013313	9	5	10
ENSPNYG00000013314	2	0	3
ENSPNYG00000013315	10	15	6
ENSPNYG00000013316	5	6	1
ENSPNYG00000013317	0	0	0
ENSPNYG00000013318	0	0	2
ENSPNYG00000013319	6	4	0
ENSPNYG00000013320	1	0	4
ENSPNYG00000013321	0	2	0
ENSPNYG00000013322	0	0	1
ENSPNYG00000013323	189	127	196
ENSPNYG00000013324	1	0	0
ENSPNYG00000013325	2	4	3
ENSPNYG00000013326	11	9	3
ENSPNYG00000013327	2	0	0
ENSPNYG00000013328	0	0	0
ENSPNYG00000013329	1	2	2
ENSPNYG00000013330	20	5	6
ENSPNYG00000013331	29	17	18
ENSPNYG00000013332	0	0	1
ENSPNYG00000013333	17	14	15
ENSPNYG00000013334	0	1	0
ENSPNYG00000013335	4	2	3
ENSPNYG00000013336	2	0	0
ENSPNYG00000013337	9	4	5
ENSPNYG00000013338	4	2	8
ENSPNYG00000013339	3	0	6
ENSPNYG00000013340	2	0	1
ENSPNYG00000013341	0	0	0
ENSPNYG00000013342	0	0	1
ENSPNYG00000013343	0	0	3
ENSPNYG00000013344	0	0	1
ENSPNYG00000013345	2	1	0
ENSPNYG00000013346	0	0	0
ENSPNYG00000013347	0	1	0
ENSPNYG00000013348	0	0	0
ENSPNYG00000013349	10	6	17
ENSPNYG00000013350	0	0	2
ENSPNYG00000013351	6	16	9
ENSPNYG00000013352	0	0	0
ENSPNYG00000013353	1	2	1
ENSPNYG00000013354	61	36	17
ENSPNYG00000013355	0	0	0
ENSPNYG00000013356	11	7	10
ENSPNYG00000013357	9	24	43
ENSPNYG00000013358	0	0	0
ENSPNYG00000013359	3	0	1
ENSPNYG00000013360	9	10	12
ENSPNYG00000013361	3	5	9
ENSPNYG00000013362	0	1	0
ENSPNYG00000013363	25	28	40
ENSPNYG00000013364	0	0	1
ENSPNYG00000013365	0	4	7
ENSPNYG00000013366	0	0	0
ENSPNYG00000013367	3	0	1
ENSPNYG00000013368	0	0	0
ENSPNYG00000013369	18	33	26
ENSPNYG00000013370	0	0	0
ENSPNYG00000013371	2	4	2
ENSPNYG00000013372	1	1	2
ENSPNYG00000013373	0	0	0
ENSPNYG00000013374	5	8	5
ENSPNYG00000013375	2	1	0
ENSPNYG00000013376	0	0	0
ENSPNYG00000013377	6	0	1
ENSPNYG00000013378	29	12	24
ENSPNYG00000013379	0	2	3
ENSPNYG00000013380	10	5	8
ENSPNYG00000013381	4	6	16
ENSPNYG00000013382	4	3	3
ENSPNYG00000013383	294	191	241
ENSPNYG00000013384	16	2	3
ENSPNYG00000013385	4	4	9
ENSPNYG00000013386	0	0	0
ENSPNYG00000013387	0	0	0
ENSPNYG00000013388	10	7	2
ENSPNYG00000013389	2	0	1
ENSPNYG00000013390	0	0	2
ENSPNYG00000013391	0	0	0
ENSPNYG00000013392	12	9	4
ENSPNYG00000013393	7	0	0
ENSPNYG00000013394	0	0	0
ENSPNYG00000013395	9	3	9
ENSPNYG00000013396	4	1	7
ENSPNYG00000013397	10	8	11
ENSPNYG00000013398	0	1	0
ENSPNYG00000013399	0	0	0
ENSPNYG00000013400	8	7	4
ENSPNYG00000013401	0	0	0
ENSPNYG00000013402	13	5	6
ENSPNYG00000013403	0	1	0
ENSPNYG00000013404	3	2	9
ENSPNYG00000013405	0	0	0
ENSPNYG00000013406	0	0	0
ENSPNYG00000013407	1	0	1
ENSPNYG00000013408	0	0	0
ENSPNYG00000013409	0	0	0
ENSPNYG00000013410	0	0	0
ENSPNYG00000013411	0	1	0
ENSPNYG00000013412	1	0	0
ENSPNYG00000013413	3	2	1
ENSPNYG00000013414	0	0	0
ENSPNYG00000013415	10	7	8
ENSPNYG00000013416	0	0	0
ENSPNYG00000013417	0	0	0
ENSPNYG00000013418	0	0	0
ENSPNYG00000013419	0	1	0
ENSPNYG00000013420	1	0	0
ENSPNYG00000013421	12	10	14
ENSPNYG00000013422	4	0	1
ENSPNYG00000013423	0	0	0
ENSPNYG00000013424	0	0	0
ENSPNYG00000013425	0	0	0
ENSPNYG00000013426	0	0	0
ENSPNYG00000013427	0	0	0
ENSPNYG00000013428	3	0	0
ENSPNYG00000013429	1	2	0
ENSPNYG00000013430	1	2	1
ENSPNYG00000013431	0	1	0
ENSPNYG00000013432	1	1	2
ENSPNYG00000013433	19	15	17
ENSPNYG00000013434	1	0	0
ENSPNYG00000013435	0	0	0
ENSPNYG00000013436	9	7	14
