Gene	Ab_5_Eye	Ab_6_Eye
ENSHBUG00000014260	0	0
ENSHBUG00000014261	7	50
ENSHBUG00000014262	0	0
ENSHBUG00000014263	0	0
ENSHBUG00000014264	0	0
ENSHBUG00000014265	5	25
ENSHBUG00000014266	1	13
ENSHBUG00000014267	0	0
ENSHBUG00000014268	1	32
ENSHBUG00000014269	35	61
ENSHBUG00000014270	3	43
ENSHBUG00000014271	1	24
ENSHBUG00000014272	1	48
ENSHBUG00000014273	8	55
ENSHBUG00000014274	21	66
ENSHBUG00000014275	0	0
ENSHBUG00000014276	0	0
ENSHBUG00000014277	1	43
ENSHBUG00000014278	4	47
ENSHBUG00000014279	0	0
ENSHBUG00000014280	186	200
ENSHBUG00000014281	1	14
ENSHBUG00000014282	0	0
ENSHBUG00000014283	0	0
ENSHBUG00000014284	0	0
ENSHBUG00000014285	0	0
ENSHBUG00000014286	22	56
ENSHBUG00000014287	0	0
ENSHBUG00000014288	1	6
ENSHBUG00000014289	0	0
ENSHBUG00000014290	0	0
ENSHBUG00000014291	11	41
ENSHBUG00000014292	4	29
ENSHBUG00000014293	1	47
ENSHBUG00000014294	0	0
ENSHBUG00000014295	0	0
ENSHBUG00000014296	0	0
ENSHBUG00000014297	0	0
ENSHBUG00000014298	0	0
ENSHBUG00000014299	1	20
ENSHBUG00000014300	0	0
ENSHBUG00000014301	4	52
ENSHBUG00000014302	6	19
ENSHBUG00000014303	11	41
ENSHBUG00000014304	0	0
ENSHBUG00000014305	1	38
ENSHBUG00000014306	2	33
ENSHBUG00000014307	122	153
ENSHBUG00000014308	0	0
ENSHBUG00000014309	0	0
ENSHBUG00000014310	0	0
ENSHBUG00000014311	2	28
ENSHBUG00000014312	6	32
ENSHBUG00000014313	4	43
ENSHBUG00000014314	1	3
ENSHBUG00000014315	49	78
ENSHBUG00000014316	0	0
ENSHBUG00000014317	1	34
ENSHBUG00000014318	0	0
ENSHBUG00000014319	1	49
ENSHBUG00000014320	0	0
ENSHBUG00000014321	0	0
ENSHBUG00000014322	0	0
ENSHBUG00000014323	1	7
ENSHBUG00000014324	15	42
ENSHBUG00000014325	1	15
ENSHBUG00000014326	30	63
ENSHBUG00000014327	38	80
ENSHBUG00000014328	0	0
ENSHBUG00000014329	0	0
ENSHBUG00000014330	0	0
ENSHBUG00000014331	0	0
ENSHBUG00000014332	0	0
ENSHBUG00000014333	0	0
ENSHBUG00000014334	0	0
ENSHBUG00000014335	3	38
ENSHBUG00000014336	2	18
ENSHBUG00000014337	2	39
ENSHBUG00000014338	0	0
ENSHBUG00000014339	7	32
ENSHBUG00000014340	0	0
ENSHBUG00000014341	105	142
ENSHBUG00000014342	0	0
ENSHBUG00000014343	26	53
ENSHBUG00000014344	0	0
ENSHBUG00000014345	0	0
ENSHBUG00000014346	0	0
ENSHBUG00000014347	16	45
ENSHBUG00000014348	1	36
ENSHBUG00000014349	0	0
ENSHBUG00000014350	1	10
ENSHBUG00000014351	0	0
ENSHBUG00000014352	396	404
ENSHBUG00000014353	11	53
ENSHBUG00000014354	0	0
ENSHBUG00000014355	6	16
ENSHBUG00000014356	0	0
ENSHBUG00000014357	0	0
ENSHBUG00000014358	0	0
ENSHBUG00000014359	0	0
ENSHBUG00000014360	8	31
ENSHBUG00000014361	4	17
ENSHBUG00000014362	0	0
ENSHBUG00000014363	0	0
ENSHBUG00000014364	0	0
ENSHBUG00000014365	145	175
ENSHBUG00000014366	0	0
ENSHBUG00000014367	0	0
ENSHBUG00000014368	1	23
ENSHBUG00000014369	33	61
ENSHBUG00000014370	0	0
ENSHBUG00000014371	0	0
ENSHBUG00000014372	0	0
ENSHBUG00000014373	0	0
ENSHBUG00000014374	2	43
ENSHBUG00000014375	2	13
ENSHBUG00000014376	0	0
ENSHBUG00000014377	2	40
ENSHBUG00000014378	0	0
ENSHBUG00000014379	0	0
ENSHBUG00000014380	0	0
ENSHBUG00000014381	1	9
ENSHBUG00000014382	0	0
ENSHBUG00000014383	0	0
ENSHBUG00000014384	7	49
ENSHBUG00000014385	0	0
ENSHBUG00000014386	0	0
ENSHBUG00000014387	10	39
ENSHBUG00000014388	528	551
ENSHBUG00000014389	0	0
ENSHBUG00000014390	6	27
ENSHBUG00000014391	0	0
ENSHBUG00000014392	189	224
ENSHBUG00000014393	0	0
ENSHBUG00000014394	0	0
ENSHBUG00000014395	0	0
ENSHBUG00000014396	0	0
ENSHBUG00000014397	0	0
ENSHBUG00000014398	0	0
ENSHBUG00000014399	2	10
ENSHBUG00000014400	0	0
ENSHBUG00000014401	3	45
ENSHBUG00000014402	2	47
ENSHBUG00000014403	0	0
ENSHBUG00000014404	0	0
ENSHBUG00000014405	6	34
ENSHBUG00000014406	0	0
ENSHBUG00000014407	1	24
ENSHBUG00000014408	17	39
ENSHBUG00000014409	0	0
ENSHBUG00000014410	0	0
ENSHBUG00000014411	0	0
ENSHBUG00000014412	66	111
ENSHBUG00000014413	0	0
ENSHBUG00000014414	1	46
ENSHBUG00000014415	277	281
ENSHBUG00000014416	0	0
ENSHBUG00000014417	0	0
ENSHBUG00000014418	2	9
ENSHBUG00000014419	0	0
ENSHBUG00000014420	102	128
ENSHBUG00000014421	5	27
ENSHBUG00000014422	1	28
ENSHBUG00000014423	2	12
ENSHBUG00000014424	56	94
ENSHBUG00000014425	0	0
ENSHBUG00000014426	3	30
ENSHBUG00000014427	0	0
ENSHBUG00000014428	0	0
ENSHBUG00000014429	1	41
ENSHBUG00000014430	0	0
ENSHBUG00000014431	3	27
ENSHBUG00000014432	0	0
ENSHBUG00000014433	0	0
ENSHBUG00000014434	2	22
ENSHBUG00000014435	1	41
ENSHBUG00000014436	2	14
ENSHBUG00000014437	0	0
ENSHBUG00000014438	1	39
ENSHBUG00000014439	2	13
ENSHBUG00000014440	0	0
ENSHBUG00000014441	0	0
ENSHBUG00000014442	0	0
ENSHBUG00000014443	68	107
ENSHBUG00000014444	0	0
ENSHBUG00000014445	2	11
ENSHBUG00000014446	0	0
ENSHBUG00000014447	2	35
ENSHBUG00000014448	2	28
ENSHBUG00000014449	0	0
ENSHBUG00000014450	2	17
ENSHBUG00000014451	1452	1465
ENSHBUG00000014452	0	0
ENSHBUG00000014453	0	0
ENSHBUG00000014454	2	11
ENSHBUG00000014455	2	16
ENSHBUG00000014456	0	0
ENSHBUG00000014457	2	41
ENSHBUG00000014458	1	47
ENSHBUG00000014459	1	18
ENSHBUG00000014460	0	0
ENSHBUG00000014461	4	6
ENSHBUG00000014462	0	0
ENSHBUG00000014463	0	0
ENSHBUG00000014464	0	0
ENSHBUG00000014465	5	52
ENSHBUG00000014466	0	0
ENSHBUG00000014467	0	0
ENSHBUG00000014468	6	33
ENSHBUG00000014469	1	19
ENSHBUG00000014470	1	15
ENSHBUG00000014471	0	0
ENSHBUG00000014472	0	0
ENSHBUG00000014473	0	0
ENSHBUG00000014474	99	102
ENSHBUG00000014475	481	528
ENSHBUG00000014476	0	0
ENSHBUG00000014477	0	0
ENSHBUG00000014478	0	0
ENSHBUG00000014479	0	0
ENSHBUG00000014480	4	34
ENSHBUG00000014481	60	65
ENSHBUG00000014482	6	17
ENSHBUG00000014483	4	13
ENSHBUG00000014484	0	0
ENSHBUG00000014485	0	0
ENSHBUG00000014486	0	0
ENSHBUG00000014487	0	0
ENSHBUG00000014488	25	62
ENSHBUG00000014489	0	0
ENSHBUG00000014490	0	0
ENSHBUG00000014491	668	690
ENSHBUG00000014492	0	0
ENSHBUG00000014493	0	0
ENSHBUG00000014494	2	21
ENSHBUG00000014495	0	0
ENSHBUG00000014496	2	26
ENSHBUG00000014497	5	20
ENSHBUG00000014498	0	0
ENSHBUG00000014499	149	177
ENSHBUG00000014500	13	26
ENSHBUG00000014501	0	0
ENSHBUG00000014502	1	48
ENSHBUG00000014503	0	0
ENSHBUG00000014504	0	0
ENSHBUG00000014505	7	39
ENSHBUG00000014506	0	0
ENSHBUG00000014507	23	26
ENSHBUG00000014508	0	0
ENSHBUG00000014509	0	0
ENSHBUG00000014510	0	0
ENSHBUG00000014511	3	47
ENSHBUG00000014512	46	94
ENSHBUG00000014513	45	89
ENSHBUG00000014514	0	0
ENSHBUG00000014515	1	23
ENSHBUG00000014516	0	0
ENSHBUG00000014517	1	22
ENSHBUG00000014518	2	43
ENSHBUG00000014519	0	0
ENSHBUG00000014520	0	0
ENSHBUG00000014521	0	0
ENSHBUG00000014522	0	0
ENSHBUG00000014523	2	40
ENSHBUG00000014524	6	18
ENSHBUG00000014525	0	0
ENSHBUG00000014526	3	44
ENSHBUG00000014527	0	0
ENSHBUG00000014528	302	312
ENSHBUG00000014529	0	0
ENSHBUG00000014530	2	8
ENSHBUG00000014531	1	43
ENSHBUG00000014532	0	0
ENSHBUG00000014533	4	44
ENSHBUG00000014534	0	0
ENSHBUG00000014535	13	54
ENSHBUG00000014536	0	0
ENSHBUG00000014537	0	0
ENSHBUG00000014538	25	33
ENSHBUG00000014539	7	49
ENSHBUG00000014540	2	42
ENSHBUG00000014541	4	7
ENSHBUG00000014542	7	54
ENSHBUG00000014543	1	32
ENSHBUG00000014544	0	0
ENSHBUG00000014545	0	0
ENSHBUG00000014546	0	0
ENSHBUG00000014547	259	295
ENSHBUG00000014548	0	0
ENSHBUG00000014549	0	0
ENSHBUG00000014550	0	0
ENSHBUG00000014551	2	36
ENSHBUG00000014552	0	0
ENSHBUG00000014553	0	0
ENSHBUG00000014554	0	0
ENSHBUG00000014555	20	48
ENSHBUG00000014556	3	29
ENSHBUG00000014557	103	134
ENSHBUG00000014558	0	0
ENSHBUG00000014559	0	0
ENSHBUG00000014560	7	15
ENSHBUG00000014561	1	26
ENSHBUG00000014562	0	0
ENSHBUG00000014563	0	0
ENSHBUG00000014564	0	0
ENSHBUG00000014565	0	0
ENSHBUG00000014566	21	58
ENSHBUG00000014567	0	0
ENSHBUG00000014568	0	0
ENSHBUG00000014569	0	0
ENSHBUG00000014570	0	0
ENSHBUG00000014571	0	0
ENSHBUG00000014572	0	0
ENSHBUG00000014573	0	0
ENSHBUG00000014574	0	0
ENSHBUG00000014575	4	42
ENSHBUG00000014576	1	23
ENSHBUG00000014577	25	72
ENSHBUG00000014578	3	46
ENSHBUG00000014579	5	10
ENSHBUG00000014580	2	18
ENSHBUG00000014581	3	27
ENSHBUG00000014582	0	0
ENSHBUG00000014583	6	12
ENSHBUG00000014584	0	0
ENSHBUG00000014585	1	38
ENSHBUG00000014586	0	0
ENSHBUG00000014587	405	406
ENSHBUG00000014588	0	0
ENSHBUG00000014589	0	0
ENSHBUG00000014590	0	0
ENSHBUG00000014591	42	49
ENSHBUG00000014592	0	0
ENSHBUG00000014593	48	89
ENSHBUG00000014594	1	14
ENSHBUG00000014595	5	20
ENSHBUG00000014596	0	0
ENSHBUG00000014597	17	41
ENSHBUG00000014598	3	41
ENSHBUG00000014599	52	76
ENSHBUG00000014600	0	0
ENSHBUG00000014601	1	6
ENSHBUG00000014602	0	0
ENSHBUG00000014603	11	15
ENSHBUG00000014604	0	0
ENSHBUG00000014605	354	390
ENSHBUG00000014606	0	0
ENSHBUG00000014607	2	30
ENSHBUG00000014608	0	0
ENSHBUG00000014609	129	168
ENSHBUG00000014610	0	0
ENSHBUG00000014611	0	0
ENSHBUG00000014612	0	0
ENSHBUG00000014613	1	38
ENSHBUG00000014614	0	0
ENSHBUG00000014615	3	50
ENSHBUG00000014616	0	0
ENSHBUG00000014617	0	0
ENSHBUG00000014618	0	0
ENSHBUG00000014619	0	0
ENSHBUG00000014620	0	0
ENSHBUG00000014621	0	0
ENSHBUG00000014622	1	48
ENSHBUG00000014623	0	0
ENSHBUG00000014624	0	0
ENSHBUG00000014625	1	39
ENSHBUG00000014626	0	0
ENSHBUG00000014627	0	0
ENSHBUG00000014628	0	0
ENSHBUG00000014629	6	8
ENSHBUG00000014630	2	33
ENSHBUG00000014631	2	50
ENSHBUG00000014632	0	0
ENSHBUG00000014633	0	0
ENSHBUG00000014634	2	10
ENSHBUG00000014635	0	0
ENSHBUG00000014636	0	0
ENSHBUG00000014637	1	40
ENSHBUG00000014638	9	32
ENSHBUG00000014639	1	21
ENSHBUG00000014640	3	27
ENSHBUG00000014641	0	0
ENSHBUG00000014642	0	0
ENSHBUG00000014643	0	0
ENSHBUG00000014644	0	0
ENSHBUG00000014645	1	20
ENSHBUG00000014646	1	46
ENSHBUG00000014647	652	661
ENSHBUG00000014648	5	48
ENSHBUG00000014649	0	0
ENSHBUG00000014650	1	49
ENSHBUG00000014651	2	41
ENSHBUG00000014652	0	0
ENSHBUG00000014653	2	28
ENSHBUG00000014654	0	0
ENSHBUG00000014655	0	0
ENSHBUG00000014656	0	0
ENSHBUG00000014657	7	8
ENSHBUG00000014658	10	13
ENSHBUG00000014659	5	6
ENSHBUG00000014660	0	0
ENSHBUG00000014661	0	0
ENSHBUG00000014662	2	50
ENSHBUG00000014663	4	43
ENSHBUG00000014664	0	0
ENSHBUG00000014665	0	0
ENSHBUG00000014666	0	0
ENSHBUG00000014667	3	6
ENSHBUG00000014668	0	0
ENSHBUG00000014669	0	0
ENSHBUG00000014670	2	4
ENSHBUG00000014671	0	0
ENSHBUG00000014672	4	38
ENSHBUG00000014673	0	0
ENSHBUG00000014674	0	0
ENSHBUG00000014675	0	0
ENSHBUG00000014676	0	0
ENSHBUG00000014677	0	0
ENSHBUG00000014678	0	0
ENSHBUG00000014679	1	47
ENSHBUG00000014680	0	0
ENSHBUG00000014681	0	0
ENSHBUG00000014682	3	36
ENSHBUG00000014683	2	37
ENSHBUG00000014684	0	0
ENSHBUG00000014685	0	0
ENSHBUG00000014686	2	40
ENSHBUG00000014687	0	0
ENSHBUG00000014688	0	0
ENSHBUG00000014689	0	0
ENSHBUG00000014690	0	0
ENSHBUG00000014691	0	0
ENSHBUG00000014692	0	0
ENSHBUG00000014693	0	0
ENSHBUG00000014694	7	47
ENSHBUG00000014695	0	0
ENSHBUG00000014696	0	0
ENSHBUG00000014697	0	0
ENSHBUG00000014698	0	0
ENSHBUG00000014699	3	21
ENSHBUG00000014700	0	0
ENSHBUG00000014701	0	0
ENSHBUG00000014702	0	0
ENSHBUG00000014703	0	0
ENSHBUG00000014704	0	0
ENSHBUG00000014705	9	37
ENSHBUG00000014706	20	60
ENSHBUG00000014707	0	0
ENSHBUG00000014708	0	0
ENSHBUG00000014709	0	0
ENSHBUG00000014710	0	0
ENSHBUG00000014711	2	39
ENSHBUG00000014712	0	0
ENSHBUG00000014713	1	4
ENSHBUG00000014714	0	0
ENSHBUG00000014715	1	26
ENSHBUG00000014716	0	0
ENSHBUG00000014717	6	19
ENSHBUG00000014718	6	52
ENSHBUG00000014719	2	23
ENSHBUG00000014720	2	14
ENSHBUG00000014721	1	14
ENSHBUG00000014722	0	0
ENSHBUG00000014723	0	0
ENSHBUG00000014724	1	31
ENSHBUG00000014725	0	0
ENSHBUG00000014726	0	0
ENSHBUG00000014727	0	0
ENSHBUG00000014728	0	0
ENSHBUG00000014729	179	210
ENSHBUG00000014730	0	0
ENSHBUG00000014731	1	47
ENSHBUG00000014732	0	0
ENSHBUG00000014733	2	33
ENSHBUG00000014734	29	48
ENSHBUG00000014735	0	0
ENSHBUG00000014736	0	0
ENSHBUG00000014737	1	29
ENSHBUG00000014738	16	18
ENSHBUG00000014739	0	0
ENSHBUG00000014740	2	39
ENSHBUG00000014741	1	12
ENSHBUG00000014742	5	7
ENSHBUG00000014743	0	0
ENSHBUG00000014744	0	0
ENSHBUG00000014745	0	0
ENSHBUG00000014746	0	0
ENSHBUG00000014747	0	0
ENSHBUG00000014748	1	40
ENSHBUG00000014749	3	33
ENSHBUG00000014750	3	40
ENSHBUG00000014751	0	0
ENSHBUG00000014752	1	2
ENSHBUG00000014753	0	0
ENSHBUG00000014754	0	0
ENSHBUG00000014755	178	211
ENSHBUG00000014756	16	21
ENSHBUG00000014757	0	0
ENSHBUG00000014758	18	22
ENSHBUG00000014759	0	0
ENSHBUG00000014760	18	19
ENSHBUG00000014761	0	0
ENSHBUG00000014762	3	16
ENSHBUG00000014763	1	14
ENSHBUG00000014764	0	0
ENSHBUG00000014765	0	0
ENSHBUG00000014766	44	68
ENSHBUG00000014767	4	42
ENSHBUG00000014768	7	24
ENSHBUG00000014769	0	0
ENSHBUG00000014770	0	0
ENSHBUG00000014771	0	0
ENSHBUG00000014772	0	0
ENSHBUG00000014773	0	0
ENSHBUG00000014774	0	0
ENSHBUG00000014775	0	0
ENSHBUG00000014776	0	0
ENSHBUG00000014777	1	38
ENSHBUG00000014778	1	15
ENSHBUG00000014779	5	28
ENSHBUG00000014780	0	0
ENSHBUG00000014781	0	0
ENSHBUG00000014782	0	0
ENSHBUG00000014783	23	40
ENSHBUG00000014784	0	0
ENSHBUG00000014785	5	16
ENSHBUG00000014786	0	0
ENSHBUG00000014787	0	0
ENSHBUG00000014788	0	0
ENSHBUG00000014789	15	29
ENSHBUG00000014790	0	0
ENSHBUG00000014791	14	39
ENSHBUG00000014792	0	0
ENSHBUG00000014793	0	0
ENSHBUG00000014794	0	0
ENSHBUG00000014795	0	0
ENSHBUG00000014796	0	0
ENSHBUG00000014797	15	22
ENSHBUG00000014798	1	7
ENSHBUG00000014799	10	37
ENSHBUG00000014800	0	0
ENSHBUG00000014801	0	0
ENSHBUG00000014802	2	44
ENSHBUG00000014803	0	0
ENSHBUG00000014804	0	0
ENSHBUG00000014805	0	0
ENSHBUG00000014806	0	0
ENSHBUG00000014807	16	26
ENSHBUG00000014808	0	0
ENSHBUG00000014809	0	0
ENSHBUG00000014810	3	39
ENSHBUG00000014811	0	0
ENSHBUG00000014812	0	0
ENSHBUG00000014813	5	36
ENSHBUG00000014814	6	35
ENSHBUG00000014815	6	17
ENSHBUG00000014816	0	0
ENSHBUG00000014817	2	12
ENSHBUG00000014818	1	4
ENSHBUG00000014819	0	0
ENSHBUG00000014820	0	0
ENSHBUG00000014821	0	0
ENSHBUG00000014822	0	0
ENSHBUG00000014823	0	0
ENSHBUG00000014824	0	0
ENSHBUG00000014825	0	0
ENSHBUG00000014826	0	0
ENSHBUG00000014827	0	0
ENSHBUG00000014828	0	0
ENSHBUG00000014829	0	0
ENSHBUG00000014830	3	42
ENSHBUG00000014831	0	0
ENSHBUG00000014832	0	0
ENSHBUG00000014833	0	0
ENSHBUG00000014834	29	48
ENSHBUG00000014835	1	19
ENSHBUG00000014836	2	27
ENSHBUG00000014837	5	52
ENSHBUG00000014838	0	0
ENSHBUG00000014839	0	0
ENSHBUG00000014840	0	0
ENSHBUG00000014841	0	0
ENSHBUG00000014842	1	40
ENSHBUG00000014843	0	0
ENSHBUG00000014844	0	0
ENSHBUG00000014845	0	0
ENSHBUG00000014846	0	0
ENSHBUG00000014847	0	0
ENSHBUG00000014848	12	30
ENSHBUG00000014849	2	36
ENSHBUG00000014850	1	24
ENSHBUG00000014851	1	20
ENSHBUG00000014852	0	0
ENSHBUG00000014853	0	0
ENSHBUG00000014854	2	22
ENSHBUG00000014855	0	0
ENSHBUG00000014856	0	0
ENSHBUG00000014857	0	0
ENSHBUG00000014858	18	59
ENSHBUG00000014859	2	10
ENSHBUG00000014860	0	0
ENSHBUG00000014861	1	41
ENSHBUG00000014862	19	34
ENSHBUG00000014863	0	0
ENSHBUG00000014864	0	0
ENSHBUG00000014865	4	15
ENSHBUG00000014866	10	15
ENSHBUG00000014867	0	0
ENSHBUG00000014868	290	336
ENSHBUG00000014869	3	17
ENSHBUG00000014870	2	49
ENSHBUG00000014871	94	108
ENSHBUG00000014872	0	0
ENSHBUG00000014873	1	23
ENSHBUG00000014874	1	2
ENSHBUG00000014875	0	0
ENSHBUG00000014876	0	0
ENSHBUG00000014877	1	31
ENSHBUG00000014878	41	66
ENSHBUG00000014879	0	0
ENSHBUG00000014880	5	34
ENSHBUG00000014881	0	0
ENSHBUG00000014882	0	0
ENSHBUG00000014883	0	0
ENSHBUG00000014884	7	32
ENSHBUG00000014885	1	24
ENSHBUG00000014886	0	0
ENSHBUG00000014887	30	38
ENSHBUG00000014888	0	0
ENSHBUG00000014889	0	0
ENSHBUG00000014890	3	37
ENSHBUG00000014891	0	0
ENSHBUG00000014892	10	39
ENSHBUG00000014893	0	0
ENSHBUG00000014894	0	0
ENSHBUG00000014895	0	0
ENSHBUG00000014896	0	0
ENSHBUG00000014897	0	0
ENSHBUG00000014898	0	0
ENSHBUG00000014899	0	0
ENSHBUG00000014900	0	0
ENSHBUG00000014901	0	0
ENSHBUG00000014902	0	0
ENSHBUG00000014903	0	0
ENSHBUG00000014904	0	0
ENSHBUG00000014905	0	0
ENSHBUG00000014906	1287	1292
ENSHBUG00000014907	0	0
ENSHBUG00000014908	3	21
ENSHBUG00000014909	1	28
ENSHBUG00000014910	0	0
ENSHBUG00000014911	0	0
ENSHBUG00000014912	0	0
ENSHBUG00000014913	5	20
ENSHBUG00000014914	0	0
ENSHBUG00000014915	0	0
ENSHBUG00000014916	0	0
ENSHBUG00000014917	9	53
ENSHBUG00000014918	1	32
ENSHBUG00000014919	6	30
ENSHBUG00000014920	5	21
ENSHBUG00000014921	0	0
ENSHBUG00000014922	0	0
ENSHBUG00000014923	156	159
ENSHBUG00000014924	0	0
ENSHBUG00000014925	0	0
ENSHBUG00000014926	27	30
ENSHBUG00000014927	0	0
ENSHBUG00000014928	1	16
ENSHBUG00000014929	0	0
ENSHBUG00000014930	3	23
ENSHBUG00000014931	3	38
ENSHBUG00000014932	0	0
ENSHBUG00000014933	0	0
ENSHBUG00000014934	0	0
ENSHBUG00000014935	0	0
ENSHBUG00000014936	0	0
ENSHBUG00000014937	1	4
ENSHBUG00000014938	0	0
ENSHBUG00000014939	0	0
ENSHBUG00000014940	11	46
ENSHBUG00000014941	0	0
ENSHBUG00000014942	46	53
ENSHBUG00000014943	2	39
ENSHBUG00000014944	0	0
ENSHBUG00000014945	1	36
ENSHBUG00000014946	0	0
ENSHBUG00000014947	1	6
ENSHBUG00000014948	0	0
ENSHBUG00000014949	0	0
ENSHBUG00000014950	0	0
ENSHBUG00000014951	0	0
ENSHBUG00000014952	17	55
ENSHBUG00000014953	6	43
ENSHBUG00000014954	0	0
ENSHBUG00000014955	2	36
ENSHBUG00000014956	2	31
ENSHBUG00000014957	4	20
ENSHBUG00000014958	1	48
ENSHBUG00000014959	0	0
ENSHBUG00000014960	1	44
ENSHBUG00000014961	0	0
ENSHBUG00000014962	0	0
ENSHBUG00000014963	0	0
ENSHBUG00000014964	4	15
ENSHBUG00000014965	1	9
ENSHBUG00000014966	1	20
ENSHBUG00000014967	0	0
ENSHBUG00000014968	3	29
ENSHBUG00000014969	0	0
ENSHBUG00000014970	16	56
ENSHBUG00000014971	1	32
ENSHBUG00000014972	1	26
ENSHBUG00000014973	0	0
ENSHBUG00000014974	6	48
ENSHBUG00000014975	0	0
ENSHBUG00000014976	0	0
ENSHBUG00000014977	0	0
ENSHBUG00000014978	0	0
ENSHBUG00000014979	11	47
ENSHBUG00000014980	0	0
ENSHBUG00000014981	1	27
ENSHBUG00000014982	0	0
ENSHBUG00000014983	0	0
ENSHBUG00000014984	2	11
ENSHBUG00000014985	0	0
ENSHBUG00000014986	0	0
ENSHBUG00000014987	0	0
ENSHBUG00000014988	142	155
ENSHBUG00000014989	0	0
ENSHBUG00000014990	0	0
ENSHBUG00000014991	0	0
ENSHBUG00000014992	0	0
ENSHBUG00000014993	0	0
ENSHBUG00000014994	1	31
ENSHBUG00000014995	0	0
ENSHBUG00000014996	0	0
ENSHBUG00000014997	0	0
ENSHBUG00000014998	0	0
ENSHBUG00000014999	6	42
ENSHBUG00000015000	0	0
ENSHBUG00000015001	0	0
ENSHBUG00000015002	1	41
ENSHBUG00000015003	14	59
ENSHBUG00000015004	0	0
ENSHBUG00000015005	0	0
ENSHBUG00000015006	0	0
ENSHBUG00000015007	0	0
ENSHBUG00000015008	7	16
ENSHBUG00000015009	0	0
ENSHBUG00000015010	0	0
ENSHBUG00000015011	0	0
ENSHBUG00000015012	3	42
ENSHBUG00000015013	7	12
ENSHBUG00000015014	0	0
ENSHBUG00000015015	0	0
ENSHBUG00000015016	6	36
ENSHBUG00000015017	1	43
ENSHBUG00000015018	0	0
ENSHBUG00000015019	0	0
ENSHBUG00000015020	189	226
ENSHBUG00000015021	0	0
ENSHBUG00000015022	0	0
ENSHBUG00000015023	0	0
ENSHBUG00000015024	17	56
ENSHBUG00000015025	2	14
ENSHBUG00000015026	1	46
ENSHBUG00000015027	0	0
ENSHBUG00000015028	0	0
ENSHBUG00000015029	40	52
ENSHBUG00000015030	462	477
ENSHBUG00000015031	0	0
ENSHBUG00000015032	3	14
ENSHBUG00000015033	0	0
ENSHBUG00000015034	3	40
ENSHBUG00000015035	5	11
ENSHBUG00000015036	95	128
ENSHBUG00000015037	7	39
ENSHBUG00000015038	0	0
ENSHBUG00000015039	0	0
ENSHBUG00000015040	8	43
ENSHBUG00000015041	0	0
ENSHBUG00000015042	0	0
ENSHBUG00000015043	0	0
ENSHBUG00000015044	0	0
ENSHBUG00000015045	3	27
ENSHBUG00000015046	38	77
ENSHBUG00000015047	0	0
ENSHBUG00000015048	1	6
ENSHBUG00000015049	0	0
ENSHBUG00000015050	0	0
ENSHBUG00000015051	3	18
ENSHBUG00000015052	0	0
ENSHBUG00000015053	0	0
ENSHBUG00000015054	63	74
ENSHBUG00000015055	1	42
ENSHBUG00000015056	0	0
ENSHBUG00000015057	0	0
ENSHBUG00000015058	216	232
ENSHBUG00000015059	2	22
ENSHBUG00000015060	0	0
ENSHBUG00000015061	0	0
ENSHBUG00000015062	0	0
ENSHBUG00000015063	0	0
ENSHBUG00000015064	0	0
ENSHBUG00000015065	1	16
ENSHBUG00000015066	6	8
ENSHBUG00000015067	2	5
ENSHBUG00000015068	130	132
ENSHBUG00000015069	10	16
ENSHBUG00000015070	0	0
ENSHBUG00000015071	36	63
ENSHBUG00000015072	0	0
ENSHBUG00000015073	0	0
ENSHBUG00000015074	0	0
ENSHBUG00000015075	0	0
ENSHBUG00000015076	10	24
ENSHBUG00000015077	0	0
ENSHBUG00000015078	10	25
ENSHBUG00000015079	0	0
ENSHBUG00000015080	2	20
ENSHBUG00000015081	0	0
ENSHBUG00000015082	0	0
ENSHBUG00000015083	8	11
ENSHBUG00000015084	1	3
ENSHBUG00000015085	1	38
ENSHBUG00000015086	0	0
ENSHBUG00000015087	3	7
ENSHBUG00000015088	27	68
ENSHBUG00000015089	0	0
ENSHBUG00000015090	0	0
ENSHBUG00000015091	1	23
ENSHBUG00000015092	0	0
ENSHBUG00000015093	13	30
ENSHBUG00000015094	0	0
ENSHBUG00000015095	23	45
ENSHBUG00000015096	0	0
ENSHBUG00000015097	0	0
ENSHBUG00000015098	1	11
ENSHBUG00000015099	37	83
ENSHBUG00000015100	34	72
ENSHBUG00000015101	2	15
ENSHBUG00000015102	1	18
ENSHBUG00000015103	129	134
ENSHBUG00000015104	0	0
ENSHBUG00000015105	0	0
ENSHBUG00000015106	1	46
ENSHBUG00000015107	1	42
ENSHBUG00000015108	0	0
ENSHBUG00000015109	13	59
ENSHBUG00000015110	0	0
ENSHBUG00000015111	3	4
ENSHBUG00000015112	70	92
ENSHBUG00000015113	2	30
ENSHBUG00000015114	0	0
ENSHBUG00000015115	0	0
ENSHBUG00000015116	0	0
ENSHBUG00000015117	0	0
ENSHBUG00000015118	2	41
ENSHBUG00000015119	0	0
ENSHBUG00000015120	0	0
ENSHBUG00000015121	0	0
ENSHBUG00000015122	1	31
ENSHBUG00000015123	0	0
ENSHBUG00000015124	18	60
ENSHBUG00000015125	1	33
ENSHBUG00000015126	4	20
ENSHBUG00000015127	159	163
ENSHBUG00000015128	0	0
ENSHBUG00000015129	13	61
ENSHBUG00000015130	2	44
ENSHBUG00000015131	0	0
ENSHBUG00000015132	1	41
