Gene	Mz_1_Eye	Mz_2_Eye
ENSMZEG00005014271	42	19
ENSMZEG00005014272	1	1
ENSMZEG00005014273	0	0
ENSMZEG00005014274	0	0
ENSMZEG00005014275	0	0
ENSMZEG00005014276	0	2
ENSMZEG00005014277	0	2
ENSMZEG00005014278	0	0
ENSMZEG00005014279	0	0
ENSMZEG00005014280	0	0
ENSMZEG00005014281	121	116
ENSMZEG00005014282	229	117
ENSMZEG00005014283	5	2
ENSMZEG00005014284	2	5
ENSMZEG00005014285	0	3
ENSMZEG00005014286	0	0
ENSMZEG00005014287	0	2
ENSMZEG00005014288	0	0
ENSMZEG00005014289	0	0
ENSMZEG00005014290	11	6
ENSMZEG00005014291	0	0
ENSMZEG00005014292	1	1
ENSMZEG00005014293	0	0
ENSMZEG00005014294	0	0
ENSMZEG00005014295	1026	681
ENSMZEG00005014296	1	0
ENSMZEG00005014297	0	0
ENSMZEG00005014298	3	2
ENSMZEG00005014299	0	0
ENSMZEG00005014300	0	3
ENSMZEG00005014301	2	0
ENSMZEG00005014302	0	0
ENSMZEG00005014303	8	5
ENSMZEG00005014304	0	0
ENSMZEG00005014305	98	89
ENSMZEG00005014306	4	0
ENSMZEG00005014307	0	0
ENSMZEG00005014308	0	3
ENSMZEG00005014309	0	0
ENSMZEG00005014310	296	54
ENSMZEG00005014311	1	3
ENSMZEG00005014312	2	0
ENSMZEG00005014313	0	0
ENSMZEG00005014314	0	0
ENSMZEG00005014315	1	1
ENSMZEG00005014316	2	1
ENSMZEG00005014317	3	2
ENSMZEG00005014318	0	0
ENSMZEG00005014319	0	5
ENSMZEG00005014320	1	1
ENSMZEG00005014321	4	12
ENSMZEG00005014322	14	0
ENSMZEG00005014323	1	2
ENSMZEG00005014324	0	0
ENSMZEG00005014325	4	3
ENSMZEG00005014326	0	0
ENSMZEG00005014327	0	0
ENSMZEG00005014328	0	0
ENSMZEG00005014329	0	0
ENSMZEG00005014330	14	2
ENSMZEG00005014331	0	0
ENSMZEG00005014332	2	1
ENSMZEG00005014333	0	0
ENSMZEG00005014334	0	0
ENSMZEG00005014335	42	8
ENSMZEG00005014336	1	1
ENSMZEG00005014337	472	329
ENSMZEG00005014338	0	0
ENSMZEG00005014339	5	1
ENSMZEG00005014340	1	1
ENSMZEG00005014341	0	0
ENSMZEG00005014342	0	4
ENSMZEG00005014343	74	7
ENSMZEG00005014344	1	0
ENSMZEG00005014345	0	0
ENSMZEG00005014346	0	0
ENSMZEG00005014347	47	0
ENSMZEG00005014348	136	47
ENSMZEG00005014349	1	0
ENSMZEG00005014350	2	1
ENSMZEG00005014351	289	243
ENSMZEG00005014352	38	22
ENSMZEG00005014353	0	0
ENSMZEG00005014354	0	1
ENSMZEG00005014355	99	194
ENSMZEG00005014356	0	0
ENSMZEG00005014357	0	0
ENSMZEG00005014358	1214	661
ENSMZEG00005014359	1	0
ENSMZEG00005014360	0	0
ENSMZEG00005014361	0	0
ENSMZEG00005014362	2	5
ENSMZEG00005014363	1	0
ENSMZEG00005014364	1	3
ENSMZEG00005014365	0	3
ENSMZEG00005014366	0	1
ENSMZEG00005014367	1	5
ENSMZEG00005014368	0	0
ENSMZEG00005014369	1	3
ENSMZEG00005014370	2	1
ENSMZEG00005014371	0	0
ENSMZEG00005014372	4	4
ENSMZEG00005014373	5	2
ENSMZEG00005014374	0	0
ENSMZEG00005014375	21	2
ENSMZEG00005014376	134	273
ENSMZEG00005014377	58	149
ENSMZEG00005014378	0	0
ENSMZEG00005014379	0	1
ENSMZEG00005014380	0	0
ENSMZEG00005014381	6	0
ENSMZEG00005014382	27	13
ENSMZEG00005014383	29	26
ENSMZEG00005014384	5	0
ENSMZEG00005014385	2	0
ENSMZEG00005014386	0	0
ENSMZEG00005014387	4	0
ENSMZEG00005014388	0	0
ENSMZEG00005014389	6	0
ENSMZEG00005014390	5	0
ENSMZEG00005014391	1	1
ENSMZEG00005014392	0	0
ENSMZEG00005014393	0	0
ENSMZEG00005014394	0	0
ENSMZEG00005014395	0	0
ENSMZEG00005014396	341	433
ENSMZEG00005014397	0	0
ENSMZEG00005014398	0	0
ENSMZEG00005014399	2	4
ENSMZEG00005014400	0	2
ENSMZEG00005014401	0	0
ENSMZEG00005014402	0	0
ENSMZEG00005014403	1	3
ENSMZEG00005014404	3	0
ENSMZEG00005014405	62	116
ENSMZEG00005014406	3	6
ENSMZEG00005014407	0	1
ENSMZEG00005014408	1	2
ENSMZEG00005014409	6	4
ENSMZEG00005014410	13	12
ENSMZEG00005014411	1	0
ENSMZEG00005014412	2	1
ENSMZEG00005014413	0	4
ENSMZEG00005014414	12	6
ENSMZEG00005014415	4	1
ENSMZEG00005014416	0	0
ENSMZEG00005014417	4	2
ENSMZEG00005014418	32	1
ENSMZEG00005014419	0	0
ENSMZEG00005014420	9	1
ENSMZEG00005014421	4	2
ENSMZEG00005014422	0	0
ENSMZEG00005014423	0	0
ENSMZEG00005014424	0	0
ENSMZEG00005014425	0	0
ENSMZEG00005014426	2	1
ENSMZEG00005014427	0	0
ENSMZEG00005014428	2	6
ENSMZEG00005014429	8	2
ENSMZEG00005014430	0	0
ENSMZEG00005014431	0	7
ENSMZEG00005014432	0	0
ENSMZEG00005014433	0	0
ENSMZEG00005014434	5	0
ENSMZEG00005014435	11	20
ENSMZEG00005014436	0	0
ENSMZEG00005014437	1	1
ENSMZEG00005014438	0	0
ENSMZEG00005014439	296	156
ENSMZEG00005014440	0	0
ENSMZEG00005014441	0	0
ENSMZEG00005014442	0	2
ENSMZEG00005014443	276	395
ENSMZEG00005014444	0	0
ENSMZEG00005014445	0	14
ENSMZEG00005014446	9	2
ENSMZEG00005014447	1	1
ENSMZEG00005014448	0	0
ENSMZEG00005014449	0	2
ENSMZEG00005014450	6	7
ENSMZEG00005014451	4	0
ENSMZEG00005014452	6	113
ENSMZEG00005014453	1	5
ENSMZEG00005014454	0	20
ENSMZEG00005014455	347	350
ENSMZEG00005014456	2	0
ENSMZEG00005014457	0	0
ENSMZEG00005014458	5	0
ENSMZEG00005014459	1	1
ENSMZEG00005014460	1	0
ENSMZEG00005014461	0	0
ENSMZEG00005014462	0	0
ENSMZEG00005014463	1	0
ENSMZEG00005014464	4	0
ENSMZEG00005014465	0	0
ENSMZEG00005014466	16	2
ENSMZEG00005014467	0	1
ENSMZEG00005014468	0	0
ENSMZEG00005014469	7	3
ENSMZEG00005014470	141	168
ENSMZEG00005014471	3	6
ENSMZEG00005014472	9	4
ENSMZEG00005014473	1	1
ENSMZEG00005014474	2	0
ENSMZEG00005014475	6	3
ENSMZEG00005014476	1	0
ENSMZEG00005014477	2	1
ENSMZEG00005014478	7	4
ENSMZEG00005014479	0	0
ENSMZEG00005014480	1	0
ENSMZEG00005014481	0	0
ENSMZEG00005014482	0	0
ENSMZEG00005014483	173	216
ENSMZEG00005014484	334	278
ENSMZEG00005014485	0	0
ENSMZEG00005014486	5	7
ENSMZEG00005014487	2	0
ENSMZEG00005014488	0	0
ENSMZEG00005014489	0	5
ENSMZEG00005014490	13	4
ENSMZEG00005014491	0	0
ENSMZEG00005014492	769	1012
ENSMZEG00005014493	0	3
ENSMZEG00005014494	0	0
ENSMZEG00005014495	0	0
ENSMZEG00005014496	1	0
ENSMZEG00005014497	0	0
ENSMZEG00005014498	5	32
ENSMZEG00005014499	0	0
ENSMZEG00005014500	0	0
ENSMZEG00005014501	0	0
ENSMZEG00005014502	1093	778
ENSMZEG00005014503	10	2
ENSMZEG00005014504	0	0
ENSMZEG00005014505	0	10
ENSMZEG00005014506	0	0
ENSMZEG00005014507	0	0
ENSMZEG00005014508	2	14
ENSMZEG00005014509	113	152
ENSMZEG00005014510	1	1
ENSMZEG00005014511	6	17
ENSMZEG00005014512	24	4
ENSMZEG00005014513	0	0
ENSMZEG00005014514	0	0
ENSMZEG00005014515	0	0
ENSMZEG00005014516	9	3
ENSMZEG00005014517	2	1
ENSMZEG00005014518	0	0
ENSMZEG00005014519	0	0
ENSMZEG00005014520	1	0
ENSMZEG00005014521	0	0
ENSMZEG00005014522	138	370
ENSMZEG00005014523	51	109
ENSMZEG00005014524	129	137
ENSMZEG00005014525	1	2
ENSMZEG00005014526	0	0
ENSMZEG00005014527	0	0
ENSMZEG00005014528	0	1
ENSMZEG00005014529	2	1
ENSMZEG00005014530	0	0
ENSMZEG00005014531	0	0
ENSMZEG00005014532	0	0
ENSMZEG00005014533	14	63
ENSMZEG00005014534	0	0
ENSMZEG00005014535	0	7
ENSMZEG00005014536	0	0
ENSMZEG00005014537	0	2
ENSMZEG00005014538	155	48
ENSMZEG00005014539	7	1
ENSMZEG00005014540	0	0
ENSMZEG00005014541	3	1
ENSMZEG00005014542	0	0
ENSMZEG00005014543	0	2
ENSMZEG00005014544	90	939
ENSMZEG00005014545	133	5
ENSMZEG00005014546	0	0
ENSMZEG00005014547	1	1
ENSMZEG00005014548	2	1
ENSMZEG00005014549	2	5
ENSMZEG00005014550	3	0
ENSMZEG00005014551	1	0
ENSMZEG00005014552	0	0
ENSMZEG00005014553	0	0
ENSMZEG00005014554	3	6
ENSMZEG00005014555	0	3
ENSMZEG00005014556	10	4
ENSMZEG00005014557	0	0
ENSMZEG00005014558	1	0
ENSMZEG00005014559	10	9
ENSMZEG00005014560	0	0
ENSMZEG00005014561	0	0
ENSMZEG00005014562	0	0
ENSMZEG00005014563	1	0
ENSMZEG00005014564	1	0
ENSMZEG00005014565	0	1
ENSMZEG00005014566	0	0
ENSMZEG00005014567	4	3
ENSMZEG00005014568	0	0
ENSMZEG00005014569	0	0
ENSMZEG00005014570	2	0
ENSMZEG00005014571	11	25
ENSMZEG00005014572	0	0
ENSMZEG00005014573	0	2
ENSMZEG00005014574	0	0
ENSMZEG00005014575	0	0
ENSMZEG00005014576	0	0
ENSMZEG00005014577	5	0
ENSMZEG00005014578	699	1639
ENSMZEG00005014579	49	315
ENSMZEG00005014580	7	1
ENSMZEG00005014581	0	0
ENSMZEG00005014582	0	0
ENSMZEG00005014583	2	1
ENSMZEG00005014584	0	0
ENSMZEG00005014585	2	0
ENSMZEG00005014586	0	0
ENSMZEG00005014587	145	7
ENSMZEG00005014588	0	0
ENSMZEG00005014589	1	8
ENSMZEG00005014590	1735	1805
ENSMZEG00005014591	467	525
ENSMZEG00005014592	0	2
ENSMZEG00005014593	1	0
ENSMZEG00005014594	1	1
ENSMZEG00005014595	1	4
ENSMZEG00005014596	123	84
ENSMZEG00005014597	4	2
ENSMZEG00005014598	167	414
ENSMZEG00005014599	0	0
ENSMZEG00005014600	6	0
ENSMZEG00005014601	0	0
ENSMZEG00005014602	41	0
ENSMZEG00005014603	0	0
ENSMZEG00005014604	0	0
ENSMZEG00005014605	0	0
ENSMZEG00005014606	0	0
ENSMZEG00005014607	1	0
ENSMZEG00005014608	313	4172
ENSMZEG00005014609	0	0
ENSMZEG00005014610	131	23
ENSMZEG00005014611	1	4
ENSMZEG00005014612	0	0
ENSMZEG00005014613	2	20
ENSMZEG00005014614	5	7
ENSMZEG00005014615	0	0
ENSMZEG00005014616	0	0
ENSMZEG00005014617	0	0
ENSMZEG00005014618	0	4
ENSMZEG00005014619	2077	5468
ENSMZEG00005014620	0	17
ENSMZEG00005014621	0	0
ENSMZEG00005014622	2	0
ENSMZEG00005014623	2	1
ENSMZEG00005014624	0	0
ENSMZEG00005014625	45	9
ENSMZEG00005014626	0	4
ENSMZEG00005014627	0	0
ENSMZEG00005014628	0	0
ENSMZEG00005014629	3	10
ENSMZEG00005014630	0	0
ENSMZEG00005014631	680	5208
ENSMZEG00005014632	0	0
ENSMZEG00005014633	6	5
ENSMZEG00005014634	0	0
ENSMZEG00005014635	3	1
ENSMZEG00005014636	0	0
ENSMZEG00005014637	0	1
ENSMZEG00005014638	5	1
ENSMZEG00005014639	23	28
ENSMZEG00005014640	90	872
ENSMZEG00005014641	4	4
ENSMZEG00005014642	2	16
ENSMZEG00005014643	3	0
ENSMZEG00005014644	0	0
ENSMZEG00005014645	0	0
ENSMZEG00005014646	2337	298
ENSMZEG00005014647	1	1
ENSMZEG00005014648	0	0
ENSMZEG00005014649	0	0
ENSMZEG00005014650	1	0
ENSMZEG00005014651	0	1
ENSMZEG00005014652	0	0
ENSMZEG00005014653	0	0
ENSMZEG00005014654	0	0
ENSMZEG00005014655	3	2
ENSMZEG00005014656	0	0
ENSMZEG00005014657	0	0
ENSMZEG00005014658	30	1
ENSMZEG00005014659	1	1
ENSMZEG00005014660	1	0
ENSMZEG00005014661	0	0
ENSMZEG00005014662	0	4
ENSMZEG00005014663	0	0
ENSMZEG00005014664	0	0
ENSMZEG00005014665	1	0
ENSMZEG00005014666	6	7
ENSMZEG00005014667	1	0
ENSMZEG00005014668	0	0
ENSMZEG00005014669	2	2
ENSMZEG00005014670	0	0
ENSMZEG00005014671	0	0
ENSMZEG00005014672	0	0
ENSMZEG00005014673	2	10
ENSMZEG00005014674	0	0
ENSMZEG00005014675	0	0
ENSMZEG00005014676	4	5
ENSMZEG00005014677	0	0
ENSMZEG00005014678	0	0
ENSMZEG00005014679	18	3
ENSMZEG00005014680	0	1
ENSMZEG00005014681	1	4
ENSMZEG00005014682	0	0
ENSMZEG00005014683	8	7
ENSMZEG00005014684	0	0
ENSMZEG00005014685	2	0
ENSMZEG00005014686	8	2
ENSMZEG00005014687	21	5
ENSMZEG00005014688	1888	5495
ENSMZEG00005014689	3	5
ENSMZEG00005014690	0	0
ENSMZEG00005014691	0	0
ENSMZEG00005014692	0	1
ENSMZEG00005014693	0	0
ENSMZEG00005014694	11	35
ENSMZEG00005014695	0	0
ENSMZEG00005014696	0	0
ENSMZEG00005014697	0	0
ENSMZEG00005014698	0	0
ENSMZEG00005014699	0	0
ENSMZEG00005014700	0	0
ENSMZEG00005014701	0	0
ENSMZEG00005014702	0	0
ENSMZEG00005014703	1	3
ENSMZEG00005014704	741	525
ENSMZEG00005014705	0	0
ENSMZEG00005014706	20	6
ENSMZEG00005014707	0	0
ENSMZEG00005014708	2	2
ENSMZEG00005014709	0	3
ENSMZEG00005014710	1487	3562
ENSMZEG00005014711	521	196
ENSMZEG00005014712	3	3
ENSMZEG00005014713	0	0
ENSMZEG00005014714	12	12
ENSMZEG00005014715	0	2
ENSMZEG00005014716	0	0
ENSMZEG00005014717	0	0
ENSMZEG00005014718	32	7
ENSMZEG00005014719	10	6
ENSMZEG00005014720	0	0
ENSMZEG00005014721	0	0
ENSMZEG00005014722	0	0
ENSMZEG00005014723	36	37
ENSMZEG00005014724	0	0
ENSMZEG00005014725	0	0
ENSMZEG00005014726	3	0
ENSMZEG00005014727	243	118
ENSMZEG00005014728	25	182
ENSMZEG00005014729	0	0
ENSMZEG00005014730	0	0
ENSMZEG00005014731	2	27
ENSMZEG00005014732	2	0
ENSMZEG00005014733	0	0
ENSMZEG00005014734	0	0
ENSMZEG00005014735	0	1
ENSMZEG00005014736	1	0
ENSMZEG00005014737	4	14
ENSMZEG00005014738	0	0
ENSMZEG00005014739	0	0
ENSMZEG00005014740	0	1
ENSMZEG00005014741	0	0
ENSMZEG00005014742	0	0
ENSMZEG00005014743	7	3
ENSMZEG00005014744	0	0
ENSMZEG00005014745	1	4
ENSMZEG00005014746	0	0
ENSMZEG00005014747	1	0
ENSMZEG00005014748	0	0
ENSMZEG00005014749	0	0
ENSMZEG00005014750	0	0
ENSMZEG00005014751	0	0
ENSMZEG00005014752	1	0
ENSMZEG00005014753	0	0
ENSMZEG00005014754	0	3
ENSMZEG00005014755	1	0
ENSMZEG00005014756	0	0
ENSMZEG00005014757	29	153
ENSMZEG00005014758	1	5
ENSMZEG00005014759	2	0
ENSMZEG00005014760	11	5
ENSMZEG00005014761	5	0
ENSMZEG00005014762	0	0
ENSMZEG00005014763	5	5
ENSMZEG00005014764	8	1
ENSMZEG00005014765	0	0
ENSMZEG00005014766	5	2
ENSMZEG00005014767	0	0
ENSMZEG00005014768	9	0
ENSMZEG00005014769	0	0
ENSMZEG00005014770	0	1
ENSMZEG00005014771	0	0
ENSMZEG00005014772	2	22
ENSMZEG00005014773	0	0
ENSMZEG00005014774	163	77
ENSMZEG00005014775	0	0
ENSMZEG00005014776	0	0
ENSMZEG00005014777	4	5
ENSMZEG00005014778	0	1
ENSMZEG00005014779	0	0
ENSMZEG00005014780	0	0
ENSMZEG00005014781	356	227
ENSMZEG00005014782	0	0
ENSMZEG00005014783	0	3
ENSMZEG00005014784	0	0
ENSMZEG00005014785	0	0
ENSMZEG00005014786	0	0
ENSMZEG00005014787	2	4
ENSMZEG00005014788	1	7
ENSMZEG00005014789	0	0
ENSMZEG00005014790	0	0
ENSMZEG00005014791	2	0
ENSMZEG00005014792	4	6
ENSMZEG00005014793	2075	1889
ENSMZEG00005014794	0	0
ENSMZEG00005014795	1	0
ENSMZEG00005014796	20	2
ENSMZEG00005014797	0	0
ENSMZEG00005014798	0	1
ENSMZEG00005014799	0	0
ENSMZEG00005014800	0	0
ENSMZEG00005014801	5	3
ENSMZEG00005014802	0	2
ENSMZEG00005014803	0	0
ENSMZEG00005014804	0	1
ENSMZEG00005014805	0	0
ENSMZEG00005014806	3	0
ENSMZEG00005014807	6	1
ENSMZEG00005014808	1	1
ENSMZEG00005014809	0	0
ENSMZEG00005014810	0	1
ENSMZEG00005014811	0	1
ENSMZEG00005014812	0	0
ENSMZEG00005014813	0	0
ENSMZEG00005014814	1	1
ENSMZEG00005014815	0	0
ENSMZEG00005014816	0	0
ENSMZEG00005014817	0	2
ENSMZEG00005014818	0	0
ENSMZEG00005014819	0	0
ENSMZEG00005014820	4	0
ENSMZEG00005014821	0	0
ENSMZEG00005014822	1	0
ENSMZEG00005014823	0	0
ENSMZEG00005014824	0	0
ENSMZEG00005014825	0	0
ENSMZEG00005014826	432	573
ENSMZEG00005014827	113	72
ENSMZEG00005014828	0	0
ENSMZEG00005014829	0	0
ENSMZEG00005014830	0	0
ENSMZEG00005014831	0	0
ENSMZEG00005014832	0	0
ENSMZEG00005014833	1	3
ENSMZEG00005014834	0	0
ENSMZEG00005014835	0	0
ENSMZEG00005014836	0	0
ENSMZEG00005014837	0	0
ENSMZEG00005014838	0	2
ENSMZEG00005014839	0	0
ENSMZEG00005014840	2	2
ENSMZEG00005014841	0	0
ENSMZEG00005014842	0	0
ENSMZEG00005014843	0	0
ENSMZEG00005014844	0	1
ENSMZEG00005014845	0	0
ENSMZEG00005014846	0	0
ENSMZEG00005014847	0	0
ENSMZEG00005014848	0	0
ENSMZEG00005014849	1	4
ENSMZEG00005014850	1	0
ENSMZEG00005014851	0	0
ENSMZEG00005014852	1	4
ENSMZEG00005014853	0	12
ENSMZEG00005014854	0	0
ENSMZEG00005014855	7	26
ENSMZEG00005014856	0	0
ENSMZEG00005014857	0	1
ENSMZEG00005014858	0	0
ENSMZEG00005014859	1	15
ENSMZEG00005014860	0	0
ENSMZEG00005014861	0	0
ENSMZEG00005014862	0	0
ENSMZEG00005014863	1	27
ENSMZEG00005014864	7	4
ENSMZEG00005014865	0	0
ENSMZEG00005014866	0	0
ENSMZEG00005014867	0	0
ENSMZEG00005014868	0	0
ENSMZEG00005014869	0	0
ENSMZEG00005014870	6	0
ENSMZEG00005014871	0	0
ENSMZEG00005014872	2	1
ENSMZEG00005014873	0	0
ENSMZEG00005014874	0	0
ENSMZEG00005014875	11	2
ENSMZEG00005014876	0	0
ENSMZEG00005014877	0	0
ENSMZEG00005014878	13	5
ENSMZEG00005014879	0	0
ENSMZEG00005014880	10	0
ENSMZEG00005014881	0	0
ENSMZEG00005014882	0	0
ENSMZEG00005014883	0	0
ENSMZEG00005014884	4	1
ENSMZEG00005014885	0	0
ENSMZEG00005014886	0	0
ENSMZEG00005014887	0	0
ENSMZEG00005014888	0	3
ENSMZEG00005014889	2	0
ENSMZEG00005014890	0	0
ENSMZEG00005014891	0	0
ENSMZEG00005014892	10	3
ENSMZEG00005014893	0	0
ENSMZEG00005014894	145	287
ENSMZEG00005014895	0	0
ENSMZEG00005014896	0	2
ENSMZEG00005014897	0	0
ENSMZEG00005014898	0	0
ENSMZEG00005014899	5	24
ENSMZEG00005014900	6	1
ENSMZEG00005014901	0	0
ENSMZEG00005014902	10	13
ENSMZEG00005014903	3	9
ENSMZEG00005014904	4	0
ENSMZEG00005014905	3	3
ENSMZEG00005014906	4	4
ENSMZEG00005014907	0	0
ENSMZEG00005014908	0	0
ENSMZEG00005014909	1	0
ENSMZEG00005014910	4	5
ENSMZEG00005014911	0	2
ENSMZEG00005014912	0	0
ENSMZEG00005014913	0	0
ENSMZEG00005014914	0	0
ENSMZEG00005014915	0	0
ENSMZEG00005014916	12	7
ENSMZEG00005014917	1	4
ENSMZEG00005014918	5	0
ENSMZEG00005014919	0	0
ENSMZEG00005014920	30	86
ENSMZEG00005014921	1	1
ENSMZEG00005014922	0	0
ENSMZEG00005014923	13	6
ENSMZEG00005014924	18	45
ENSMZEG00005014925	61	32
ENSMZEG00005014926	3	0
ENSMZEG00005014927	0	2
ENSMZEG00005014928	7	2
ENSMZEG00005014929	14	173
ENSMZEG00005014930	0	0
ENSMZEG00005014931	304	63
ENSMZEG00005014932	1	3
ENSMZEG00005014933	1	1
ENSMZEG00005014934	0	0
ENSMZEG00005014935	0	0
ENSMZEG00005014936	0	1
ENSMZEG00005014937	1	2
ENSMZEG00005014938	1426	1241
ENSMZEG00005014939	90	120
ENSMZEG00005014940	1	3
ENSMZEG00005014941	1	0
ENSMZEG00005014942	1	0
ENSMZEG00005014943	0	1
ENSMZEG00005014944	0	5
ENSMZEG00005014945	3	0
ENSMZEG00005014946	14	37
ENSMZEG00005014947	0	0
ENSMZEG00005014948	0	1
ENSMZEG00005014949	0	0
ENSMZEG00005014950	0	0
ENSMZEG00005014951	0	1
ENSMZEG00005014952	31	132
ENSMZEG00005014953	5	0
ENSMZEG00005014954	1	0
ENSMZEG00005014955	4	4
ENSMZEG00005014956	78	754
ENSMZEG00005014957	0	0
ENSMZEG00005014958	891	182
ENSMZEG00005014959	23	61
ENSMZEG00005014960	0	0
ENSMZEG00005014961	0	0
ENSMZEG00005014962	0	0
ENSMZEG00005014963	56	56
ENSMZEG00005014964	0	0
ENSMZEG00005014965	5	3
ENSMZEG00005014966	1	0
ENSMZEG00005014967	0	0
ENSMZEG00005014968	0	0
ENSMZEG00005014969	0	1
ENSMZEG00005014970	0	0
ENSMZEG00005014971	291	536
ENSMZEG00005014972	8	7
ENSMZEG00005014973	2	2
ENSMZEG00005014974	0	0
ENSMZEG00005014975	3	16
ENSMZEG00005014976	0	0
ENSMZEG00005014977	0	0
ENSMZEG00005014978	24	5
ENSMZEG00005014979	1	1
ENSMZEG00005014980	2	1
ENSMZEG00005014981	15	13
ENSMZEG00005014982	1	0
ENSMZEG00005014983	3614	3986
ENSMZEG00005014984	0	0
ENSMZEG00005014985	1815	1443
ENSMZEG00005014986	0	0
ENSMZEG00005014987	3	7
ENSMZEG00005014988	10	14
ENSMZEG00005014989	24	16
ENSMZEG00005014990	118	181
ENSMZEG00005014991	0	1
ENSMZEG00005014992	23	24
ENSMZEG00005014993	8	4
ENSMZEG00005014994	1	1
ENSMZEG00005014995	36	52
ENSMZEG00005014996	0	1
ENSMZEG00005014997	0	8
ENSMZEG00005014998	138	259
ENSMZEG00005014999	0	1
ENSMZEG00005015000	1	3
ENSMZEG00005015001	0	0
ENSMZEG00005015002	9	1
ENSMZEG00005015003	0	0
ENSMZEG00005015004	127	33
ENSMZEG00005015005	2	1
ENSMZEG00005015006	0	0
ENSMZEG00005015007	131	246
ENSMZEG00005015008	0	1
ENSMZEG00005015009	739	1512
ENSMZEG00005015010	1	15
ENSMZEG00005015011	0	1
ENSMZEG00005015012	0	0
ENSMZEG00005015013	0	0
ENSMZEG00005015014	0	0
ENSMZEG00005015015	855	1105
ENSMZEG00005015016	2	1
ENSMZEG00005015017	5	133
ENSMZEG00005015018	0	0
ENSMZEG00005015019	0	0
ENSMZEG00005015020	5	1
ENSMZEG00005015021	0	1
ENSMZEG00005015022	0	0
ENSMZEG00005015023	73	62
ENSMZEG00005015024	4	12
ENSMZEG00005015025	239	360
ENSMZEG00005015026	0	9
ENSMZEG00005015027	3	5
ENSMZEG00005015028	0	0
ENSMZEG00005015029	0	2
ENSMZEG00005015030	1	5
ENSMZEG00005015031	0	0
ENSMZEG00005015032	0	0
ENSMZEG00005015033	31	14
ENSMZEG00005015034	0	0
ENSMZEG00005015035	2	14
ENSMZEG00005015036	12	1
ENSMZEG00005015037	2	5
ENSMZEG00005015038	10	1
ENSMZEG00005015039	1	1
ENSMZEG00005015040	0	2
ENSMZEG00005015041	0	0
ENSMZEG00005015042	14	12
ENSMZEG00005015043	0	0
ENSMZEG00005015044	0	0
ENSMZEG00005015045	0	0
ENSMZEG00005015046	184	167
ENSMZEG00005015047	0	0
ENSMZEG00005015048	0	0
ENSMZEG00005015049	0	1
ENSMZEG00005015050	0	1
ENSMZEG00005015051	32	2
ENSMZEG00005015052	11	8
ENSMZEG00005015053	141	77
ENSMZEG00005015054	10	18
ENSMZEG00005015055	15	48
ENSMZEG00005015056	2	1
ENSMZEG00005015057	0	9
ENSMZEG00005015058	1	0
ENSMZEG00005015059	1	11
ENSMZEG00005015060	0	2
ENSMZEG00005015061	0	2
ENSMZEG00005015062	4	3
ENSMZEG00005015063	6	38
ENSMZEG00005015064	1	2
ENSMZEG00005015065	2	3
ENSMZEG00005015066	3	4
ENSMZEG00005015067	4	3
ENSMZEG00005015068	2	7
ENSMZEG00005015069	2	0
ENSMZEG00005015070	9	1
ENSMZEG00005015071	0	0
ENSMZEG00005015072	10	9
ENSMZEG00005015073	19	12
ENSMZEG00005015074	0	2
ENSMZEG00005015075	10	0
ENSMZEG00005015076	3	4
ENSMZEG00005015077	0	1
ENSMZEG00005015078	9	5
ENSMZEG00005015079	27	37
ENSMZEG00005015080	0	1
ENSMZEG00005015081	9	0
ENSMZEG00005015082	0	1
ENSMZEG00005015083	0	1
ENSMZEG00005015084	0	7
ENSMZEG00005015085	6	3
ENSMZEG00005015086	1	1
ENSMZEG00005015087	0	0
ENSMZEG00005015088	5	17
ENSMZEG00005015089	2	0
ENSMZEG00005015090	0	0
ENSMZEG00005015091	2	0
ENSMZEG00005015092	3	0
ENSMZEG00005015093	2	6
ENSMZEG00005015094	7	2
ENSMZEG00005015095	13	9
ENSMZEG00005015096	1	3
ENSMZEG00005015097	0	0
ENSMZEG00005015098	4	0
ENSMZEG00005015099	3	1
ENSMZEG00005015100	8	14
ENSMZEG00005015101	0	0
ENSMZEG00005015102	0	0
ENSMZEG00005015103	2	4
ENSMZEG00005015104	0	4
ENSMZEG00005015105	2	0
ENSMZEG00005015106	0	0
ENSMZEG00005015107	0	4
ENSMZEG00005015108	6	5
ENSMZEG00005015109	8	5
ENSMZEG00005015110	0	0
ENSMZEG00005015111	0	4
ENSMZEG00005015112	5	4
ENSMZEG00005015113	0	0
ENSMZEG00005015114	1	3
ENSMZEG00005015115	1	6
ENSMZEG00005015116	1	6
ENSMZEG00005015117	105	1226
ENSMZEG00005015118	0	0
ENSMZEG00005015119	2981	337
ENSMZEG00005015120	4	2
ENSMZEG00005015121	3	4
ENSMZEG00005015122	8	9
ENSMZEG00005015123	22	13
ENSMZEG00005015124	0	0
ENSMZEG00005015125	2	4
ENSMZEG00005015126	0	11
ENSMZEG00005015127	0	0
ENSMZEG00005015128	0	0
ENSMZEG00005015129	0	0
ENSMZEG00005015130	0	0
ENSMZEG00005015131	170	729
ENSMZEG00005015132	0	3
ENSMZEG00005015133	3	1
ENSMZEG00005015134	0	3
ENSMZEG00005015135	0	1
ENSMZEG00005015136	1	0
ENSMZEG00005015137	7	16
ENSMZEG00005015138	1	0
ENSMZEG00005015139	0	0
ENSMZEG00005015140	0	0
ENSMZEG00005015141	0	0
