Gene	Mz_1_Eye	Mz_2_Eye
ENSMZEG00005004448	0	1
ENSMZEG00005004449	0	0
ENSMZEG00005004450	117	92
ENSMZEG00005004451	21	3
ENSMZEG00005004452	0	0
ENSMZEG00005004453	7	5
ENSMZEG00005004454	7	10
ENSMZEG00005004455	0	0
ENSMZEG00005004456	2352	3708
ENSMZEG00005004457	14	1
ENSMZEG00005004458	0	0
ENSMZEG00005004459	0	0
ENSMZEG00005004460	3	2
ENSMZEG00005004461	5	0
ENSMZEG00005004462	91	140
ENSMZEG00005004463	2	0
ENSMZEG00005004464	1	2
ENSMZEG00005004465	73	8
ENSMZEG00005004466	0	0
ENSMZEG00005004467	1	1
ENSMZEG00005004468	3	13
ENSMZEG00005004469	46	7
ENSMZEG00005004470	13843	5270
ENSMZEG00005004471	1	1
ENSMZEG00005004472	0	0
ENSMZEG00005004473	2	1
ENSMZEG00005004474	5	10
ENSMZEG00005004475	6	15
ENSMZEG00005004476	89	11
ENSMZEG00005004477	3	3
ENSMZEG00005004478	0	0
ENSMZEG00005004479	1	0
ENSMZEG00005004480	1689	890
ENSMZEG00005004481	0	1
ENSMZEG00005004482	1	1
ENSMZEG00005004483	0	0
ENSMZEG00005004484	611	78
ENSMZEG00005004485	7	29
ENSMZEG00005004486	12	10
ENSMZEG00005004487	2	15
ENSMZEG00005004488	3	1
ENSMZEG00005004489	0	0
ENSMZEG00005004490	0	9
ENSMZEG00005004491	1	1
ENSMZEG00005004492	619	2173
ENSMZEG00005004493	0	0
ENSMZEG00005004494	4	3
ENSMZEG00005004495	0	0
ENSMZEG00005004496	0	0
ENSMZEG00005004497	0	0
ENSMZEG00005004498	10	2
ENSMZEG00005004499	0	0
ENSMZEG00005004500	2	0
ENSMZEG00005004501	8	6
ENSMZEG00005004502	0	0
ENSMZEG00005004503	2	0
ENSMZEG00005004504	795	9773
ENSMZEG00005004505	0	0
ENSMZEG00005004506	1	0
ENSMZEG00005004507	2	0
ENSMZEG00005004508	4	1
ENSMZEG00005004509	0	0
ENSMZEG00005004510	0	0
ENSMZEG00005004511	1	0
ENSMZEG00005004512	0	0
ENSMZEG00005004513	0	0
ENSMZEG00005004514	0	0
ENSMZEG00005004515	0	7
ENSMZEG00005004516	2	0
ENSMZEG00005004517	109	16
ENSMZEG00005004518	0	0
ENSMZEG00005004519	8	1
ENSMZEG00005004520	5	33
ENSMZEG00005004521	1	3
ENSMZEG00005004522	21	40
ENSMZEG00005004523	7	89
ENSMZEG00005004524	0	14
ENSMZEG00005004525	0	0
ENSMZEG00005004526	0	1
ENSMZEG00005004527	0	0
ENSMZEG00005004528	0	4
ENSMZEG00005004529	8	4
ENSMZEG00005004530	4	0
ENSMZEG00005004531	15	10
ENSMZEG00005004532	0	5
ENSMZEG00005004533	0	0
ENSMZEG00005004534	0	0
ENSMZEG00005004535	4	4
ENSMZEG00005004536	0	0
ENSMZEG00005004537	199	331
ENSMZEG00005004538	4	10
ENSMZEG00005004539	9	84
ENSMZEG00005004540	0	2
ENSMZEG00005004541	9	9
ENSMZEG00005004542	2	0
ENSMZEG00005004543	993	847
ENSMZEG00005004544	1	0
ENSMZEG00005004545	5	13
ENSMZEG00005004546	0	0
ENSMZEG00005004547	1	1
ENSMZEG00005004548	0	0
ENSMZEG00005004549	4	19
ENSMZEG00005004550	0	0
ENSMZEG00005004551	2	1
ENSMZEG00005004552	0	0
ENSMZEG00005004553	2	2
ENSMZEG00005004554	0	8
ENSMZEG00005004555	1	1
ENSMZEG00005004556	3	1
ENSMZEG00005004557	0	1
ENSMZEG00005004558	0	0
ENSMZEG00005004559	0	0
ENSMZEG00005004560	18	58
ENSMZEG00005004561	0	0
ENSMZEG00005004562	0	0
ENSMZEG00005004563	0	0
ENSMZEG00005004564	3	3
ENSMZEG00005004565	7	6
ENSMZEG00005004566	184	483
ENSMZEG00005004567	2	0
ENSMZEG00005004568	0	0
ENSMZEG00005004569	0	0
ENSMZEG00005004570	0	3
ENSMZEG00005004571	0	0
ENSMZEG00005004572	55	67
ENSMZEG00005004573	0	0
ENSMZEG00005004574	1	0
ENSMZEG00005004575	0	0
ENSMZEG00005004576	0	2
ENSMZEG00005004577	4	0
ENSMZEG00005004578	1	1
ENSMZEG00005004579	0	4
ENSMZEG00005004580	0	1
ENSMZEG00005004581	0	2
ENSMZEG00005004582	2	6
ENSMZEG00005004583	0	0
ENSMZEG00005004584	2	4
ENSMZEG00005004585	4	4
ENSMZEG00005004586	0	0
ENSMZEG00005004587	1	1
ENSMZEG00005004588	0	2
ENSMZEG00005004589	0	0
ENSMZEG00005004590	1	0
ENSMZEG00005004591	0	0
ENSMZEG00005004592	2	1
ENSMZEG00005004593	0	0
ENSMZEG00005004594	233	171
ENSMZEG00005004595	0	0
ENSMZEG00005004596	6	3
ENSMZEG00005004597	0	0
ENSMZEG00005004598	2	1
ENSMZEG00005004599	0	2
ENSMZEG00005004600	0	0
ENSMZEG00005004601	0	2
ENSMZEG00005004602	0	0
ENSMZEG00005004603	17	12
ENSMZEG00005004604	0	0
ENSMZEG00005004605	0	0
ENSMZEG00005004606	56	97
ENSMZEG00005004607	10	3
ENSMZEG00005004608	0	0
ENSMZEG00005004609	7	3
ENSMZEG00005004610	1	0
ENSMZEG00005004611	4	5
ENSMZEG00005004612	0	0
ENSMZEG00005004613	1	2
ENSMZEG00005004614	0	0
ENSMZEG00005004615	5	3
ENSMZEG00005004616	0	1
ENSMZEG00005004617	454	411
ENSMZEG00005004618	1	0
ENSMZEG00005004619	0	0
ENSMZEG00005004620	0	0
ENSMZEG00005004621	2	0
ENSMZEG00005004622	1	2
ENSMZEG00005004623	36	8
ENSMZEG00005004624	0	0
ENSMZEG00005004625	0	0
ENSMZEG00005004626	4	3
ENSMZEG00005004627	2	5
ENSMZEG00005004628	0	0
ENSMZEG00005004629	0	1
ENSMZEG00005004630	0	0
ENSMZEG00005004631	0	0
ENSMZEG00005004632	0	0
ENSMZEG00005004633	6	0
ENSMZEG00005004634	4	4
ENSMZEG00005004635	0	5
ENSMZEG00005004636	0	2
ENSMZEG00005004637	93	137
ENSMZEG00005004638	0	1
ENSMZEG00005004639	0	0
ENSMZEG00005004640	2	0
ENSMZEG00005004641	1	0
ENSMZEG00005004642	22	420
ENSMZEG00005004643	2	4
ENSMZEG00005004644	10	18
ENSMZEG00005004645	0	6
ENSMZEG00005004646	0	0
ENSMZEG00005004647	11	116
ENSMZEG00005004648	2	0
ENSMZEG00005004649	9	1
ENSMZEG00005004650	0	0
ENSMZEG00005004651	0	0
ENSMZEG00005004652	1088	2114
ENSMZEG00005004653	109	42
ENSMZEG00005004654	0	0
ENSMZEG00005004655	0	1
ENSMZEG00005004656	0	0
ENSMZEG00005004657	0	0
ENSMZEG00005004658	1	0
ENSMZEG00005004659	0	0
ENSMZEG00005004660	5	6
ENSMZEG00005004661	0	0
ENSMZEG00005004662	0	0
ENSMZEG00005004663	8	4
ENSMZEG00005004664	0	1
ENSMZEG00005004665	1	0
ENSMZEG00005004666	0	0
ENSMZEG00005004667	0	0
ENSMZEG00005004668	7	1
ENSMZEG00005004669	1	4
ENSMZEG00005004670	0	0
ENSMZEG00005004671	0	0
ENSMZEG00005004672	0	1
ENSMZEG00005004673	0	0
ENSMZEG00005004674	0	1
ENSMZEG00005004675	0	0
ENSMZEG00005004676	0	1
ENSMZEG00005004677	11	48
ENSMZEG00005004678	3	0
ENSMZEG00005004679	0	0
ENSMZEG00005004680	0	0
ENSMZEG00005004681	0	0
ENSMZEG00005004682	0	5
ENSMZEG00005004683	0	0
ENSMZEG00005004684	1	7
ENSMZEG00005004685	10	4
ENSMZEG00005004686	0	0
ENSMZEG00005004687	525	465
ENSMZEG00005004688	7	0
ENSMZEG00005004689	1	3
ENSMZEG00005004690	1	2
ENSMZEG00005004691	0	0
ENSMZEG00005004692	0	0
ENSMZEG00005004693	34	5
ENSMZEG00005004694	10	5
ENSMZEG00005004695	24	59
ENSMZEG00005004696	0	0
ENSMZEG00005004697	0	0
ENSMZEG00005004698	302	58
ENSMZEG00005004699	0	16
ENSMZEG00005004700	0	0
ENSMZEG00005004701	0	0
ENSMZEG00005004702	0	2
ENSMZEG00005004703	0	0
ENSMZEG00005004704	2	0
ENSMZEG00005004705	0	0
ENSMZEG00005004706	0	0
ENSMZEG00005004707	0	0
ENSMZEG00005004708	0	0
ENSMZEG00005004709	0	5
ENSMZEG00005004710	0	0
ENSMZEG00005004711	7	3
ENSMZEG00005004712	1	0
ENSMZEG00005004713	0	0
ENSMZEG00005004714	20	35
ENSMZEG00005004715	0	0
ENSMZEG00005004716	0	0
ENSMZEG00005004717	0	0
ENSMZEG00005004718	0	0
ENSMZEG00005004719	14	31
ENSMZEG00005004720	1	4
ENSMZEG00005004721	0	0
ENSMZEG00005004722	2	6
ENSMZEG00005004723	0	0
ENSMZEG00005004724	2	3
ENSMZEG00005004725	0	0
ENSMZEG00005004726	0	0
ENSMZEG00005004727	0	0
ENSMZEG00005004728	0	0
ENSMZEG00005004729	0	0
ENSMZEG00005004730	1	10
ENSMZEG00005004731	729	1078
ENSMZEG00005004732	1	0
ENSMZEG00005004733	0	0
ENSMZEG00005004734	2	11
ENSMZEG00005004735	2	6
ENSMZEG00005004736	0	0
ENSMZEG00005004737	5	4
ENSMZEG00005004738	0	1
ENSMZEG00005004739	0	0
ENSMZEG00005004740	0	0
ENSMZEG00005004741	4	3
ENSMZEG00005004742	0	0
ENSMZEG00005004743	7	2
ENSMZEG00005004744	6	9
ENSMZEG00005004745	0	0
ENSMZEG00005004746	0	0
ENSMZEG00005004747	9	3
ENSMZEG00005004748	0	0
ENSMZEG00005004749	45	60
ENSMZEG00005004750	0	2
ENSMZEG00005004751	4	5
ENSMZEG00005004752	1	0
ENSMZEG00005004753	0	2
ENSMZEG00005004754	2	0
ENSMZEG00005004755	0	0
ENSMZEG00005004756	0	2
ENSMZEG00005004757	0	2
ENSMZEG00005004758	0	0
ENSMZEG00005004759	0	0
ENSMZEG00005004760	3	1
ENSMZEG00005004761	9	19
ENSMZEG00005004762	0	0
ENSMZEG00005004763	0	0
ENSMZEG00005004764	0	0
ENSMZEG00005004765	1	8
ENSMZEG00005004766	0	0
ENSMZEG00005004767	7	86
ENSMZEG00005004768	0	0
ENSMZEG00005004769	0	0
ENSMZEG00005004770	9	2
ENSMZEG00005004771	0	0
ENSMZEG00005004772	2	1
ENSMZEG00005004773	1132	266
ENSMZEG00005004774	0	0
ENSMZEG00005004775	3	11
ENSMZEG00005004776	0	0
ENSMZEG00005004777	0	0
ENSMZEG00005004778	1	9
ENSMZEG00005004779	0	0
ENSMZEG00005004780	0	0
ENSMZEG00005004781	0	22
ENSMZEG00005004782	0	0
ENSMZEG00005004783	0	0
ENSMZEG00005004784	0	0
ENSMZEG00005004785	0	0
ENSMZEG00005004786	1	3
ENSMZEG00005004787	0	0
ENSMZEG00005004788	330	333
ENSMZEG00005004789	4	10
ENSMZEG00005004790	5	4
ENSMZEG00005004791	10	0
ENSMZEG00005004792	5	1
ENSMZEG00005004793	3	0
ENSMZEG00005004794	2	0
ENSMZEG00005004795	7	0
ENSMZEG00005004796	480	516
ENSMZEG00005004797	14	17
ENSMZEG00005004798	142	121
ENSMZEG00005004799	3	7
ENSMZEG00005004800	0	0
ENSMZEG00005004801	2	2
ENSMZEG00005004802	0	1
ENSMZEG00005004803	4	1
ENSMZEG00005004804	11	27
ENSMZEG00005004805	0	0
ENSMZEG00005004806	5	3
ENSMZEG00005004807	0	0
ENSMZEG00005004808	0	0
ENSMZEG00005004809	0	0
ENSMZEG00005004810	6	8
ENSMZEG00005004811	2	8
ENSMZEG00005004812	33	317
ENSMZEG00005004813	0	0
ENSMZEG00005004814	163	39
ENSMZEG00005004815	0	0
ENSMZEG00005004816	0	1
ENSMZEG00005004817	3	3
ENSMZEG00005004818	0	0
ENSMZEG00005004819	0	0
ENSMZEG00005004820	0	0
ENSMZEG00005004821	1	3
ENSMZEG00005004822	2	0
ENSMZEG00005004823	0	0
ENSMZEG00005004824	1	1
ENSMZEG00005004825	3	4
ENSMZEG00005004826	0	0
ENSMZEG00005004827	8	0
ENSMZEG00005004828	0	0
ENSMZEG00005004829	0	0
ENSMZEG00005004830	0	0
ENSMZEG00005004831	0	0
ENSMZEG00005004832	0	0
ENSMZEG00005004833	0	0
ENSMZEG00005004834	4	19
ENSMZEG00005004835	5	1
ENSMZEG00005004836	0	1
ENSMZEG00005004837	6	0
ENSMZEG00005004838	0	2
ENSMZEG00005004839	2	2
ENSMZEG00005004840	1	0
ENSMZEG00005004841	3	4
ENSMZEG00005004842	152	207
ENSMZEG00005004843	1	1
ENSMZEG00005004844	0	0
ENSMZEG00005004845	0	0
ENSMZEG00005004846	0	0
ENSMZEG00005004847	95	124
ENSMZEG00005004848	2	19
ENSMZEG00005004849	0	0
ENSMZEG00005004850	0	8
ENSMZEG00005004851	0	0
ENSMZEG00005004852	512	156
ENSMZEG00005004853	0	0
ENSMZEG00005004854	1	1
ENSMZEG00005004855	0	0
ENSMZEG00005004856	392	524
ENSMZEG00005004857	0	4
ENSMZEG00005004858	3	21
ENSMZEG00005004859	11	11
ENSMZEG00005004860	5	3
ENSMZEG00005004861	0	2
ENSMZEG00005004862	0	0
ENSMZEG00005004863	0	0
ENSMZEG00005004864	5	11
ENSMZEG00005004865	1069	1455
ENSMZEG00005004866	3	29
ENSMZEG00005004867	1	1
ENSMZEG00005004868	1	7
ENSMZEG00005004869	0	0
ENSMZEG00005004870	6	2
ENSMZEG00005004871	0	3
ENSMZEG00005004872	2	8
ENSMZEG00005004873	0	0
ENSMZEG00005004874	0	0
ENSMZEG00005004875	0	2
ENSMZEG00005004876	4	12
ENSMZEG00005004877	0	0
ENSMZEG00005004878	7	0
ENSMZEG00005004879	0	0
ENSMZEG00005004880	0	3
ENSMZEG00005004881	0	0
ENSMZEG00005004882	0	3
ENSMZEG00005004883	0	0
ENSMZEG00005004884	6	3
ENSMZEG00005004885	7	5
ENSMZEG00005004886	0	0
ENSMZEG00005004887	0	0
ENSMZEG00005004888	0	3
ENSMZEG00005004889	0	2
ENSMZEG00005004890	0	0
ENSMZEG00005004891	0	1
ENSMZEG00005004892	0	0
ENSMZEG00005004893	257	346
ENSMZEG00005004894	0	0
ENSMZEG00005004895	21	19
ENSMZEG00005004896	0	0
ENSMZEG00005004897	6	1
ENSMZEG00005004898	0	0
ENSMZEG00005004899	0	0
ENSMZEG00005004900	0	1
ENSMZEG00005004901	0	4
ENSMZEG00005004902	0	1
ENSMZEG00005004903	2	3
ENSMZEG00005004904	0	0
ENSMZEG00005004905	4	2
ENSMZEG00005004906	10	130
ENSMZEG00005004907	0	0
ENSMZEG00005004908	22	16
ENSMZEG00005004909	0	0
ENSMZEG00005004910	0	2
ENSMZEG00005004911	0	0
ENSMZEG00005004912	4	0
ENSMZEG00005004913	0	2
ENSMZEG00005004914	7	6
ENSMZEG00005004915	57	118
ENSMZEG00005004916	1	0
ENSMZEG00005004917	0	0
ENSMZEG00005004918	0	0
ENSMZEG00005004919	0	1
ENSMZEG00005004920	1	1
ENSMZEG00005004921	0	2
ENSMZEG00005004922	0	1
ENSMZEG00005004923	0	0
ENSMZEG00005004924	0	0
ENSMZEG00005004925	0	0
ENSMZEG00005004926	19	1
ENSMZEG00005004927	5	9
ENSMZEG00005004928	8	1
ENSMZEG00005004929	0	1
ENSMZEG00005004930	2	0
ENSMZEG00005004931	2	1
ENSMZEG00005004932	0	0
ENSMZEG00005004933	1	0
ENSMZEG00005004934	4	19
ENSMZEG00005004935	15	10
ENSMZEG00005004936	0	0
ENSMZEG00005004937	1	1
ENSMZEG00005004938	1	0
ENSMZEG00005004939	0	0
ENSMZEG00005004940	0	1
ENSMZEG00005004941	0	0
ENSMZEG00005004942	0	1
ENSMZEG00005004943	0	0
ENSMZEG00005004944	0	0
ENSMZEG00005004945	0	0
ENSMZEG00005004946	0	2
ENSMZEG00005004947	0	0
ENSMZEG00005004948	0	0
ENSMZEG00005004949	7	2
ENSMZEG00005004950	5	2
ENSMZEG00005004951	0	0
ENSMZEG00005004952	143	18
ENSMZEG00005004953	0	2
ENSMZEG00005004954	36	39
ENSMZEG00005004955	0	0
ENSMZEG00005004956	0	0
ENSMZEG00005004957	0	0
ENSMZEG00005004958	3	3
ENSMZEG00005004959	6	1103
ENSMZEG00005004960	364	472
ENSMZEG00005004961	0	0
ENSMZEG00005004962	0	1
ENSMZEG00005004963	0	2
ENSMZEG00005004964	0	0
ENSMZEG00005004965	6	5
ENSMZEG00005004966	5	2
ENSMZEG00005004967	0	0
ENSMZEG00005004968	1	2
ENSMZEG00005004969	2	26
ENSMZEG00005004970	13	0
ENSMZEG00005004971	8	6
ENSMZEG00005004972	1	2
ENSMZEG00005004973	0	0
ENSMZEG00005004974	0	0
ENSMZEG00005004975	0	0
ENSMZEG00005004976	0	0
ENSMZEG00005004977	2	1
ENSMZEG00005004978	0	0
ENSMZEG00005004979	0	0
ENSMZEG00005004980	40	39
ENSMZEG00005004981	1	0
ENSMZEG00005004982	5	8
ENSMZEG00005004983	1	8
ENSMZEG00005004984	6	3
ENSMZEG00005004985	0	0
ENSMZEG00005004986	201	177
ENSMZEG00005004987	3	3
ENSMZEG00005004988	0	0
ENSMZEG00005004989	5	0
ENSMZEG00005004990	0	4
ENSMZEG00005004991	0	0
ENSMZEG00005004992	0	0
ENSMZEG00005004993	0	0
ENSMZEG00005004994	8	4
ENSMZEG00005004995	0	0
ENSMZEG00005004996	0	0
ENSMZEG00005004997	0	0
ENSMZEG00005004998	134	365
ENSMZEG00005004999	0	1
ENSMZEG00005005000	7	12
ENSMZEG00005005001	0	0
ENSMZEG00005005002	4	16
ENSMZEG00005005003	0	2
ENSMZEG00005005004	9	4
ENSMZEG00005005005	11	25
ENSMZEG00005005006	169	61
ENSMZEG00005005007	0	0
ENSMZEG00005005008	0	0
ENSMZEG00005005009	0	0
ENSMZEG00005005010	2	0
ENSMZEG00005005011	0	0
ENSMZEG00005005012	6	6
ENSMZEG00005005013	5	1
ENSMZEG00005005014	5	3
ENSMZEG00005005015	40	214
ENSMZEG00005005016	3	1
ENSMZEG00005005017	0	0
ENSMZEG00005005018	7	1
ENSMZEG00005005019	4	0
ENSMZEG00005005020	0	0
ENSMZEG00005005021	4	4
ENSMZEG00005005022	14	10
ENSMZEG00005005023	12154	65162
ENSMZEG00005005024	2	0
ENSMZEG00005005025	0	0
ENSMZEG00005005026	0	0
ENSMZEG00005005027	227	1138
ENSMZEG00005005028	16	18
ENSMZEG00005005029	0	0
ENSMZEG00005005030	0	0
ENSMZEG00005005031	1	0
ENSMZEG00005005032	0	2
ENSMZEG00005005033	1	1
ENSMZEG00005005034	0	0
ENSMZEG00005005035	7	0
ENSMZEG00005005036	0	1
ENSMZEG00005005037	1	4
ENSMZEG00005005038	3	12
ENSMZEG00005005039	3	2
ENSMZEG00005005040	5	6
ENSMZEG00005005041	4	25
ENSMZEG00005005042	1	6
ENSMZEG00005005043	9	12
ENSMZEG00005005044	10	0
ENSMZEG00005005045	0	0
ENSMZEG00005005046	0	0
ENSMZEG00005005047	2	0
ENSMZEG00005005048	0	0
ENSMZEG00005005049	5	0
ENSMZEG00005005050	7	2
ENSMZEG00005005051	88	88
ENSMZEG00005005052	45	58
ENSMZEG00005005053	6	9
ENSMZEG00005005054	0	0
ENSMZEG00005005055	1	2
ENSMZEG00005005056	9	2
ENSMZEG00005005057	8	7
ENSMZEG00005005058	7	3
ENSMZEG00005005059	6	43
ENSMZEG00005005060	1	0
ENSMZEG00005005061	12	0
ENSMZEG00005005062	16467	6980
ENSMZEG00005005063	0	0
ENSMZEG00005005064	0	0
ENSMZEG00005005065	4	0
ENSMZEG00005005066	0	1
ENSMZEG00005005067	0	0
ENSMZEG00005005068	4	1
ENSMZEG00005005069	8	7
ENSMZEG00005005070	0	1
ENSMZEG00005005071	10	9
ENSMZEG00005005072	3	3
ENSMZEG00005005073	0	0
ENSMZEG00005005074	1	1
ENSMZEG00005005075	10	5
ENSMZEG00005005076	0	0
ENSMZEG00005005077	0	0
ENSMZEG00005005078	4	0
ENSMZEG00005005079	2	6
ENSMZEG00005005080	160	89
ENSMZEG00005005081	0	0
ENSMZEG00005005082	2	1
ENSMZEG00005005083	0	0
ENSMZEG00005005084	722	1426
ENSMZEG00005005085	1	5
ENSMZEG00005005086	0	0
ENSMZEG00005005087	0	0
ENSMZEG00005005088	0	0
ENSMZEG00005005089	6	12
ENSMZEG00005005090	0	0
ENSMZEG00005005091	0	0
ENSMZEG00005005092	25	10
ENSMZEG00005005093	0	0
ENSMZEG00005005094	0	2
ENSMZEG00005005095	2	2
ENSMZEG00005005096	0	0
ENSMZEG00005005097	18	139
ENSMZEG00005005098	1	14
ENSMZEG00005005099	2	2
ENSMZEG00005005100	0	2
ENSMZEG00005005101	9	1
ENSMZEG00005005102	0	0
ENSMZEG00005005103	6	7
ENSMZEG00005005104	3	7
ENSMZEG00005005105	2	1
ENSMZEG00005005106	0	0
ENSMZEG00005005107	2	49
ENSMZEG00005005108	0	0
ENSMZEG00005005109	5	2
ENSMZEG00005005110	0	0
ENSMZEG00005005111	0	0
ENSMZEG00005005112	0	0
ENSMZEG00005005113	2	2
ENSMZEG00005005114	2	124
ENSMZEG00005005115	0	0
ENSMZEG00005005116	4	0
ENSMZEG00005005117	101	288
ENSMZEG00005005118	1	12
ENSMZEG00005005119	1	3
ENSMZEG00005005120	0	0
ENSMZEG00005005121	0	3
ENSMZEG00005005122	6	24
ENSMZEG00005005123	0	0
ENSMZEG00005005124	2	4
ENSMZEG00005005125	2	0
ENSMZEG00005005126	51	38
ENSMZEG00005005127	0	8
ENSMZEG00005005128	3	0
ENSMZEG00005005129	1	15
ENSMZEG00005005130	1	1
ENSMZEG00005005131	0	0
ENSMZEG00005005132	0	0
ENSMZEG00005005133	462	977
ENSMZEG00005005134	3	0
ENSMZEG00005005135	0	0
ENSMZEG00005005136	203	69
ENSMZEG00005005137	5	9
ENSMZEG00005005138	19	7
ENSMZEG00005005139	0	0
ENSMZEG00005005140	0	0
ENSMZEG00005005141	0	2
ENSMZEG00005005142	2	2
ENSMZEG00005005143	0	0
ENSMZEG00005005144	205	194
ENSMZEG00005005145	2	3
ENSMZEG00005005146	1816	1546
ENSMZEG00005005147	0	3
ENSMZEG00005005148	7	15
ENSMZEG00005005149	0	1
ENSMZEG00005005150	0	0
ENSMZEG00005005151	0	0
ENSMZEG00005005152	0	0
ENSMZEG00005005153	614	743
ENSMZEG00005005154	0	0
ENSMZEG00005005155	1	9
ENSMZEG00005005156	0	0
ENSMZEG00005005157	8	1
ENSMZEG00005005158	0	0
ENSMZEG00005005159	6	10
ENSMZEG00005005160	0	7
ENSMZEG00005005161	0	0
ENSMZEG00005005162	0	0
ENSMZEG00005005163	0	0
ENSMZEG00005005164	63	24
ENSMZEG00005005165	0	0
ENSMZEG00005005166	0	0
ENSMZEG00005005167	0	4
ENSMZEG00005005168	0	0
ENSMZEG00005005169	2	8
ENSMZEG00005005170	1	0
ENSMZEG00005005171	0	0
ENSMZEG00005005172	5	1
ENSMZEG00005005173	0	0
ENSMZEG00005005174	0	0
ENSMZEG00005005175	2	1
ENSMZEG00005005176	0	0
ENSMZEG00005005177	14	3
ENSMZEG00005005178	0	0
ENSMZEG00005005179	52	4
ENSMZEG00005005180	83	60
ENSMZEG00005005181	0	0
ENSMZEG00005005182	1	3
ENSMZEG00005005183	0	0
ENSMZEG00005005184	29	61
ENSMZEG00005005185	0	5
ENSMZEG00005005186	0	1
ENSMZEG00005005187	0	0
ENSMZEG00005005188	0	1
ENSMZEG00005005189	19	44
ENSMZEG00005005190	4	2
ENSMZEG00005005191	0	0
ENSMZEG00005005192	4	7
ENSMZEG00005005193	30	6
ENSMZEG00005005194	2	8
ENSMZEG00005005195	0	0
ENSMZEG00005005196	3	4
ENSMZEG00005005197	1	19
ENSMZEG00005005198	0	0
ENSMZEG00005005199	0	0
ENSMZEG00005005200	12	0
ENSMZEG00005005201	21	11
ENSMZEG00005005202	0	0
ENSMZEG00005005203	1601	189
ENSMZEG00005005204	20	1
ENSMZEG00005005205	23	13
ENSMZEG00005005206	0	4
ENSMZEG00005005207	6	3
ENSMZEG00005005208	10	3
ENSMZEG00005005209	0	0
ENSMZEG00005005210	0	0
ENSMZEG00005005211	0	4
ENSMZEG00005005212	0	0
ENSMZEG00005005213	128	45
ENSMZEG00005005214	6	65
ENSMZEG00005005215	6	17
ENSMZEG00005005216	21	21
ENSMZEG00005005217	0	0
ENSMZEG00005005218	298	925
ENSMZEG00005005219	6	2
ENSMZEG00005005220	0	0
ENSMZEG00005005221	5	28
ENSMZEG00005005222	91	138
ENSMZEG00005005223	0	2
ENSMZEG00005005224	0	0
ENSMZEG00005005225	2	1
ENSMZEG00005005226	30	1
ENSMZEG00005005227	0	0
ENSMZEG00005005228	1	0
ENSMZEG00005005229	5	0
ENSMZEG00005005230	1	5
ENSMZEG00005005231	0	1
ENSMZEG00005005232	0	0
ENSMZEG00005005233	3	0
ENSMZEG00005005234	2	7
ENSMZEG00005005235	0	2
ENSMZEG00005005236	0	0
ENSMZEG00005005237	0	2
ENSMZEG00005005238	0	0
ENSMZEG00005005239	0	0
ENSMZEG00005005240	1	1
ENSMZEG00005005241	0	0
ENSMZEG00005005242	0	0
ENSMZEG00005005243	3	1
ENSMZEG00005005244	13	0
ENSMZEG00005005245	0	0
ENSMZEG00005005246	0	0
ENSMZEG00005005247	1	0
ENSMZEG00005005248	0	3
ENSMZEG00005005249	4	4
ENSMZEG00005005250	4	5
ENSMZEG00005005251	11	0
ENSMZEG00005005252	3	18
ENSMZEG00005005253	3	2
ENSMZEG00005005254	0	0
ENSMZEG00005005255	2	2
ENSMZEG00005005256	9	11
ENSMZEG00005005257	0	2
ENSMZEG00005005258	5	0
ENSMZEG00005005259	1	0
ENSMZEG00005005260	4	117
ENSMZEG00005005261	14	7
ENSMZEG00005005262	722	1824
ENSMZEG00005005263	7	1
ENSMZEG00005005264	6	4
ENSMZEG00005005265	5	5
ENSMZEG00005005266	0	0
ENSMZEG00005005267	3	1
ENSMZEG00005005268	3	1
ENSMZEG00005005269	2	8
ENSMZEG00005005270	0	0
ENSMZEG00005005271	0	0
ENSMZEG00005005272	4	1
ENSMZEG00005005273	0	0
ENSMZEG00005005274	0	0
ENSMZEG00005005275	0	0
ENSMZEG00005005276	3	0
ENSMZEG00005005277	2	7
ENSMZEG00005005278	550	1205
ENSMZEG00005005279	4	3
ENSMZEG00005005280	0	0
ENSMZEG00005005281	0	5
ENSMZEG00005005282	4	0
ENSMZEG00005005283	14	1
ENSMZEG00005005284	0	1
ENSMZEG00005005285	0	0
ENSMZEG00005005286	1	2
ENSMZEG00005005287	1	3
ENSMZEG00005005288	0	0
ENSMZEG00005005289	0	0
ENSMZEG00005005290	18	13
ENSMZEG00005005291	0	0
ENSMZEG00005005292	5	0
ENSMZEG00005005293	0	0
ENSMZEG00005005294	13	0
ENSMZEG00005005295	8	0
ENSMZEG00005005296	1	7
ENSMZEG00005005297	11	2
ENSMZEG00005005298	0	0
ENSMZEG00005005299	2	2
ENSMZEG00005005300	2	0
ENSMZEG00005005301	0	0
ENSMZEG00005005302	2	2
ENSMZEG00005005303	160	82
ENSMZEG00005005304	0	0
ENSMZEG00005005305	3	1
ENSMZEG00005005306	9	3
ENSMZEG00005005307	2	4
ENSMZEG00005005308	0	0
ENSMZEG00005005309	0	2
ENSMZEG00005005310	1	0
ENSMZEG00005005311	0	0
ENSMZEG00005005312	150	290
ENSMZEG00005005313	1	3
ENSMZEG00005005314	5	15
ENSMZEG00005005315	8	6
ENSMZEG00005005316	0	0
ENSMZEG00005005317	1212	1634
ENSMZEG00005005318	0	1
