Gene	On_1_Eye	On_2_Eye	On_3_Eye
ENSONIG00000030197	0	0	0
ENSONIG00000030198	0	0	0
ENSONIG00000030199	0	0	0
ENSONIG00000030200	0	0	0
ENSONIG00000030201	0	0	106
ENSONIG00000030202	0	0	61
ENSONIG00000030203	0	1	0
ENSONIG00000030204	0	0	0
ENSONIG00000030205	0	0	0
ENSONIG00000030206	2	21	29
ENSONIG00000030207	0	0	0
ENSONIG00000030208	0	0	0
ENSONIG00000030209	2	0	9
ENSONIG00000030210	0	0	0
ENSONIG00000030211	0	0	0
ENSONIG00000030212	11	11	13
ENSONIG00000030213	0	0	0
ENSONIG00000030214	0	0	0
ENSONIG00000030215	3	3	62
ENSONIG00000030216	0	0	0
ENSONIG00000030217	0	0	0
ENSONIG00000030218	0	0	0
ENSONIG00000030219	2	0	0
ENSONIG00000030220	0	0	0
ENSONIG00000030221	0	0	3
ENSONIG00000030222	0	0	0
ENSONIG00000030223	0	0	0
ENSONIG00000030224	0	0	0
ENSONIG00000030225	0	0	1
ENSONIG00000030226	0	0	0
ENSONIG00000030227	0	0	0
ENSONIG00000030228	0	0	1
ENSONIG00000030229	0	0	0
ENSONIG00000030230	0	0	0
ENSONIG00000030231	0	1	4
ENSONIG00000030232	0	1	0
ENSONIG00000030233	0	0	0
ENSONIG00000030234	1	0	20
ENSONIG00000030235	0	0	0
ENSONIG00000030236	24	0	8
ENSONIG00000030237	0	0	1
ENSONIG00000030238	0	0	1
ENSONIG00000030239	5	11	12
ENSONIG00000030240	0	0	0
ENSONIG00000030241	0	0	0
ENSONIG00000030242	0	0	0
ENSONIG00000030243	0	0	0
ENSONIG00000030244	0	0	0
ENSONIG00000030245	0	0	0
ENSONIG00000030246	0	0	0
ENSONIG00000030247	0	0	0
ENSONIG00000030248	7386	597	323
ENSONIG00000030249	0	0	8
ENSONIG00000030250	1	3	0
ENSONIG00000030251	0	0	0
ENSONIG00000030252	2	2	42
ENSONIG00000030253	386	168	111
ENSONIG00000030254	0	0	2
ENSONIG00000030255	0	0	0
ENSONIG00000030256	3	1	0
ENSONIG00000030257	0	0	0
ENSONIG00000030258	0	0	0
ENSONIG00000030259	0	0	0
ENSONIG00000030260	0	0	0
ENSONIG00000030261	0	0	0
ENSONIG00000030262	0	0	0
ENSONIG00000030263	0	0	0
ENSONIG00000030264	0	0	0
ENSONIG00000030265	9	9	44
ENSONIG00000030266	0	0	0
ENSONIG00000030267	18	2	7
ENSONIG00000030268	0	0	0
ENSONIG00000030269	0	0	0
ENSONIG00000030270	0	1	1
ENSONIG00000030271	0	0	1
ENSONIG00000030272	0	0	0
ENSONIG00000030273	0	0	0
ENSONIG00000030274	30	11	89
ENSONIG00000030275	0	0	0
ENSONIG00000030276	0	2	8
ENSONIG00000030277	0	0	0
ENSONIG00000030278	0	0	0
ENSONIG00000030279	0	2	0
ENSONIG00000030280	42	9	32
ENSONIG00000030281	0	0	2
ENSONIG00000030282	2	0	1
ENSONIG00000030283	0	1	0
ENSONIG00000030284	0	2	0
ENSONIG00000030285	0	0	1
ENSONIG00000030286	0	0	0
ENSONIG00000030287	0	0	0
ENSONIG00000030288	2	3	6
ENSONIG00000030289	0	0	0
ENSONIG00000030290	6	1	13
ENSONIG00000030291	1	7	8
ENSONIG00000030292	0	0	0
ENSONIG00000030293	0	0	0
ENSONIG00000030294	0	0	0
ENSONIG00000030295	0	0	0
ENSONIG00000030296	0	0	0
ENSONIG00000030297	20	24	37
ENSONIG00000030298	0	0	0
ENSONIG00000030299	0	1	0
ENSONIG00000030300	0	0	0
ENSONIG00000030301	0	0	1
ENSONIG00000030302	0	0	0
ENSONIG00000030303	0	0	0
ENSONIG00000030304	14	0	7
ENSONIG00000030305	0	0	0
ENSONIG00000030306	1	2	125
ENSONIG00000030307	8	0	109
ENSONIG00000030308	0	0	0
ENSONIG00000030309	0	0	0
ENSONIG00000030310	0	0	0
ENSONIG00000030311	2	4	13
ENSONIG00000030312	0	0	0
ENSONIG00000030313	0	2	62
ENSONIG00000030314	0	0	0
ENSONIG00000030315	3	2	3
ENSONIG00000030316	0	0	0
ENSONIG00000030317	0	0	20
ENSONIG00000030318	0	0	0
ENSONIG00000030319	1	0	2
ENSONIG00000030320	0	0	11
ENSONIG00000030321	0	0	0
ENSONIG00000030322	0	0	1
ENSONIG00000030323	0	0	0
ENSONIG00000030324	2	0	0
ENSONIG00000030325	0	0	0
ENSONIG00000030326	0	1	3
ENSONIG00000030327	0	0	0
ENSONIG00000030328	0	0	0
ENSONIG00000030329	0	0	0
ENSONIG00000030330	2	6	1
ENSONIG00000030331	1	2	2
ENSONIG00000030332	0	2	1
ENSONIG00000030333	27	5	114
ENSONIG00000030334	0	0	2
ENSONIG00000030335	0	0	0
ENSONIG00000030336	0	0	1
ENSONIG00000030337	0	0	0
ENSONIG00000030338	0	0	0
ENSONIG00000030339	0	3	13
ENSONIG00000030340	4	0	0
ENSONIG00000030341	3	0	3
ENSONIG00000030342	93	56	52
ENSONIG00000030343	3	1	3
ENSONIG00000030344	0	0	0
ENSONIG00000030345	0	0	0
ENSONIG00000030346	0	0	0
ENSONIG00000030347	0	0	0
ENSONIG00000030348	20	18	776
ENSONIG00000030349	0	0	0
ENSONIG00000030350	0	0	0
ENSONIG00000030351	0	3	36
ENSONIG00000030352	0	0	0
ENSONIG00000030353	0	0	0
ENSONIG00000030354	0	0	1
ENSONIG00000030355	0	0	0
ENSONIG00000030356	2	3	16
ENSONIG00000030357	0	0	0
ENSONIG00000030358	0	0	0
ENSONIG00000030359	0	0	0
ENSONIG00000030360	0	0	0
ENSONIG00000030361	0	0	0
ENSONIG00000030362	10	24	12
ENSONIG00000030363	0	0	1
ENSONIG00000030364	0	0	0
ENSONIG00000030365	2	0	1
ENSONIG00000030366	0	0	0
ENSONIG00000030367	0	0	0
ENSONIG00000030368	340	165	178
ENSONIG00000030369	4	2	17
ENSONIG00000030370	1	0	17
ENSONIG00000030371	0	0	0
ENSONIG00000030372	0	0	0
ENSONIG00000030373	0	3	0
ENSONIG00000030374	0	1	4
ENSONIG00000030375	0	1	0
ENSONIG00000030376	0	0	0
ENSONIG00000030377	1	0	0
ENSONIG00000030378	0	1	4
ENSONIG00000030379	2	4	1
ENSONIG00000030380	0	0	0
ENSONIG00000030381	1	0	3
ENSONIG00000030382	0	2	17
ENSONIG00000030383	0	0	0
ENSONIG00000030384	8	1	4
ENSONIG00000030385	0	0	0
ENSONIG00000030386	0	0	0
ENSONIG00000030387	0	0	0
ENSONIG00000030388	6	0	14
ENSONIG00000030389	0	0	1
ENSONIG00000030390	0	0	0
ENSONIG00000030391	0	0	0
ENSONIG00000030392	1	0	4
ENSONIG00000030393	1	0	0
ENSONIG00000030394	0	0	0
ENSONIG00000030395	0	0	0
ENSONIG00000030396	0	0	0
ENSONIG00000030397	0	0	0
ENSONIG00000030398	0	0	0
ENSONIG00000030399	0	0	1
ENSONIG00000030400	0	0	0
ENSONIG00000030401	0	0	1
ENSONIG00000030402	1	0	1
ENSONIG00000030403	0	0	0
ENSONIG00000030404	0	0	0
ENSONIG00000030405	0	0	0
ENSONIG00000030406	0	0	0
ENSONIG00000030407	6	2	41
ENSONIG00000030408	0	0	0
ENSONIG00000030409	0	0	6
ENSONIG00000030410	0	0	0
ENSONIG00000030411	0	0	0
ENSONIG00000030412	0	1	0
ENSONIG00000030413	0	0	0
ENSONIG00000030414	0	0	0
ENSONIG00000030415	0	0	9
ENSONIG00000030416	11	1	19
ENSONIG00000030417	0	0	0
ENSONIG00000030418	19	3	5
ENSONIG00000030419	0	0	0
ENSONIG00000030420	0	3	19
ENSONIG00000030421	0	0	0
ENSONIG00000030422	0	0	0
ENSONIG00000030423	1	0	0
ENSONIG00000030424	0	0	0
ENSONIG00000030425	0	0	0
ENSONIG00000030426	507	497	617
ENSONIG00000030427	0	0	0
ENSONIG00000030428	0	0	0
ENSONIG00000030429	0	0	1
ENSONIG00000030430	0	0	0
ENSONIG00000030431	162	11	13
ENSONIG00000030432	0	1	80
ENSONIG00000030433	2	0	25
ENSONIG00000030434	0	0	0
ENSONIG00000030435	0	0	0
ENSONIG00000030436	9	5	963
ENSONIG00000030437	0	0	2
ENSONIG00000030438	0	0	0
ENSONIG00000030439	0	0	0
ENSONIG00000030440	0	0	0
ENSONIG00000030441	0	0	0
ENSONIG00000030442	3	17	33
ENSONIG00000030443	0	0	0
ENSONIG00000030444	0	0	0
ENSONIG00000030445	0	0	0
ENSONIG00000030446	0	0	0
ENSONIG00000030447	0	0	0
ENSONIG00000030448	0	0	2
ENSONIG00000030449	0	0	0
ENSONIG00000030450	63	6	7
ENSONIG00000030451	0	0	0
ENSONIG00000030452	0	0	0
ENSONIG00000030453	0	0	0
ENSONIG00000030454	0	0	0
ENSONIG00000030455	0	0	1
ENSONIG00000030456	1	0	9
ENSONIG00000030457	6	1	8
ENSONIG00000030458	0	0	0
ENSONIG00000030459	0	0	0
ENSONIG00000030460	0	0	0
ENSONIG00000030461	0	0	0
ENSONIG00000030462	34	7	2
ENSONIG00000030463	0	0	0
ENSONIG00000030464	3	0	0
ENSONIG00000030465	0	0	0
ENSONIG00000030466	0	0	0
ENSONIG00000030467	0	1	0
ENSONIG00000030468	0	0	5
ENSONIG00000030469	2	0	0
ENSONIG00000030470	0	0	0
ENSONIG00000030471	0	0	0
ENSONIG00000030472	0	0	0
ENSONIG00000030473	295	137	307
ENSONIG00000030474	0	0	0
ENSONIG00000030475	0	0	0
ENSONIG00000030476	0	0	0
ENSONIG00000030477	1	0	2
ENSONIG00000030478	1	0	0
ENSONIG00000030479	1	0	42
ENSONIG00000030480	0	0	4
ENSONIG00000030481	0	0	0
ENSONIG00000030482	1	0	0
ENSONIG00000030483	0	0	0
ENSONIG00000030484	111	3	1
ENSONIG00000030485	0	0	0
ENSONIG00000030486	0	0	0
ENSONIG00000030487	0	0	1
ENSONIG00000030489	0	0	0
ENSONIG00000030490	2	2	7
ENSONIG00000030491	0	0	0
ENSONIG00000030492	2	1	1
ENSONIG00000030493	0	2	43
ENSONIG00000030494	0	0	0
ENSONIG00000030495	0	0	0
ENSONIG00000030496	0	0	0
ENSONIG00000030497	2	1	0
ENSONIG00000030498	0	0	0
ENSONIG00000030499	17	5	190
ENSONIG00000030500	6	1	11
ENSONIG00000030501	0	0	0
ENSONIG00000030502	0	0	0
ENSONIG00000030503	0	0	0
ENSONIG00000030504	8	7	61
ENSONIG00000030505	0	0	0
ENSONIG00000030506	0	0	0
ENSONIG00000030507	4	0	0
ENSONIG00000030508	0	1	7
ENSONIG00000030509	0	0	9
ENSONIG00000030510	9	1	12
ENSONIG00000030511	6	4	34
ENSONIG00000030512	0	0	0
ENSONIG00000030513	1	0	0
ENSONIG00000030514	7	1	2
ENSONIG00000030515	0	0	2
ENSONIG00000030516	0	0	0
ENSONIG00000030517	0	0	0
ENSONIG00000030518	1	3	0
ENSONIG00000030519	0	0	1
ENSONIG00000030520	0	0	1
ENSONIG00000030521	0	0	0
ENSONIG00000030522	0	0	0
ENSONIG00000030523	0	0	0
ENSONIG00000030524	0	0	0
ENSONIG00000030525	0	0	0
ENSONIG00000030526	0	0	0
ENSONIG00000030527	0	0	0
ENSONIG00000030528	0	0	0
ENSONIG00000030529	0	0	0
ENSONIG00000030530	0	0	0
ENSONIG00000030531	2	0	3
ENSONIG00000030532	0	0	0
ENSONIG00000030533	0	0	0
ENSONIG00000030534	0	0	0
ENSONIG00000030535	0	0	0
ENSONIG00000030536	0	0	0
ENSONIG00000030537	0	0	0
ENSONIG00000030538	1	0	0
ENSONIG00000030539	0	0	0
ENSONIG00000030540	0	0	5
ENSONIG00000030541	0	0	10
ENSONIG00000030542	0	0	2
ENSONIG00000030543	0	0	0
ENSONIG00000030544	6	5	25
ENSONIG00000030545	0	0	0
ENSONIG00000030546	0	0	0
ENSONIG00000030547	3	1	10
ENSONIG00000030548	0	0	0
ENSONIG00000030549	0	1	5
ENSONIG00000030550	0	0	0
ENSONIG00000030551	1	0	0
ENSONIG00000030552	1211	932	1141
ENSONIG00000030553	0	0	0
ENSONIG00000030554	0	0	0
ENSONIG00000030555	0	0	0
ENSONIG00000030556	0	0	0
ENSONIG00000030557	0	10	1
ENSONIG00000030558	126	1	1
ENSONIG00000030559	0	0	41
ENSONIG00000030560	0	0	0
ENSONIG00000030561	0	0	0
ENSONIG00000030562	0	0	2
ENSONIG00000030563	5	1	0
ENSONIG00000030564	0	1	2
ENSONIG00000030565	0	0	0
ENSONIG00000030566	0	0	0
ENSONIG00000030567	0	5	56
ENSONIG00000030568	0	0	0
ENSONIG00000030569	1	0	24
ENSONIG00000030570	0	0	0
ENSONIG00000030571	0	0	22
ENSONIG00000030572	1	0	1
ENSONIG00000030573	0	2	8
ENSONIG00000030574	0	0	0
ENSONIG00000030575	0	0	0
ENSONIG00000030576	0	0	0
ENSONIG00000030577	0	0	0
ENSONIG00000030578	0	0	0
ENSONIG00000030579	0	0	0
ENSONIG00000030580	8	11	237
ENSONIG00000030581	2	0	6
ENSONIG00000030582	0	0	0
ENSONIG00000030583	0	0	0
ENSONIG00000030584	2	4	8
ENSONIG00000030585	1	0	0
ENSONIG00000030586	101	150	1476
ENSONIG00000030587	0	0	0
ENSONIG00000030588	1	5	100
ENSONIG00000030589	0	0	0
ENSONIG00000030590	1	0	0
ENSONIG00000030591	0	0	0
ENSONIG00000030592	0	0	0
ENSONIG00000030593	0	0	0
ENSONIG00000030594	0	0	0
ENSONIG00000030595	0	0	0
ENSONIG00000030596	0	0	0
ENSONIG00000030597	2	5	1
ENSONIG00000030598	0	0	0
ENSONIG00000030599	13	64	806
ENSONIG00000030600	0	0	0
ENSONIG00000030601	0	0	0
ENSONIG00000030602	0	0	0
ENSONIG00000030603	0	0	8
ENSONIG00000030604	0	0	0
ENSONIG00000030605	0	0	0
ENSONIG00000030606	0	0	0
ENSONIG00000030607	0	0	0
ENSONIG00000030608	11	0	4
ENSONIG00000030609	0	0	0
ENSONIG00000030610	0	0	0
ENSONIG00000030611	0	0	0
ENSONIG00000030612	0	0	0
ENSONIG00000030613	0	0	0
ENSONIG00000030614	0	0	0
ENSONIG00000030615	2	0	1
ENSONIG00000030616	0	0	1
ENSONIG00000030617	0	0	0
ENSONIG00000030618	1	0	1
ENSONIG00000030619	0	1	0
ENSONIG00000030620	25	0	1
ENSONIG00000030621	0	0	2
ENSONIG00000030622	0	0	0
ENSONIG00000030623	0	0	0
ENSONIG00000030624	0	0	0
ENSONIG00000030625	1	1	0
ENSONIG00000030626	6	0	0
ENSONIG00000030627	0	0	9
ENSONIG00000030628	0	0	0
ENSONIG00000030629	0	0	0
ENSONIG00000030630	0	0	0
ENSONIG00000030631	0	0	2
ENSONIG00000030632	0	0	0
ENSONIG00000030633	0	1	0
ENSONIG00000030634	0	0	0
ENSONIG00000030635	0	1	5
ENSONIG00000030636	0	0	0
ENSONIG00000030637	1	0	0
ENSONIG00000030638	0	0	0
ENSONIG00000030639	0	0	0
ENSONIG00000030640	0	0	0
ENSONIG00000030641	1	29	10
ENSONIG00000030642	0	0	0
ENSONIG00000030643	0	0	0
ENSONIG00000030644	0	0	1
ENSONIG00000030645	1	0	0
ENSONIG00000030646	0	0	0
ENSONIG00000030647	0	0	0
ENSONIG00000030648	0	0	2
ENSONIG00000030649	0	0	0
ENSONIG00000030650	9	1	19
ENSONIG00000030651	0	1	18
ENSONIG00000030652	0	0	0
ENSONIG00000030653	0	0	0
ENSONIG00000030654	0	0	2
ENSONIG00000030655	0	0	0
ENSONIG00000030656	0	0	0
ENSONIG00000030657	0	0	0
ENSONIG00000030658	0	0	0
ENSONIG00000030659	1	0	0
ENSONIG00000030660	1	2	51
ENSONIG00000030661	0	0	0
ENSONIG00000030662	0	1	0
ENSONIG00000030663	0	0	1
ENSONIG00000030664	0	0	1
ENSONIG00000030665	0	1	0
ENSONIG00000030666	0	0	0
ENSONIG00000030667	0	0	1
ENSONIG00000030668	0	0	0
ENSONIG00000030669	0	0	0
ENSONIG00000030670	0	0	0
ENSONIG00000030671	0	0	0
ENSONIG00000030672	0	1	1
ENSONIG00000030673	0	0	1
ENSONIG00000030674	0	0	5
ENSONIG00000030675	0	0	5
ENSONIG00000030676	0	0	0
ENSONIG00000030677	1	0	2
ENSONIG00000030678	0	0	0
ENSONIG00000030679	0	0	1
ENSONIG00000030680	0	0	0
ENSONIG00000030681	0	0	0
ENSONIG00000030682	0	0	4
ENSONIG00000030683	0	0	0
ENSONIG00000030684	0	0	0
ENSONIG00000030685	1	1	2
ENSONIG00000030686	0	0	1
ENSONIG00000030687	0	0	0
ENSONIG00000030688	0	0	0
ENSONIG00000030689	3	0	2
ENSONIG00000030690	0	0	0
ENSONIG00000030691	0	0	3
ENSONIG00000030692	0	0	0
ENSONIG00000030693	0	0	0
ENSONIG00000030694	0	0	0
ENSONIG00000030695	1	1	5
ENSONIG00000030696	1	0	11
ENSONIG00000030697	0	1	8
ENSONIG00000030698	12	6	981
ENSONIG00000030699	4	2	8
ENSONIG00000030700	0	0	0
ENSONIG00000030701	0	1	0
ENSONIG00000030702	35	6	4
ENSONIG00000030703	6	12	405
ENSONIG00000030704	0	0	0
ENSONIG00000030705	6	0	0
ENSONIG00000030706	0	0	0
ENSONIG00000030707	0	0	1
ENSONIG00000030708	0	0	0
ENSONIG00000030709	0	0	0
ENSONIG00000030710	0	0	0
ENSONIG00000030711	0	0	0
ENSONIG00000030712	0	0	0
ENSONIG00000030713	6	6	49
ENSONIG00000030714	0	0	0
ENSONIG00000030715	0	0	0
ENSONIG00000030716	1	2	11
ENSONIG00000030717	0	0	0
ENSONIG00000030718	0	0	5
ENSONIG00000030719	0	0	0
ENSONIG00000030720	0	0	0
ENSONIG00000030721	0	0	2
ENSONIG00000030722	0	0	0
ENSONIG00000030723	0	0	0
ENSONIG00000030724	0	0	0
ENSONIG00000030725	0	0	0
ENSONIG00000030726	0	0	0
ENSONIG00000030727	0	5	5
ENSONIG00000030728	0	1	6
ENSONIG00000030729	0	0	0
ENSONIG00000030730	0	0	3
ENSONIG00000030731	11	3	15
ENSONIG00000030732	0	0	0
ENSONIG00000030733	0	0	0
ENSONIG00000030734	0	0	0
ENSONIG00000030735	0	0	0
ENSONIG00000030736	0	0	1
ENSONIG00000030737	1	0	1
ENSONIG00000030738	4	1	16
ENSONIG00000030739	0	0	0
ENSONIG00000030740	0	0	0
ENSONIG00000030741	0	0	0
ENSONIG00000030742	0	0	0
ENSONIG00000030743	0	0	0
ENSONIG00000030744	0	0	0
ENSONIG00000030745	0	0	0
ENSONIG00000030746	0	0	6
ENSONIG00000030747	0	0	0
ENSONIG00000030748	0	0	0
ENSONIG00000030749	0	0	0
ENSONIG00000030750	0	0	0
ENSONIG00000030751	1	4	1
ENSONIG00000030752	0	0	0
ENSONIG00000030753	0	0	0
ENSONIG00000030754	0	0	0
ENSONIG00000030755	1	0	0
ENSONIG00000030756	0	0	5
ENSONIG00000030757	0	0	1
ENSONIG00000030758	5	0	1
ENSONIG00000030759	0	0	0
ENSONIG00000030760	0	0	0
ENSONIG00000030761	4	0	2
ENSONIG00000030762	0	0	0
ENSONIG00000030763	2	0	6
ENSONIG00000030764	0	0	10
ENSONIG00000030765	0	0	0
ENSONIG00000030766	0	0	0
ENSONIG00000030767	0	0	0
ENSONIG00000030768	0	0	0
ENSONIG00000030769	0	0	0
ENSONIG00000030770	0	0	0
ENSONIG00000030771	0	2	314
ENSONIG00000030772	0	1	3
ENSONIG00000030773	0	0	0
ENSONIG00000030774	0	0	7
ENSONIG00000030775	0	0	2
ENSONIG00000030776	0	0	18
ENSONIG00000030777	0	0	0
ENSONIG00000030778	0	0	1
ENSONIG00000030779	0	0	0
ENSONIG00000030780	0	0	0
ENSONIG00000030781	0	0	0
ENSONIG00000030782	0	0	0
ENSONIG00000030783	3	0	0
ENSONIG00000030784	1	2	32
ENSONIG00000030785	0	0	0
ENSONIG00000030786	0	0	0
ENSONIG00000030787	0	2	0
ENSONIG00000030788	0	0	0
ENSONIG00000030789	1	0	1
ENSONIG00000030790	0	0	0
ENSONIG00000030791	9	5	7
ENSONIG00000030792	0	0	0
ENSONIG00000030793	0	0	0
ENSONIG00000030794	0	0	1
ENSONIG00000030795	0	0	0
ENSONIG00000030796	5	10	46
ENSONIG00000030797	0	0	0
ENSONIG00000030798	0	0	0
ENSONIG00000030799	0	0	0
ENSONIG00000030800	0	0	0
ENSONIG00000030801	0	0	2
ENSONIG00000030802	4	0	5
ENSONIG00000030803	0	0	0
ENSONIG00000030804	0	0	0
ENSONIG00000030805	0	0	1
ENSONIG00000030806	0	0	0
ENSONIG00000030807	0	0	0
ENSONIG00000030808	0	0	0
ENSONIG00000030809	0	0	0
ENSONIG00000030810	0	0	0
ENSONIG00000030811	0	0	0
ENSONIG00000030812	0	0	4
ENSONIG00000030813	7	1	0
ENSONIG00000030814	1	0	0
ENSONIG00000030815	6	0	16
ENSONIG00000030816	0	0	0
ENSONIG00000030817	0	0	0
ENSONIG00000030818	0	2	0
ENSONIG00000030819	2	0	0
ENSONIG00000030820	0	0	0
ENSONIG00000030821	0	0	0
ENSONIG00000030822	0	0	0
ENSONIG00000030823	0	0	0
ENSONIG00000030824	0	1	0
ENSONIG00000030825	0	0	0
ENSONIG00000030826	0	0	0
ENSONIG00000030827	0	0	0
ENSONIG00000030828	1	3	13
ENSONIG00000030829	0	0	0
ENSONIG00000030830	0	0	0
ENSONIG00000030831	0	0	0
ENSONIG00000030832	0	0	0
ENSONIG00000030833	4	0	0
ENSONIG00000030834	0	0	0
ENSONIG00000030835	3	3	4
ENSONIG00000030836	0	0	0
ENSONIG00000030837	0	0	0
ENSONIG00000030838	0	0	0
ENSONIG00000030839	0	0	19
ENSONIG00000030840	0	0	0
ENSONIG00000030841	1	0	9
ENSONIG00000030842	0	0	0
ENSONIG00000030843	0	1	0
ENSONIG00000030844	0	0	0
ENSONIG00000030845	0	0	5
ENSONIG00000030846	0	0	0
ENSONIG00000030847	14	49	1103
ENSONIG00000030848	1	6	3
ENSONIG00000030849	2	0	0
ENSONIG00000030850	0	0	0
ENSONIG00000030851	3	4	30
ENSONIG00000030852	0	0	0
ENSONIG00000030853	0	0	0
ENSONIG00000030854	26	11	24
ENSONIG00000030855	0	0	0
ENSONIG00000030856	0	0	0
ENSONIG00000030857	0	0	0
ENSONIG00000030858	0	0	0
ENSONIG00000030859	0	0	0
ENSONIG00000030860	0	0	1
ENSONIG00000030861	10	5	10
ENSONIG00000030862	0	0	16
ENSONIG00000030863	0	0	0
ENSONIG00000030864	0	0	0
ENSONIG00000030865	1	0	5
ENSONIG00000030866	1	0	0
ENSONIG00000030867	0	0	0
ENSONIG00000030868	23	21	16
ENSONIG00000030869	0	0	0
ENSONIG00000030870	0	0	0
ENSONIG00000030871	0	0	0
ENSONIG00000030872	0	0	0
ENSONIG00000030873	0	2	1
ENSONIG00000030874	0	0	0
ENSONIG00000030875	0	0	0
ENSONIG00000030876	0	0	0
ENSONIG00000030877	0	0	0
ENSONIG00000030878	0	0	0
ENSONIG00000030879	0	0	0
ENSONIG00000030880	0	1	41
ENSONIG00000030881	0	0	12
ENSONIG00000030882	0	0	0
ENSONIG00000030883	3	2	13
ENSONIG00000030884	0	0	0
ENSONIG00000030885	0	0	0
ENSONIG00000030886	0	0	0
ENSONIG00000030887	62	2	1
ENSONIG00000030888	0	0	0
ENSONIG00000030889	0	0	0
ENSONIG00000030890	0	0	0
ENSONIG00000030891	0	0	0
ENSONIG00000030892	0	0	0
ENSONIG00000030893	0	0	0
ENSONIG00000030894	0	0	0
ENSONIG00000030895	0	0	0
ENSONIG00000030896	0	0	28
ENSONIG00000030897	3	9	324
ENSONIG00000030898	0	0	0
ENSONIG00000030899	0	0	1
ENSONIG00000030900	0	0	0
ENSONIG00000030901	0	0	0
ENSONIG00000030902	9	2	17
ENSONIG00000030903	12	6	16
ENSONIG00000030904	0	0	0
ENSONIG00000030905	0	0	0
ENSONIG00000030906	0	0	0
ENSONIG00000030907	2095	785	254
ENSONIG00000030908	3	0	13
ENSONIG00000030909	7	8	173
ENSONIG00000030910	1	0	0
ENSONIG00000030911	0	0	0
ENSONIG00000030912	29	10	176
ENSONIG00000030913	0	0	1
ENSONIG00000030914	0	0	0
ENSONIG00000030915	0	0	0
ENSONIG00000030916	2	2	18
ENSONIG00000030917	0	1	2
ENSONIG00000030918	0	0	0
ENSONIG00000030919	0	0	2
ENSONIG00000030920	0	0	0
ENSONIG00000030921	0	0	0
ENSONIG00000030922	0	0	0
ENSONIG00000030923	0	0	0
ENSONIG00000030924	93	15	371
ENSONIG00000030925	0	0	0
ENSONIG00000030926	0	0	4
ENSONIG00000030927	1	0	0
ENSONIG00000030928	0	0	0
ENSONIG00000030929	0	0	0
ENSONIG00000030930	0	0	5
ENSONIG00000030931	0	0	0
ENSONIG00000030932	0	0	0
ENSONIG00000030933	0	0	0
ENSONIG00000030934	0	0	0
ENSONIG00000030935	0	0	0
ENSONIG00000030936	0	0	0
ENSONIG00000030937	0	0	0
ENSONIG00000030938	0	0	0
ENSONIG00000030939	0	0	0
ENSONIG00000030940	0	0	0
ENSONIG00000030941	0	0	0
ENSONIG00000030942	0	0	1
ENSONIG00000030943	1	0	0
ENSONIG00000030944	0	0	0
ENSONIG00000030945	0	0	0
ENSONIG00000030946	0	0	0
ENSONIG00000030947	29	0	0
ENSONIG00000030948	0	0	2
ENSONIG00000030949	1	0	0
ENSONIG00000030950	14	0	57
ENSONIG00000030951	0	0	0
ENSONIG00000030952	0	0	0
ENSONIG00000030953	0	0	0
ENSONIG00000030954	1	0	2
ENSONIG00000030955	0	0	0
ENSONIG00000030956	0	0	0
ENSONIG00000030957	48	0	54
ENSONIG00000030958	0	0	0
ENSONIG00000030959	0	0	0
ENSONIG00000030960	0	0	0
ENSONIG00000030961	15	1	7
ENSONIG00000030962	0	0	0
ENSONIG00000030963	1	1	5
ENSONIG00000030964	2	3	20
ENSONIG00000030965	0	0	0
ENSONIG00000030966	0	0	0
ENSONIG00000030967	0	0	0
ENSONIG00000030968	34	13	19
ENSONIG00000030969	0	0	0
ENSONIG00000030970	53	51	72
ENSONIG00000030971	0	0	0
ENSONIG00000030972	0	0	0
ENSONIG00000030973	2	120	9
ENSONIG00000030974	0	0	1
ENSONIG00000030975	0	0	0
ENSONIG00000030976	32	3	17
ENSONIG00000030977	0	0	0
ENSONIG00000030978	0	0	1
ENSONIG00000030979	0	0	4
ENSONIG00000030980	0	0	0
ENSONIG00000030981	0	0	0
ENSONIG00000030982	0	0	0
ENSONIG00000030983	0	0	5
ENSONIG00000030984	7	13	231
ENSONIG00000030985	0	0	0
ENSONIG00000030986	0	0	0
ENSONIG00000030987	0	0	0
ENSONIG00000030988	0	0	0
ENSONIG00000030989	0	1	0
ENSONIG00000030990	0	0	0
ENSONIG00000030991	0	0	0
ENSONIG00000030992	0	0	0
ENSONIG00000030993	1	0	5
ENSONIG00000030994	0	0	0
ENSONIG00000030995	4	1	26
ENSONIG00000030996	0	0	0
ENSONIG00000030997	0	0	1
ENSONIG00000030998	0	0	0
ENSONIG00000030999	1	0	20
ENSONIG00000031000	3	0	7
ENSONIG00000031001	0	0	0
ENSONIG00000031002	2	0	4
ENSONIG00000031003	115	0	2
ENSONIG00000031004	0	0	0
ENSONIG00000031005	0	0	0
ENSONIG00000031006	4	0	0
ENSONIG00000031007	0	0	0
ENSONIG00000031008	0	0	0
ENSONIG00000031009	0	1	3
ENSONIG00000031010	0	1	0
ENSONIG00000031011	0	0	0
ENSONIG00000031012	0	0	0
ENSONIG00000031013	1	0	2
ENSONIG00000031014	0	0	0
ENSONIG00000031015	0	0	0
ENSONIG00000031016	0	0	0
ENSONIG00000031017	0	0	0
ENSONIG00000031018	3	0	16
