Gene	On_1_Eye	On_2_Eye	On_3_Eye
ENSONIG00000029376	1	2	38
ENSONIG00000029377	0	0	0
ENSONIG00000029378	0	1	0
ENSONIG00000029379	31195	15008	27582
ENSONIG00000029380	0	0	10
ENSONIG00000029381	0	0	0
ENSONIG00000029382	1	3	13
ENSONIG00000029383	0	0	0
ENSONIG00000029384	1	1	42
ENSONIG00000029385	0	0	0
ENSONIG00000029386	0	0	0
ENSONIG00000029387	4	3	71
ENSONIG00000029388	4	5	98
ENSONIG00000029389	0	0	0
ENSONIG00000029390	0	0	0
ENSONIG00000029391	0	0	0
ENSONIG00000029392	1	0	1
ENSONIG00000029393	0	0	0
ENSONIG00000029394	0	0	8
ENSONIG00000029395	0	0	0
ENSONIG00000029396	0	0	0
ENSONIG00000029397	0	0	0
ENSONIG00000029398	0	1	23
ENSONIG00000029399	0	4	0
ENSONIG00000029400	0	0	0
ENSONIG00000029401	0	0	0
ENSONIG00000029402	283	905	1982
ENSONIG00000029403	2	0	1
ENSONIG00000029404	0	0	0
ENSONIG00000029405	0	0	0
ENSONIG00000029406	0	0	0
ENSONIG00000029407	0	0	0
ENSONIG00000029408	0	1	0
ENSONIG00000029409	0	0	0
ENSONIG00000029410	0	0	23
ENSONIG00000029411	0	2	1
ENSONIG00000029412	2	3	13
ENSONIG00000029413	1	0	0
ENSONIG00000029414	0	0	0
ENSONIG00000029415	0	0	0
ENSONIG00000029416	0	0	0
ENSONIG00000029417	2	0	0
ENSONIG00000029418	0	0	2
ENSONIG00000029419	0	0	0
ENSONIG00000029420	0	0	0
ENSONIG00000029421	0	0	0
ENSONIG00000029422	0	0	0
ENSONIG00000029423	0	0	0
ENSONIG00000029424	0	0	0
ENSONIG00000029425	0	0	1
ENSONIG00000029426	0	0	0
ENSONIG00000029427	0	0	0
ENSONIG00000029428	0	0	1
ENSONIG00000029429	0	0	0
ENSONIG00000029430	0	0	0
ENSONIG00000029431	0	0	0
ENSONIG00000029432	1	0	0
ENSONIG00000029433	2	0	1
ENSONIG00000029434	21	2	13
ENSONIG00000029435	0	0	0
ENSONIG00000029436	0	0	0
ENSONIG00000029437	0	0	0
ENSONIG00000029438	0	0	0
ENSONIG00000029439	4	1	1
ENSONIG00000029440	0	1	5
ENSONIG00000029441	0	0	0
ENSONIG00000029442	6	22	67
ENSONIG00000029443	2	15	40
ENSONIG00000029444	0	0	0
ENSONIG00000029445	0	0	1
ENSONIG00000029446	0	0	0
ENSONIG00000029447	5	0	6
ENSONIG00000029448	0	0	1
ENSONIG00000029449	0	0	0
ENSONIG00000029450	0	0	0
ENSONIG00000029451	0	0	1
ENSONIG00000029452	0	0	0
ENSONIG00000029453	0	0	0
ENSONIG00000029454	0	0	0
ENSONIG00000029455	35	1	20
ENSONIG00000029456	0	0	0
ENSONIG00000029457	2	1	9
ENSONIG00000029458	2	0	0
ENSONIG00000029459	1	0	8
ENSONIG00000029460	0	0	0
ENSONIG00000029461	0	0	0
ENSONIG00000029462	0	2	0
ENSONIG00000029463	0	0	0
ENSONIG00000029464	0	0	2
ENSONIG00000029465	0	0	0
ENSONIG00000029466	0	0	1
ENSONIG00000029467	0	0	0
ENSONIG00000029468	41	23	49
ENSONIG00000029469	0	0	4
ENSONIG00000029470	0	0	0
ENSONIG00000029471	0	0	0
ENSONIG00000029472	2	0	1
ENSONIG00000029473	104	55	72
ENSONIG00000029474	0	0	0
ENSONIG00000029475	0	0	0
ENSONIG00000029476	0	0	0
ENSONIG00000029477	24	10	235
ENSONIG00000029478	921	882	1371
ENSONIG00000029479	0	0	0
ENSONIG00000029480	0	0	0
ENSONIG00000029481	1	3	8
ENSONIG00000029482	5	0	0
ENSONIG00000029483	75	2	29
ENSONIG00000029484	0	1	7
ENSONIG00000029485	1	0	0
ENSONIG00000029486	0	0	0
ENSONIG00000029487	3	9	8
ENSONIG00000029488	0	1	0
ENSONIG00000029489	1940	65	88
ENSONIG00000029490	3	0	0
ENSONIG00000029491	0	0	4
ENSONIG00000029492	0	0	3
ENSONIG00000029493	0	0	1
ENSONIG00000029494	0	0	0
ENSONIG00000029495	0	4	2
ENSONIG00000029496	3	0	1
ENSONIG00000029497	0	0	1
ENSONIG00000029498	0	0	0
ENSONIG00000029499	2	0	1
ENSONIG00000029500	0	0	0
ENSONIG00000029501	246	29	165
ENSONIG00000029502	0	0	0
ENSONIG00000029503	0	0	0
ENSONIG00000029504	0	0	0
ENSONIG00000029505	1	0	1
ENSONIG00000029506	2	0	0
ENSONIG00000029507	2	0	0
ENSONIG00000029508	29	11	16
ENSONIG00000029509	0	0	0
ENSONIG00000029510	0	0	0
ENSONIG00000029511	0	0	0
ENSONIG00000029512	0	0	13
ENSONIG00000029513	0	2	2
ENSONIG00000029514	0	0	0
ENSONIG00000029515	179	230	308
ENSONIG00000029516	0	0	0
ENSONIG00000029517	0	0	0
ENSONIG00000029518	1	0	0
ENSONIG00000029519	0	0	0
ENSONIG00000029520	239	214	306
ENSONIG00000029521	0	0	2
ENSONIG00000029522	0	0	0
ENSONIG00000029523	0	0	0
ENSONIG00000029524	0	0	0
ENSONIG00000029525	4	0	8
ENSONIG00000029526	0	0	0
ENSONIG00000029527	0	0	0
ENSONIG00000029528	0	0	0
ENSONIG00000029529	1	2	24
ENSONIG00000029530	2	0	1
ENSONIG00000029531	0	0	0
ENSONIG00000029532	1	0	2
ENSONIG00000029533	0	1	2
ENSONIG00000029534	0	0	0
ENSONIG00000029535	0	0	0
ENSONIG00000029536	0	0	0
ENSONIG00000029537	0	1	0
ENSONIG00000029538	0	0	0
ENSONIG00000029539	0	0	0
ENSONIG00000029540	8	6	11
ENSONIG00000029541	0	0	2
ENSONIG00000029542	0	0	0
ENSONIG00000029543	0	0	0
ENSONIG00000029544	0	0	0
ENSONIG00000029545	0	0	0
ENSONIG00000029546	0	0	0
ENSONIG00000029547	0	0	0
ENSONIG00000029548	0	0	0
ENSONIG00000029549	0	0	0
ENSONIG00000029550	2	0	8
ENSONIG00000029551	1	4	21
ENSONIG00000029552	0	0	0
ENSONIG00000029553	0	3	4
ENSONIG00000029554	0	0	3
ENSONIG00000029555	0	0	0
ENSONIG00000029556	0	0	0
ENSONIG00000029557	0	2	33
ENSONIG00000029558	3	2	3
ENSONIG00000029559	0	3	0
ENSONIG00000029560	19	3	16
ENSONIG00000029561	0	0	0
ENSONIG00000029562	1	0	1
ENSONIG00000029563	0	0	0
ENSONIG00000029564	0	0	7
ENSONIG00000029565	0	0	32
ENSONIG00000029566	3	0	13
ENSONIG00000029567	0	0	0
ENSONIG00000029568	0	3	5
ENSONIG00000029569	1	1	0
ENSONIG00000029570	2	0	1
ENSONIG00000029571	0	0	4
ENSONIG00000029572	0	0	0
ENSONIG00000029573	2	0	0
ENSONIG00000029574	0	0	0
ENSONIG00000029575	0	0	0
ENSONIG00000029576	0	0	0
ENSONIG00000029577	2	0	1
ENSONIG00000029578	0	0	0
ENSONIG00000029579	0	0	0
ENSONIG00000029580	0	0	0
ENSONIG00000029581	0	0	3
ENSONIG00000029582	0	1	6
ENSONIG00000029583	0	0	2
ENSONIG00000029584	7	2	1
ENSONIG00000029585	0	0	0
ENSONIG00000029586	0	0	0
ENSONIG00000029587	0	0	0
ENSONIG00000029588	0	0	1
ENSONIG00000029589	0	0	8
ENSONIG00000029590	0	0	0
ENSONIG00000029591	0	1	0
ENSONIG00000029592	0	0	0
ENSONIG00000029593	0	1	2
ENSONIG00000029594	0	0	0
ENSONIG00000029595	0	0	0
ENSONIG00000029596	4	4	10
ENSONIG00000029597	0	1	1
ENSONIG00000029598	0	0	0
ENSONIG00000029599	0	0	1
ENSONIG00000029600	0	0	2
ENSONIG00000029601	0	0	0
ENSONIG00000029602	0	0	0
ENSONIG00000029603	0	0	0
ENSONIG00000029604	0	0	0
ENSONIG00000029605	0	0	0
ENSONIG00000029606	5	1	2
ENSONIG00000029607	5	8	15
ENSONIG00000029608	0	0	0
ENSONIG00000029609	3	0	0
ENSONIG00000029610	0	0	0
ENSONIG00000029611	0	1	0
ENSONIG00000029612	23	11	56
ENSONIG00000029613	0	0	0
ENSONIG00000029614	0	0	0
ENSONIG00000029615	0	0	1
ENSONIG00000029616	0	2	0
ENSONIG00000029617	2	0	2
ENSONIG00000029618	2	0	5
ENSONIG00000029619	0	0	0
ENSONIG00000029620	0	0	0
ENSONIG00000029621	0	0	0
ENSONIG00000029622	0	0	0
ENSONIG00000029623	0	0	0
ENSONIG00000029624	0	0	0
ENSONIG00000029625	0	0	0
ENSONIG00000029626	0	0	5
ENSONIG00000029627	0	0	4
ENSONIG00000029628	0	0	1
ENSONIG00000029629	2	0	0
ENSONIG00000029630	0	0	0
ENSONIG00000029631	1	0	56
ENSONIG00000029632	0	0	0
ENSONIG00000029633	20	6	54
ENSONIG00000029634	0	0	0
ENSONIG00000029635	0	0	10
ENSONIG00000029636	0	0	0
ENSONIG00000029637	0	0	0
ENSONIG00000029638	22	19	156
ENSONIG00000029639	0	0	12
ENSONIG00000029640	0	0	0
ENSONIG00000029641	0	0	0
ENSONIG00000029642	1	0	0
ENSONIG00000029643	3	3	26
ENSONIG00000029644	0	0	15
ENSONIG00000029645	0	0	0
ENSONIG00000029646	0	0	0
ENSONIG00000029647	1	0	0
ENSONIG00000029648	0	1	0
ENSONIG00000029649	0	2	15
ENSONIG00000029650	0	0	0
ENSONIG00000029651	0	0	0
ENSONIG00000029652	2	0	0
ENSONIG00000029653	41	27	192
ENSONIG00000029654	0	0	0
ENSONIG00000029655	0	0	0
ENSONIG00000029656	0	0	0
ENSONIG00000029657	0	0	0
ENSONIG00000029658	3	0	0
ENSONIG00000029659	0	0	2
ENSONIG00000029660	0	0	0
ENSONIG00000029661	0	0	0
ENSONIG00000029662	0	0	0
ENSONIG00000029663	0	3	0
ENSONIG00000029664	0	0	46
ENSONIG00000029665	0	0	3
ENSONIG00000029666	0	0	4
ENSONIG00000029667	0	0	0
ENSONIG00000029668	0	0	0
ENSONIG00000029669	0	0	0
ENSONIG00000029670	0	0	0
ENSONIG00000029671	1	5	4
ENSONIG00000029672	13	0	3
ENSONIG00000029673	0	0	0
ENSONIG00000029674	0	0	0
ENSONIG00000029675	0	0	0
ENSONIG00000029676	1	0	0
ENSONIG00000029677	2	2	28
ENSONIG00000029678	1	0	0
ENSONIG00000029679	0	0	0
ENSONIG00000029680	0	0	0
ENSONIG00000029681	0	0	0
ENSONIG00000029682	1	2	15
ENSONIG00000029683	2	0	0
ENSONIG00000029684	0	0	0
ENSONIG00000029685	0	0	2
ENSONIG00000029686	0	0	0
ENSONIG00000029687	0	2	1
ENSONIG00000029688	0	0	0
ENSONIG00000029689	0	0	0
ENSONIG00000029690	0	0	0
ENSONIG00000029691	2	0	1
ENSONIG00000029692	0	0	0
ENSONIG00000029693	2	0	4
ENSONIG00000029694	1	0	0
ENSONIG00000029695	0	0	0
ENSONIG00000029696	0	0	3
ENSONIG00000029697	0	1	0
ENSONIG00000029698	0	0	0
ENSONIG00000029699	0	0	0
ENSONIG00000029700	0	0	0
ENSONIG00000029701	4	2	25
ENSONIG00000029702	0	0	1
ENSONIG00000029703	0	0	0
ENSONIG00000029704	0	0	0
ENSONIG00000029705	0	1	0
ENSONIG00000029706	0	0	0
ENSONIG00000029707	0	0	0
ENSONIG00000029708	0	0	0
ENSONIG00000029709	9	17	184
ENSONIG00000029710	22	4	4
ENSONIG00000029711	0	6	88
ENSONIG00000029712	0	0	0
ENSONIG00000029713	0	0	2
ENSONIG00000029714	0	1	0
ENSONIG00000029715	0	0	0
ENSONIG00000029716	0	0	0
ENSONIG00000029717	0	0	0
ENSONIG00000029718	34	5	0
ENSONIG00000029719	0	0	2
ENSONIG00000029720	3	1	0
ENSONIG00000029721	2	0	6
ENSONIG00000029722	0	0	0
ENSONIG00000029723	5	6	31
ENSONIG00000029724	0	0	0
ENSONIG00000029725	0	0	0
ENSONIG00000029726	2	0	3
ENSONIG00000029727	0	0	0
ENSONIG00000029728	0	0	0
ENSONIG00000029729	0	0	0
ENSONIG00000029730	12	0	5
ENSONIG00000029731	0	0	1
ENSONIG00000029732	0	0	0
ENSONIG00000029733	0	0	0
ENSONIG00000029734	0	0	0
ENSONIG00000029735	0	0	0
ENSONIG00000029736	0	0	8
ENSONIG00000029737	1	0	14
ENSONIG00000029738	1	1	11
ENSONIG00000029739	0	0	0
ENSONIG00000029740	0	0	0
ENSONIG00000029741	0	0	0
ENSONIG00000029742	8	0	0
ENSONIG00000029743	3	2	38
ENSONIG00000029744	1	4	15
ENSONIG00000029745	0	0	0
ENSONIG00000029746	0	0	0
ENSONIG00000029747	0	0	0
ENSONIG00000029748	0	0	3
ENSONIG00000029749	1	2	5
ENSONIG00000029750	362	301	458
ENSONIG00000029751	1	2	8
ENSONIG00000029752	0	0	0
ENSONIG00000029753	0	0	0
ENSONIG00000029754	1	2	128
ENSONIG00000029755	1	0	0
ENSONIG00000029756	0	0	0
ENSONIG00000029757	0	0	0
ENSONIG00000029758	39	103	131
ENSONIG00000029759	0	0	24
ENSONIG00000029760	0	0	0
ENSONIG00000029761	0	0	11
ENSONIG00000029762	0	0	0
ENSONIG00000029763	0	0	5
ENSONIG00000029764	0	0	0
ENSONIG00000029765	0	0	0
ENSONIG00000029766	0	0	0
ENSONIG00000029767	0	0	0
ENSONIG00000029768	0	0	0
ENSONIG00000029769	2	0	7
ENSONIG00000029770	0	0	0
ENSONIG00000029771	36	17	18
ENSONIG00000029772	2	0	0
ENSONIG00000029773	3	1	0
ENSONIG00000029774	0	0	0
ENSONIG00000029775	0	0	0
ENSONIG00000029776	9	12	28
ENSONIG00000029777	3	3	20
ENSONIG00000029778	0	0	0
ENSONIG00000029779	0	0	0
ENSONIG00000029780	0	0	0
ENSONIG00000029781	0	0	0
ENSONIG00000029782	0	8	5
ENSONIG00000029783	0	0	0
ENSONIG00000029784	0	0	0
ENSONIG00000029785	1	0	4
ENSONIG00000029786	13	1	3
ENSONIG00000029787	1	1	5
ENSONIG00000029788	0	0	1
ENSONIG00000029789	0	0	0
ENSONIG00000029790	1	0	0
ENSONIG00000029791	0	0	0
ENSONIG00000029792	0	0	2
ENSONIG00000029793	27	0	0
ENSONIG00000029794	0	0	0
ENSONIG00000029795	52	5	92
ENSONIG00000029796	0	0	1
ENSONIG00000029797	4	0	5
ENSONIG00000029798	0	0	0
ENSONIG00000029799	0	0	0
ENSONIG00000029800	0	0	0
ENSONIG00000029801	0	0	0
ENSONIG00000029802	0	0	2
ENSONIG00000029803	0	0	0
ENSONIG00000029804	0	3	0
ENSONIG00000029805	0	0	0
ENSONIG00000029806	4	1	25
ENSONIG00000029807	0	0	0
ENSONIG00000029808	1	0	0
ENSONIG00000029809	0	0	0
ENSONIG00000029810	0	0	0
ENSONIG00000029811	0	0	0
ENSONIG00000029812	0	1	0
ENSONIG00000029813	0	0	0
ENSONIG00000029814	0	1	0
ENSONIG00000029815	0	0	3
ENSONIG00000029816	0	0	0
ENSONIG00000029817	0	0	9
ENSONIG00000029818	0	0	32
ENSONIG00000029819	0	0	0
ENSONIG00000029820	0	0	0
ENSONIG00000029821	2	1	4
ENSONIG00000029822	24	8	2
ENSONIG00000029823	0	0	0
ENSONIG00000029824	0	0	3
ENSONIG00000029825	0	0	0
ENSONIG00000029826	0	0	0
ENSONIG00000029827	0	0	0
ENSONIG00000029828	0	0	0
ENSONIG00000029829	0	0	0
ENSONIG00000029830	0	0	0
ENSONIG00000029831	32	9	42
ENSONIG00000029832	0	0	0
ENSONIG00000029833	0	0	0
ENSONIG00000029834	0	0	0
ENSONIG00000029835	0	0	0
ENSONIG00000029836	0	0	0
ENSONIG00000029837	15	1	218
ENSONIG00000029838	0	0	0
ENSONIG00000029839	0	0	0
ENSONIG00000029840	0	0	0
ENSONIG00000029841	43	3	14
ENSONIG00000029842	1	0	0
ENSONIG00000029843	0	0	0
ENSONIG00000029844	0	1	4
ENSONIG00000029845	1	0	0
ENSONIG00000029846	13	0	2
ENSONIG00000029847	0	0	0
ENSONIG00000029848	0	1	0
ENSONIG00000029849	0	0	0
ENSONIG00000029850	0	0	1
ENSONIG00000029851	0	0	0
ENSONIG00000029852	0	0	0
ENSONIG00000029853	0	0	0
ENSONIG00000029854	5	0	1
ENSONIG00000029855	0	0	0
ENSONIG00000029856	0	0	0
ENSONIG00000029857	0	0	0
ENSONIG00000029858	0	0	0
ENSONIG00000029859	0	13	53
ENSONIG00000029860	0	5	0
ENSONIG00000029861	0	0	0
ENSONIG00000029862	0	0	1
ENSONIG00000029863	0	0	0
ENSONIG00000029864	0	0	0
ENSONIG00000029865	0	0	0
ENSONIG00000029866	0	0	0
ENSONIG00000029867	1	0	2
ENSONIG00000029868	59	0	0
ENSONIG00000029869	0	0	0
ENSONIG00000029870	0	0	1
ENSONIG00000029871	78	191	391
ENSONIG00000029872	0	0	0
ENSONIG00000029873	0	0	0
ENSONIG00000029874	0	0	2
ENSONIG00000029875	0	0	0
ENSONIG00000029876	0	0	0
ENSONIG00000029877	0	0	0
ENSONIG00000029878	0	0	0
ENSONIG00000029879	0	0	0
ENSONIG00000029880	0	0	0
ENSONIG00000029881	0	0	0
ENSONIG00000029882	0	0	1
ENSONIG00000029883	3	0	36
ENSONIG00000029884	0	2	1
ENSONIG00000029885	2	0	0
ENSONIG00000029886	0	0	0
ENSONIG00000029887	3	0	0
ENSONIG00000029888	24	89	207
ENSONIG00000029889	34	60	107
ENSONIG00000029890	0	0	0
ENSONIG00000029891	0	0	0
ENSONIG00000029892	2	0	4
ENSONIG00000029893	0	0	0
ENSONIG00000029894	0	0	0
ENSONIG00000029895	1	0	0
ENSONIG00000029896	0	0	0
ENSONIG00000029897	0	0	1
ENSONIG00000029898	0	0	0
ENSONIG00000029899	2	0	2
ENSONIG00000029900	0	0	0
ENSONIG00000029901	0	1	0
ENSONIG00000029902	2	1	10
ENSONIG00000029903	0	0	1
ENSONIG00000029904	0	1	4
ENSONIG00000029905	0	1	4
ENSONIG00000029906	0	0	0
ENSONIG00000029907	0	0	0
ENSONIG00000029908	3	0	6
ENSONIG00000029909	0	0	2
ENSONIG00000029910	0	0	0
ENSONIG00000029911	0	0	0
ENSONIG00000029912	0	1	0
ENSONIG00000029913	0	0	0
ENSONIG00000029914	12	0	2
ENSONIG00000029915	0	0	0
ENSONIG00000029916	1	26	38
ENSONIG00000029917	3	11	7
ENSONIG00000029918	4	1	34
ENSONIG00000029919	0	0	0
ENSONIG00000029920	0	0	0
ENSONIG00000029921	0	0	0
ENSONIG00000029922	0	0	0
ENSONIG00000029923	9	9	77
ENSONIG00000029924	2	1	0
ENSONIG00000029925	0	0	0
ENSONIG00000029926	0	0	0
ENSONIG00000029927	0	0	1
ENSONIG00000029928	0	0	0
ENSONIG00000029929	0	2	3
ENSONIG00000029930	0	0	0
ENSONIG00000029931	0	0	0
ENSONIG00000029932	0	0	5
ENSONIG00000029933	0	0	0
ENSONIG00000029934	1	1	0
ENSONIG00000029935	0	0	0
ENSONIG00000029936	0	0	0
ENSONIG00000029937	0	0	35
ENSONIG00000029938	1	0	0
ENSONIG00000029939	0	1	1
ENSONIG00000029940	0	0	0
ENSONIG00000029941	1	0	0
ENSONIG00000029942	0	1	0
ENSONIG00000029943	0	0	2
ENSONIG00000029944	0	0	0
ENSONIG00000029945	0	0	0
ENSONIG00000029946	0	7	0
ENSONIG00000029947	3	6	50
ENSONIG00000029948	9	1	4
ENSONIG00000029949	0	1	0
ENSONIG00000029950	0	1	1
ENSONIG00000029951	0	0	0
ENSONIG00000029952	0	0	8
ENSONIG00000029953	4	0	14
ENSONIG00000029954	0	0	6
ENSONIG00000029955	2	16	7
ENSONIG00000029956	0	0	0
ENSONIG00000029957	0	0	0
ENSONIG00000029958	0	0	0
ENSONIG00000029959	17	4	43
ENSONIG00000029960	0	0	0
ENSONIG00000029961	1	2	7
ENSONIG00000029962	0	0	0
ENSONIG00000029963	8	13	28
ENSONIG00000029964	8	10	4
ENSONIG00000029965	0	0	0
ENSONIG00000029966	1	5	21
ENSONIG00000029967	0	0	1
ENSONIG00000029968	0	0	0
ENSONIG00000029969	0	0	0
ENSONIG00000029970	0	0	0
ENSONIG00000029971	0	0	0
ENSONIG00000029972	0	0	0
ENSONIG00000029973	0	0	0
ENSONIG00000029974	0	0	0
ENSONIG00000029975	0	0	1
ENSONIG00000029976	0	0	0
ENSONIG00000029977	4	1	13
ENSONIG00000029978	3	2	12
ENSONIG00000029979	1	0	0
ENSONIG00000029980	0	0	0
ENSONIG00000029981	0	0	0
ENSONIG00000029982	11	16	41
ENSONIG00000029983	0	0	0
ENSONIG00000029984	0	0	23
ENSONIG00000029985	0	0	0
ENSONIG00000029986	1	2	0
ENSONIG00000029987	1	0	1
ENSONIG00000029988	0	0	1
ENSONIG00000029989	0	0	0
ENSONIG00000029990	0	0	0
ENSONIG00000029991	0	0	5
ENSONIG00000029992	0	0	0
ENSONIG00000029993	0	0	0
ENSONIG00000029994	0	0	0
ENSONIG00000029995	6	7	9
ENSONIG00000029996	1	7	143
ENSONIG00000029997	0	0	0
ENSONIG00000029998	0	0	0
ENSONIG00000029999	2	0	0
ENSONIG00000030000	0	0	0
ENSONIG00000030001	0	0	0
ENSONIG00000030002	1	1	5
ENSONIG00000030003	1	0	0
ENSONIG00000030004	0	0	0
ENSONIG00000030005	0	0	0
ENSONIG00000030006	0	0	0
ENSONIG00000030007	6	0	0
ENSONIG00000030008	0	0	0
ENSONIG00000030009	0	0	0
ENSONIG00000030010	1	0	8
ENSONIG00000030011	0	0	0
ENSONIG00000030012	0	0	0
ENSONIG00000030013	0	0	0
ENSONIG00000030014	0	0	41
ENSONIG00000030015	0	0	0
ENSONIG00000030016	0	0	0
ENSONIG00000030017	0	0	0
ENSONIG00000030018	0	0	5
ENSONIG00000030019	0	0	0
ENSONIG00000030020	0	1	0
ENSONIG00000030021	3	1	22
ENSONIG00000030022	3	4	3
ENSONIG00000030023	0	4	23
ENSONIG00000030024	0	0	0
ENSONIG00000030025	0	1	0
ENSONIG00000030026	0	0	0
ENSONIG00000030027	0	0	0
ENSONIG00000030028	0	0	0
ENSONIG00000030029	0	0	0
ENSONIG00000030030	0	0	0
ENSONIG00000030031	0	0	0
ENSONIG00000030032	0	0	0
ENSONIG00000030033	0	0	0
ENSONIG00000030034	1	0	69
ENSONIG00000030035	0	9	77
ENSONIG00000030036	4	1	3
ENSONIG00000030037	1	0	12
ENSONIG00000030038	0	0	31
ENSONIG00000030039	121	3	53
ENSONIG00000030040	0	0	12
ENSONIG00000030041	0	0	1
ENSONIG00000030042	0	0	0
ENSONIG00000030043	0	0	0
ENSONIG00000030044	0	0	1
ENSONIG00000030045	0	0	0
ENSONIG00000030046	0	0	1
ENSONIG00000030047	0	0	0
ENSONIG00000030048	0	1	1
ENSONIG00000030049	0	0	0
ENSONIG00000030050	0	0	2
ENSONIG00000030051	0	0	0
ENSONIG00000030052	0	0	0
ENSONIG00000030053	1	0	0
ENSONIG00000030054	50	0	2
ENSONIG00000030055	0	0	0
ENSONIG00000030056	0	0	0
ENSONIG00000030057	0	0	134
ENSONIG00000030058	0	2	0
ENSONIG00000030059	0	0	1
ENSONIG00000030060	4	0	0
ENSONIG00000030061	0	0	0
ENSONIG00000030062	0	0	0
ENSONIG00000030063	0	0	0
ENSONIG00000030064	0	0	0
ENSONIG00000030065	0	0	0
ENSONIG00000030066	0	0	0
ENSONIG00000030067	3	0	0
ENSONIG00000030068	0	3	0
ENSONIG00000030069	0	0	0
ENSONIG00000030070	0	0	0
ENSONIG00000030071	0	0	1
ENSONIG00000030072	0	0	0
ENSONIG00000030073	0	0	0
ENSONIG00000030074	3	18	3
ENSONIG00000030075	0	0	0
ENSONIG00000030076	2	0	0
ENSONIG00000030077	2	0	16
ENSONIG00000030078	0	0	0
ENSONIG00000030079	0	0	0
ENSONIG00000030080	4	4	9
ENSONIG00000030081	0	0	0
ENSONIG00000030082	0	0	0
ENSONIG00000030083	0	0	0
ENSONIG00000030084	0	0	0
ENSONIG00000030085	0	0	0
ENSONIG00000030086	8	2	6
ENSONIG00000030087	0	0	0
ENSONIG00000030088	0	0	0
ENSONIG00000030089	2	0	4
ENSONIG00000030090	0	0	0
ENSONIG00000030091	0	0	0
ENSONIG00000030092	5	1	10
ENSONIG00000030093	0	2	0
ENSONIG00000030094	0	0	0
ENSONIG00000030095	0	0	1
ENSONIG00000030096	0	0	0
ENSONIG00000030097	0	0	0
ENSONIG00000030098	0	0	0
ENSONIG00000030099	0	0	0
ENSONIG00000030100	0	0	0
ENSONIG00000030101	0	0	0
ENSONIG00000030102	11	5	3
ENSONIG00000030103	2	0	4
ENSONIG00000030104	0	0	0
ENSONIG00000030105	0	0	0
ENSONIG00000030106	0	0	0
ENSONIG00000030107	0	3	0
ENSONIG00000030108	7	2	22
ENSONIG00000030109	0	0	10
ENSONIG00000030110	4	0	5
ENSONIG00000030111	0	1	0
ENSONIG00000030112	2	0	2
ENSONIG00000030113	0	0	2
ENSONIG00000030114	1	0	0
ENSONIG00000030115	0	0	0
ENSONIG00000030116	0	0	0
ENSONIG00000030117	0	0	0
ENSONIG00000030118	1	0	0
ENSONIG00000030119	0	0	0
ENSONIG00000030120	0	0	18
ENSONIG00000030121	0	0	1
ENSONIG00000030122	7	0	0
ENSONIG00000030123	0	0	0
ENSONIG00000030124	0	0	0
ENSONIG00000030125	0	0	0
ENSONIG00000030126	1	0	0
ENSONIG00000030127	7	1	1
ENSONIG00000030128	0	0	1
ENSONIG00000030129	2	1	11
ENSONIG00000030130	0	0	0
ENSONIG00000030131	0	0	0
ENSONIG00000030132	1	0	1
ENSONIG00000030133	0	0	1
ENSONIG00000030134	0	0	0
ENSONIG00000030135	0	0	1
ENSONIG00000030136	1	0	0
ENSONIG00000030137	1	0	0
ENSONIG00000030138	0	0	0
ENSONIG00000030139	0	0	0
ENSONIG00000030140	0	1	7
ENSONIG00000030141	0	0	0
ENSONIG00000030142	1	1	14
ENSONIG00000030143	108	1	34
ENSONIG00000030144	0	0	0
ENSONIG00000030145	0	0	0
ENSONIG00000030146	9	3	6
ENSONIG00000030147	0	2	5
ENSONIG00000030148	6	0	0
ENSONIG00000030149	0	0	0
ENSONIG00000030150	1	0	0
ENSONIG00000030151	3	2	5
ENSONIG00000030152	0	0	0
ENSONIG00000030153	38	1	7
ENSONIG00000030154	0	8	6
ENSONIG00000030155	0	0	0
ENSONIG00000030156	0	0	0
ENSONIG00000030157	1	0	1
ENSONIG00000030158	10	1	21
ENSONIG00000030159	1	20	23
ENSONIG00000030160	0	2	1
ENSONIG00000030161	0	0	0
ENSONIG00000030162	0	0	0
ENSONIG00000030163	0	0	0
ENSONIG00000030164	0	0	0
ENSONIG00000030165	0	0	0
ENSONIG00000030166	2	3	25
ENSONIG00000030167	0	0	0
ENSONIG00000030168	0	0	0
ENSONIG00000030169	1	0	1
ENSONIG00000030170	0	0	0
ENSONIG00000030171	0	0	0
ENSONIG00000030172	0	0	0
ENSONIG00000030173	0	0	0
ENSONIG00000030174	0	0	0
ENSONIG00000030175	0	0	0
ENSONIG00000030176	0	0	0
ENSONIG00000030177	0	1	0
ENSONIG00000030178	0	0	0
ENSONIG00000030179	84	1	11
ENSONIG00000030180	0	0	0
ENSONIG00000030181	0	0	0
ENSONIG00000030182	0	0	0
ENSONIG00000030183	187	140	207
ENSONIG00000030184	0	0	0
ENSONIG00000030185	7	45	394
ENSONIG00000030186	0	0	0
ENSONIG00000030187	1	0	44
ENSONIG00000030188	8	1	8
ENSONIG00000030189	0	0	0
ENSONIG00000030190	2	0	0
ENSONIG00000030191	0	0	0
ENSONIG00000030192	0	0	15
ENSONIG00000030193	3	0	1
ENSONIG00000030194	0	0	0
ENSONIG00000030195	0	0	0
ENSONIG00000030196	3	1	18
